,id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_nom_voie,code_commune,nom_commune,nombre_lots,type_local,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,month,year,m2
2556644,2018-1072468,2018-05-22,Vente,88000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,20.0,1.0,2.76756,48.853979,5,2018,
2556648,2018-1072471,2018-05-16,Vente,176000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,37.0,2.0,2.814847,48.869084,5,2018,7040.0
2556681,2018-1072486,2018-05-18,Vente,36600.0,ALL DE DUBLIN,77307,Montévrain,1,Appartement,43.0,2.0,2.766796,48.854878,5,2018,
2556760,2018-1072528,2018-05-18,Vente,305000.0,RUE DE LA HOUE,77268,Magny-le-Hongre,1,Appartement,74.0,4.0,2.813762,48.870283,5,2018,6489.36170212766
2556777,2018-1072538,2018-05-18,Vente,165140.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,38.0,2.0,2.762352,48.854315,5,2018,2752.3333333333335
2556810,2018-1072554,2018-05-31,Vente,92800.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,5,2018,1091.764705882353
2556822,2018-1072562,2018-05-18,Vente,158000.0,PL D AMILLY,77449,Serris,1,Appartement,37.0,2.0,2.787103,48.843547,5,2018,2724.137931034483
2556891,2018-1072589,2018-05-29,Vente,128500.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,46.0,2.0,2.815766,48.849664,5,2018,
2557012,2018-1072651,2018-05-25,Vente,376000.0,CRS DE LA GARONNE,77449,Serris,2,Appartement,105.0,5.0,2.78621,48.852987,5,2018,
2557017,2018-1072655,2018-05-25,Vente,140000.0,RUE DES LIVRAINS,77111,Chessy,2,Appartement,24.0,2.0,2.774476,48.857538,5,2018,
2557039,2018-1072666,2018-05-18,Vente,107000.0,RUE DES ANDAINS,77268,Magny-le-Hongre,1,Appartement,26.0,1.0,2.81236,48.865247,5,2018,1981.4814814814815
2557058,2018-1072676,2018-05-25,Vente,155000.0,AV FRANCOIS MITTERRAND,77307,Montévrain,1,Appartement,58.0,2.0,2.759493,48.866719,5,2018,1722.2222222222222
2557063,2018-1072678,2018-05-25,Vente,224000.0,RUE DE VIENNE,77307,Montévrain,1,Appartement,59.0,3.0,2.760611,48.856017,5,2018,
2557151,2018-1072729,2018-06-08,Vente,171000.0,RUE DU MOULIN A VENT,77268,Magny-le-Hongre,1,Appartement,39.0,2.0,2.812264,48.866276,6,2018,2085.3658536585367
2557257,2018-1072770,2018-06-08,Vente,280000.0,CRS DE LA GARONNE,77449,Serris,2,Appartement,67.0,3.0,2.786383,48.854788,6,2018,
2557382,2018-1072837,2018-06-06,Vente,202000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1,Appartement,51.0,2.0,2.812858,48.870326,6,2018,
2557386,2018-1072839,2018-06-06,Vente,209000.0,CRS DU TAGE,77449,Serris,1,Appartement,49.0,2.0,2.786741,48.85467,6,2018,
2557453,2018-1072867,2018-06-04,Vente,151500.0,CRS DE LA GARONNE,77449,Serris,2,Appartement,81.0,4.0,2.786107,48.855312,6,2018,
2557495,2018-1072885,2018-06-01,Vente,159000.0,SQ PAUL GAUGUIN,77268,Magny-le-Hongre,1,Appartement,47.0,1.0,2.812375,48.862491,6,2018,
2557497,2018-1072886,2018-06-01,Vente,145500.0,RUE DE LA HOUE,77268,Magny-le-Hongre,1,Appartement,31.0,1.0,2.813762,48.870283,6,2018,
2557501,2018-1072887,2018-06-01,Vente,195000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,56.0,3.0,2.815766,48.849664,6,2018,4239.130434782609
2557523,2018-1072901,2018-05-24,Vente,252000.0,CRS DU TAGE,77449,Serris,1,Appartement,67.0,3.0,2.786913,48.854067,5,2018,
2557534,2018-1072906,2018-05-21,Vente,150000.0,RUE DES FERMES,77268,Magny-le-Hongre,2,Appartement,45.0,2.0,2.812748,48.865878,5,2018,
2557558,2018-1072918,2018-06-11,Vente,180000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1,Appartement,43.0,2.0,2.812858,48.870326,6,2018,4000.0
2557617,2018-1072947,2018-05-25,Vente,189000.0,AV DES FRENES,77307,Montévrain,1,Appartement,41.0,2.0,2.759956,48.871348,5,2018,1817.3076923076924
2557676,2018-1072977,2018-06-08,Vente,193000.0,RUE DE LA CLE DES CHAMPS,77268,Magny-le-Hongre,1,Appartement,85.0,4.0,2.815862,48.867012,6,2018,3163.934426229508
2557879,2018-1073079,2018-06-08,Vente,173000.0,RUE DE PARIS,77018,Bailly-Romainvilliers,1,Appartement,43.0,2.0,2.81983,48.845924,6,2018,2276.315789473684
2557924,2018-1073105,2018-05-28,Vente,105000.0,RUE DE L EGLISE,77268,Magny-le-Hongre,1,Appartement,26.0,1.0,2.81236,48.865247,5,2018,
2557988,2018-1073141,2018-06-15,Vente,248620.0,RUE DE COPENHAGUE,77307,Montévrain,1,Appartement,60.0,3.0,2.762638,48.856725,6,2018,
2558029,2018-1073163,2018-06-14,Vente,248000.0,RUE DES VENVOLLES,77018,Bailly-Romainvilliers,1,Appartement,72.0,4.0,2.820459,48.85012,6,2018,
2558036,2018-1073169,2018-06-14,Vente,81000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,6,2018,1173.9130434782608
2558048,2018-1073176,2018-06-15,Vente,278300.0,RUE DU CLOS GIRARD,77111,Chessy,1,Appartement,90.0,5.0,2.769692,48.878821,6,2018,4488.709677419355
2558104,2018-1073204,2018-06-19,Vente,280000.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,76.0,3.0,2.762352,48.854315,6,2018,3.9345736608397504
2558162,2018-1073226,2018-06-14,Vente,111000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,36.0,2.0,2.815766,48.849664,6,2018,828.3582089552239
2558238,2018-1073260,2018-06-15,Vente,230000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,2,Appartement,62.0,3.0,2.765754,48.855891,6,2018,
2558242,2018-1073262,2018-06-15,Vente,91000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,6,2018,892.156862745098
2558246,2018-1073264,2018-06-07,Vente,295000.0,AV DES FRENES,77307,Montévrain,1,Appartement,89.0,4.0,2.759956,48.871348,6,2018,
2558257,2018-1073270,2018-06-15,Vente,201200.0,CRS DU TAGE,77449,Serris,2,Appartement,54.0,2.0,2.78621,48.852987,6,2018,3796.2264150943397
2558289,2018-1073284,2018-06-08,Vente,86000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,6,2018,1653.8461538461538
2558348,2018-1073316,2018-06-13,Vente,164300.0,CRS DE LA GARONNE,77449,Serris,1,Appartement,37.0,2.0,2.786107,48.855312,6,2018,2933.9285714285716
2558416,2018-1073348,2018-06-26,Vente,168500.0,ALL DE DUBLIN,77307,Montévrain,1,Appartement,40.0,2.0,2.766796,48.854878,6,2018,
2558438,2018-1073359,2018-06-21,Vente,273500.0,RUE DU CLOS GIRARD,77111,Chessy,1,Appartement,69.0,3.0,2.772249,48.878729,6,2018,2735.0
2558467,2018-1073374,2018-06-13,Vente,227500.0,AV DES FRENES,77307,Montévrain,1,Appartement,65.0,3.0,2.759956,48.871348,6,2018,
2558480,2018-1073381,2018-06-26,Vente,430000.0,CRS DE L ELBE,77449,Serris,1,Appartement,110.0,4.0,2.784357,48.856868,6,2018,5512.820512820513
2558524,2018-1073390,2018-06-21,Vente,308000.0,RUE DES SCANDINAVES,77449,Serris,1,Appartement,73.0,4.0,2.787996,48.858659,6,2018,
2558649,2018-1073463,2018-06-12,Vente,218502.0,RUE DE COPENHAGUE,77307,Montévrain,1,Appartement,59.0,3.0,2.763732,48.858075,6,2018,
2558688,2018-1073467,2018-06-07,Vente,136387.34,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,43.0,2.0,2.760877,48.857906,6,2018,
2558692,2018-1073469,2018-06-15,Vente,334000.0,RUE DE VIENNE,77307,Montévrain,1,Appartement,93.0,4.0,2.7617,48.856367,6,2018,
2558710,2018-1073475,2018-06-26,Vente,286216.0,CRS DU RHIN,77449,Serris,1,Appartement,70.0,3.0,2.783806,48.858654,6,2018,
2558754,2018-1073499,2018-06-26,Vente,120000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,27.0,1.0,2.76756,48.853979,6,2018,
2558814,2018-1073527,2018-06-25,Vente,234650.0,RUE DE LA CHARBONNIERE,77307,Montévrain,2,Appartement,63.0,3.0,2.765754,48.855891,6,2018,
2558995,2018-1073617,2018-07-07,Vente,186400.0,CRS DU DANUBE,77449,Serris,1,Appartement,43.0,2.0,2.775601,48.855965,7,2018,1620.8695652173913
2559017,2018-1073627,2018-07-02,Vente,154500.0,RUE DU MOULIN A VENT,77268,Magny-le-Hongre,1,Appartement,35.0,2.0,2.809717,48.867114,7,2018,1716.6666666666667
2559094,2018-1073659,2018-06-29,Vente,285000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,61.0,3.0,2.813773,48.86518,6,2018,
2559231,2018-1073729,2018-07-02,Vente,88000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,21.0,1.0,2.76756,48.853979,7,2018,
2559240,2018-1073732,2018-07-04,Vente,256500.0,RUE DE LA FONTAINE ROUGE,77111,Chessy,1,Appartement,66.0,3.0,2.773342,48.855841,7,2018,2850.0
2559306,2018-1073764,2018-06-16,Vente,85000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,6,2018,685.483870967742
2559313,2018-1073769,2018-07-02,Vente,208000.0,PL D AMILLY,77449,Serris,1,Appartement,41.0,2.0,2.787103,48.843547,7,2018,4837.209302325581
2559588,2018-1073860,2018-07-13,Vente,190000.0,RUE DE LA CLE DES CHAMPS,77268,Magny-le-Hongre,1,Appartement,81.0,4.0,2.815862,48.867012,7,2018,1544.7154471544716
2559602,2018-1073867,2018-06-20,Vente,323000.0,CRS DU DANUBE,77449,Serris,1,Appartement,80.0,4.0,2.775601,48.855965,6,2018,4681.159420289855
2559614,2018-1073874,2018-07-02,Vente,81000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,7,2018,835.0515463917526
2559618,2018-1073878,2018-07-10,Vente,228000.0,RUE DE MAGNY,77018,Bailly-Romainvilliers,1,Appartement,66.0,3.0,2.820078,48.849716,7,2018,
2559691,2018-1073919,2018-07-04,Vente,470000.0,RUE DES SCANDINAVES,77449,Serris,1,Appartement,95.0,4.0,2.787996,48.858659,7,2018,
2559700,2018-1073923,2018-07-13,Vente,174000.0,PASS DU FOUR,77111,Chessy,1,Appartement,37.0,2.0,2.768978,48.878094,7,2018,
2559753,2018-1073954,2018-07-05,Vente,180000.0,ESP DU TOQUE BOIS,77018,Bailly-Romainvilliers,1,Appartement,61.0,3.0,2.824816,48.852132,7,2018,
2559927,2018-1074043,2018-07-13,Vente,177000.0,RUE DE BRUXELLES,77307,Montévrain,1,Appartement,41.0,2.0,2.762698,48.855472,7,2018,1966.6666666666667
2559928,2018-1074044,2018-07-10,Vente,230000.0,ALL DE ZURICH,77307,Montévrain,1,Appartement,59.0,3.0,2.764325,48.856141,7,2018,
2560014,2018-1074091,2018-07-06,Vente,129000.0,RUE DU MOULIN A VENT,77268,Magny-le-Hongre,1,Appartement,29.0,1.0,2.809717,48.867114,7,2018,
2560047,2018-1074113,2018-07-17,Vente,88000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,7,2018,
2560070,2018-1074127,2018-07-20,Vente,240000.0,RUE DE COPENHAGUE,77307,Montévrain,2,Appartement,59.0,3.0,2.762638,48.856725,7,2018,
2560075,2018-1074129,2018-07-13,Vente,189370.3,RUE DE PRAGUE,77307,Montévrain,1,Appartement,48.0,2.0,2.762352,48.854315,7,2018,2826.4223880597015
2560136,2018-1074168,2018-07-20,Vente,257000.0,RUE DU MOULIN A VENT,77268,Magny-le-Hongre,1,Appartement,56.0,3.0,2.813132,48.866175,7,2018,
2560139,2018-1074170,2018-07-19,Vente,180000.0,PASS DU FOUR,77111,Chessy,1,Appartement,43.0,2.0,2.768978,48.878094,7,2018,1538.4615384615386
2560161,2018-1074183,2018-07-20,Vente,325000.0,CRS DE LA GARONNE,77449,Serris,2,Appartement,83.0,4.0,2.786107,48.855312,7,2018,3869.0476190476193
2560177,2018-1074190,2018-07-11,Vente,233608.31,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,74.0,4.0,2.760877,48.857906,7,2018,3435.416323529412
2560178,2018-1074191,2018-07-11,Vente,252742.0,RUE DE COPENHAGUE,77307,Montévrain,1,Appartement,79.0,4.0,2.763732,48.858075,7,2018,
2560218,2018-1074215,2018-07-23,Vente,477000.0,RUE DES SCANDINAVES,77449,Serris,1,Appartement,111.0,5.0,2.787996,48.858659,7,2018,
2560314,2018-1074262,2018-07-06,Vente,240000.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,65.0,3.0,2.762352,48.854315,7,2018,
2560320,2018-1074265,2018-07-20,Vente,194000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1,Appartement,42.0,2.0,2.812858,48.870326,7,2018,
2560335,2018-1074272,2018-07-13,Vente,267000.0,RUE BOUDRY,77018,Bailly-Romainvilliers,1,Appartement,77.0,4.0,2.824728,48.846929,7,2018,
2560347,2018-1074278,2018-07-23,Vente,283000.0,CRS DE L ELBE,77449,Serris,1,Appartement,69.0,3.0,2.785284,48.857334,7,2018,
2560352,2018-1074281,2018-07-18,Vente,141000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,34.0,3.0,2.76756,48.853979,7,2018,2563.6363636363635
2560416,2018-1074309,2018-07-20,Vente,252000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1,Appartement,65.0,3.0,2.812858,48.870326,7,2018,
2560651,2018-1074317,2018-07-09,Vente,348500.0,RUE DU BOIS DE PARIS,77111,Chessy,1,Appartement,88.0,4.0,2.775748,48.857991,7,2018,2151.2345679012346
2560677,2018-1074329,2018-07-23,Vente,75500.0,CRS DU DANUBE,77449,Serris,1,Appartement,26.0,1.0,2.78639,48.855954,7,2018,662.280701754386
2560780,2018-1074382,2018-07-27,Vente,120000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,27.0,1.0,2.76756,48.853979,7,2018,
2560784,2018-1074383,2018-07-19,Vente,250000.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,79.0,4.0,2.762352,48.854315,7,2018,1923.076923076923
2560787,2018-1074384,2018-07-19,Vente,260000.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,86.0,4.0,2.762352,48.854315,7,2018,2363.6363636363635
2560794,2018-1074389,2018-07-18,Vente,289000.0,RUE D ARIANE,77111,Chessy,1,Appartement,62.0,3.0,2.770143,48.85831,7,2018,
2560827,2018-1074407,2018-07-20,Vente,80000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,21.0,1.0,2.76756,48.853979,7,2018,1739.1304347826087
2560828,2018-1074408,2018-07-20,Vente,78000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,21.0,1.0,2.76756,48.853979,7,2018,1392.857142857143
2560863,2018-1074422,2018-07-26,Vente,165000.0,SEN MEREVILLE,77111,Chessy,1,Appartement,41.0,2.0,2.768978,48.878094,7,2018,
2560870,2018-1074426,2018-07-24,Vente,255000.0,RUE DE VIENNE,77307,Montévrain,1,Appartement,65.0,3.0,2.760611,48.856017,7,2018,2428.5714285714284
2560983,2018-1074486,2018-07-20,Vente,225000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,62.0,3.0,2.765754,48.855891,7,2018,
2560986,2018-1074487,2018-07-16,Vente,166900.0,RUE DES MURONS,77018,Bailly-Romainvilliers,1,Appartement,41.0,2.0,2.827996,48.853305,7,2018,
2561192,2018-1074594,2018-07-27,Vente,225000.0,CRS DU DANUBE,77449,Serris,1,Appartement,68.0,3.0,2.775601,48.855965,7,2018,
2561294,2018-1074645,2018-07-25,Vente,210000.0,RUE DU MOULIN A VENT,77268,Magny-le-Hongre,1,Appartement,57.0,3.0,2.809717,48.867114,7,2018,
2561450,2018-1074709,2018-07-30,Vente,167500.0,CRS DU DANUBE,77449,Serris,1,Appartement,43.0,2.0,2.775601,48.855965,7,2018,8375.0
2561499,2018-1074741,2018-08-03,Vente,280000.0,RUE DE ROME,77307,Montévrain,1,Appartement,67.0,3.0,2.759889,48.859152,8,2018,
2561532,2018-1074753,2018-08-03,Vente,232000.0,AV DES FRENES,77307,Montévrain,1,Appartement,65.0,3.0,2.759956,48.871348,8,2018,
2561550,2018-1074763,2018-07-18,Vente,255000.0,RUE DU FOSSE MIGNARD,77111,Chessy,1,Appartement,59.0,3.0,2.771584,48.858613,7,2018,
2561564,2018-1074770,2018-08-03,Vente,162000.0,PL DE L EUROPE,77018,Bailly-Romainvilliers,1,Appartement,37.0,2.0,2.820184,48.850697,8,2018,
2561572,2018-1074774,2018-08-06,Vente,335000.0,RUE DES LANVAUX,77268,Magny-le-Hongre,1,Appartement,80.0,4.0,2.817746,48.872051,8,2018,
2561675,2018-1074833,2018-08-09,Vente,88000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,8,2018,
2561683,2018-1074837,2018-07-24,Vente,265028.94,RUE DE PARIS,77307,Montévrain,1,Appartement,90.0,5.0,2.760877,48.857906,7,2018,6464.120487804878
2561856,2018-1074944,2018-08-09,Vente,350000.0,RUE DE LA FONTAINE ROUGE,77111,Chessy,1,Appartement,87.0,4.0,2.772307,48.856432,8,2018,5468.75
2562302,2018-1075113,2018-08-01,Vente,204625.08,RUE DE PARIS,77307,Montévrain,1,Appartement,59.0,3.0,2.760877,48.857906,8,2018,2526.2355555555555
2562611,2018-1075265,2018-08-07,Vente,162000.0,RUE DE L EGLISE,77268,Magny-le-Hongre,1,Appartement,43.0,2.0,2.81236,48.865247,8,2018,1285.7142857142858
2562662,2018-1075294,2018-07-31,Vente,110000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1,Appartement,25.0,1.0,2.81279,48.863821,7,2018,
2562684,2018-1075308,2018-08-03,Vente,130000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,34.0,3.0,2.76756,48.853979,8,2018,2826.086956521739
2562723,2018-1075332,2018-08-01,Vente,119900.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,26.0,1.0,2.76756,48.853979,8,2018,2854.7619047619046
2562724,2018-1075333,2018-07-20,Vente,80000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,7,2018,
2562744,2018-1075340,2018-08-06,Vente,243000.0,ESP DU TOQUE BOIS,77018,Bailly-Romainvilliers,1,Appartement,67.0,3.0,2.824816,48.852132,8,2018,1518.75
2562878,2018-1075411,2018-08-30,Vente,370000.0,CRS DE L ELBE,77449,Serris,1,Appartement,68.0,3.0,2.784357,48.856868,8,2018,5967.741935483871
2563046,2018-1075510,2018-09-07,Vente,222000.0,AV DES FRENES,77307,Montévrain,1,Appartement,60.0,3.0,2.759956,48.871348,9,2018,600.0
2563055,2018-1075514,2018-08-28,Vente,270000.0,CRS DU DANUBE,77449,Serris,1,Appartement,66.0,3.0,2.775601,48.855965,8,2018,2231.404958677686
2563118,2018-1075542,2018-08-08,Vente,187000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1,Appartement,45.0,2.0,2.812858,48.870326,8,2018,
2563253,2018-1075616,2018-08-16,Vente,173000.0,RUE DE LA HOUE,77268,Magny-le-Hongre,1,Appartement,42.0,2.0,2.813762,48.870283,8,2018,
2563307,2018-1075624,2018-09-06,Vente,235000.0,AV DES FRENES,77307,Montévrain,2,Appartement,70.0,3.0,2.761009,48.871225,9,2018,4700.0
2563322,2018-1075631,2018-08-20,Vente,190000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,46.0,2.0,2.765754,48.855891,8,2018,4634.1463414634145
2563346,2018-1075641,2018-08-24,Vente,242000.0,RUE DES ECURIES,77268,Magny-le-Hongre,1,Appartement,65.0,3.0,2.820026,48.870909,8,2018,1905.5118110236222
2563357,2018-1075648,2018-08-24,Vente,254400.0,RUE DES GRANDS PRES,77111,Chessy,2,Appartement,63.0,3.0,2.774476,48.857538,8,2018,
2563364,2018-1075652,2018-08-23,Vente,155000.0,AV DES FRENES,77307,Montévrain,1,Appartement,36.0,2.0,2.759956,48.871348,8,2018,5344.827586206897
2563382,2018-1075659,2018-08-03,Vente,180407.8,BD DE LA MARSANGE,77018,Bailly-Romainvilliers,1,Appartement,45.0,2.0,2.818068,48.844633,8,2018,5819.606451612903
2563403,2018-1075669,2018-08-30,Vente,250000.0,ALL TISSANDIER,77449,Serris,1,Appartement,63.0,3.0,2.781783,48.845827,8,2018,2941.176470588235
2563412,2018-1075674,2018-08-31,Vente,141300.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,30.0,1.0,2.76756,48.853979,8,2018,
2563439,2018-1075687,2018-08-28,Vente,312000.0,AV DES FRENES,77307,Montévrain,1,Appartement,76.0,4.0,2.759956,48.871348,8,2018,
2563469,2018-1075703,2018-09-04,Vente,261450.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,67.0,3.0,2.7628,48.853901,9,2018,
2563526,2018-1075734,2018-08-27,Vente,243900.0,RUE DE LA HOUE,77268,Magny-le-Hongre,1,Appartement,69.0,4.0,2.813762,48.870283,8,2018,
2563572,2018-1075762,2018-08-27,Vente,248000.0,RUE DE BRUXELLES,77307,Montévrain,1,Appartement,61.0,3.0,2.762698,48.855472,8,2018,
2563577,2018-1075764,2018-08-27,Vente,85000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,8,2018,
2563637,2018-1075768,2018-09-11,Vente,173700.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,47.0,2.0,2.815097,48.865945,9,2018,2144.4444444444443
2563665,2018-1075775,2018-07-27,Vente,83000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,7,2018,1886.3636363636363
2563681,2018-1075785,2018-09-11,Vente,235000.0,RUE EMILE CLOUD,77449,Serris,1,Appartement,59.0,3.0,2.787261,48.848767,9,2018,
2563730,2018-1075816,2018-08-30,Vente,87500.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,8,2018,994.3181818181819
2563734,2018-1075819,2018-08-24,Vente,160000.0,SQ PAUL GAUGUIN,77268,Magny-le-Hongre,1,Appartement,47.0,2.0,2.812375,48.862491,8,2018,1904.7619047619048
2563746,2018-1075825,2018-08-21,Vente,290000.0,RUE DES ECURIES,77268,Magny-le-Hongre,1,Appartement,73.0,4.0,2.81913,48.870253,8,2018,
2563761,2018-1075833,2018-08-28,Vente,185000.0,RUE DE L EGLISE,77268,Magny-le-Hongre,1,Appartement,54.0,3.0,2.81236,48.865247,8,2018,
2563802,2018-1075858,2018-09-17,Vente,80000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,21.0,1.0,2.76756,48.853979,9,2018,
2563849,2018-1075886,2018-09-12,Vente,132500.0,RUE EMILE CLOUD,77449,Serris,1,Appartement,75.0,4.0,2.787261,48.848767,9,2018,
2563863,2018-1075895,2018-08-29,Vente,167500.0,CRS DU DANUBE,77449,Serris,1,Appartement,44.0,2.0,2.775601,48.855965,8,2018,
2563865,2018-1075896,2018-09-11,Vente,180000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,46.0,2.0,2.815097,48.865945,9,2018,
2563873,2018-1075900,2018-09-10,Vente,183000.0,RUE DES FERMES,77111,Chessy,2,Appartement,46.0,2.0,2.76691,48.877187,9,2018,
2563898,2018-1075916,2018-09-11,Vente,255000.0,RUE DES LIVRAINS,77111,Chessy,1,Appartement,65.0,3.0,2.775748,48.857991,9,2018,
2563984,2018-1075960,2018-09-05,Vente,172000.0,AV DES FRENES,77307,Montévrain,1,Appartement,45.0,2.0,2.759956,48.871348,9,2018,
2564010,2018-1075972,2018-09-14,Vente,185668.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,56.0,3.0,2.815766,48.849664,9,2018,
2564026,2018-1075984,2018-09-07,Vente,210000.0,RUE DE LA FONTAINE ROUGE,77111,Chessy,1,Appartement,48.0,2.0,2.77269,48.855585,9,2018,
2564032,2018-1075987,2018-09-06,Vente,241500.0,RUE DU CLOS GIRARD,77111,Chessy,1,Appartement,65.0,3.0,2.772804,48.879199,9,2018,
2564036,2018-1075989,2018-09-07,Vente,245000.0,RUE DE LA GALMY,77111,Chessy,1,Appartement,59.0,3.0,2.772307,48.856432,9,2018,
2564039,2018-1075990,2018-09-17,Vente,260000.0,RUE DU BOIS DE PARIS,77111,Chessy,1,Appartement,61.0,3.0,2.775748,48.857991,9,2018,
2564042,2018-1075991,2018-09-05,Vente,258000.0,CHE DE LA MARRE TORTILLE,77111,Chessy,1,Appartement,59.0,3.0,2.773509,48.878871,9,2018,
2564101,2018-1076016,2018-09-05,Vente,143000.0,RUE DE L AUNETTE,77018,Bailly-Romainvilliers,1,Appartement,35.0,1.0,2.820184,48.850697,9,2018,
2564105,2018-1076018,2018-07-26,Vente,270000.0,RUE D ARIANE,77111,Chessy,1,Appartement,64.0,3.0,2.770143,48.85831,7,2018,
2564106,2018-1076019,2018-08-28,Vente,120000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,26.0,1.0,2.81359,48.866809,8,2018,
2564116,2018-1076024,2018-09-04,Vente,315000.0,AV DES FRENES,77307,Montévrain,1,Appartement,66.0,3.0,2.759956,48.871348,9,2018,
2564118,2018-1076025,2018-09-07,Vente,227500.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,53.0,2.0,2.814847,48.869084,9,2018,
2564180,2018-1076031,2018-09-03,Vente,197000.0,RUE DE LA HOUE,77268,Magny-le-Hongre,1,Appartement,52.0,2.0,2.813762,48.870283,9,2018,
2564209,2018-1076043,2018-09-14,Vente,348000.0,RUE DES GROUETTES,77268,Magny-le-Hongre,1,Appartement,72.0,4.0,2.813544,48.869274,9,2018,
2564293,2018-1076084,2018-09-10,Vente,137000.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,36.0,2.0,2.758432,48.866784,9,2018,
2564385,2018-1076135,2018-08-31,Vente,184000.0,RUE DE LA CLE DES CHAMPS,77268,Magny-le-Hongre,1,Appartement,60.0,3.0,2.815862,48.867012,8,2018,
2564401,2018-1076143,2018-09-05,Vente,209000.0,RUE DES LIVRAINS,77111,Chessy,2,Appartement,48.0,2.0,2.774476,48.857538,9,2018,
2564412,2018-1076148,2018-08-29,Vente,263530.0,CRS DU DANUBE,77449,Serris,1,Appartement,68.0,3.0,2.784357,48.856868,8,2018,
2564428,2018-1076158,2018-09-18,Vente,87400.0,CRS DU DANUBE,77449,Serris,1,Appartement,31.0,2.0,2.78639,48.855954,9,2018,
2564569,2018-1076229,2018-09-27,Vente,170000.0,RUE DU MOULIN A VENT,77268,Magny-le-Hongre,1,Appartement,36.0,2.0,2.809717,48.867114,9,2018,3090.909090909091
2564578,2018-1076234,2018-09-07,Vente,84000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,9,2018,1166.6666666666667
