,id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_nom_voie,code_commune,nom_commune,nombre_lots,type_local,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,month,year,m2
2551289,2018-1069908,2018-02-01,Vente,190000.0,RUE DE BRUXELLES,77307,Montévrain,1,Appartement,46.0,2.0,2.762698,48.855472,2,2018,2878.787878787879
2551297,2018-1069911,2018-02-06,Vente,227000.0,AV DES FRENES,77307,Montévrain,1,Appartement,60.0,3.0,2.759956,48.871348,2,2018,3847.4576271186443
2551306,2018-1069915,2018-02-08,Vente,125000.0,CRS DU DANUBE,77449,Serris,1,Appartement,27.0,2.0,2.78639,48.855954,2,2018,
2551314,2018-1069919,2018-02-21,Vente,126000.0,AV FRANCOIS MITTERRAND,77307,Montévrain,1,Appartement,30.0,1.0,2.759493,48.866719,2,2018,
2551324,2018-1069925,2018-02-14,Vente,199000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,55.0,3.0,2.815766,48.849664,2,2018,
2551332,2018-1069930,2018-02-07,Vente,202274.81,RUE DE PARIS,77307,Montévrain,1,Appartement,63.0,3.0,2.760877,48.857906,2,2018,
2551380,2018-1069955,2018-02-16,Vente,186000.0,COUR DE LA FORGE,77449,Serris,1,Appartement,56.0,3.0,2.789096,48.843444,2,2018,
2551407,2018-1069969,2018-02-16,Vente,438000.0,CRS DU RHIN,77449,Serris,1,Appartement,104.0,5.0,2.783806,48.858654,2,2018,5918.918918918919
2551425,2018-1069977,2018-02-13,Vente,227500.0,RUE DES LABOURS,77268,Magny-le-Hongre,1,Appartement,59.0,3.0,2.812047,48.870759,2,2018,
2551442,2018-1069985,2018-02-15,Vente,92500.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,57.0,3.0,2.817996,48.850447,2,2018,
2551567,2018-1070056,2018-02-23,Vente,85000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,20.0,1.0,2.76756,48.853979,2,2018,
2551571,2018-1070058,2018-02-12,Vente,194000.0,RUE DU CLOS GIRARD,77111,Chessy,1,Appartement,54.0,3.0,2.769692,48.878821,2,2018,494.8979591836735
2551720,2018-1070147,2018-02-09,Vente,204000.0,RUE DES FERMES,77111,Chessy,2,Appartement,60.0,3.0,2.76691,48.877187,2,2018,
2551788,2018-1070176,2018-02-15,Vente,330000.0,RUE DE LA GALMY,77111,Chessy,1,Appartement,94.0,4.0,2.772108,48.855764,2,2018,27500.0
2551820,2018-1070193,2018-03-02,Vente,264000.0,AV DES FRENES,77307,Montévrain,1,Appartement,76.0,4.0,2.759956,48.871348,3,2018,
2551906,2018-1070241,2018-02-27,Vente,175000.0,RUE DES FERMES,77268,Magny-le-Hongre,1,Appartement,42.0,2.0,2.812748,48.865878,2,2018,
2551928,2018-1070252,2018-02-26,Vente,1.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,172.0,4.0,2.814431,48.865729,2,2018,0.005050505050505051
2552243,2018-1070371,2018-02-26,Vente,240000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,63.0,3.0,2.81359,48.866809,2,2018,
2552281,2018-1070391,2018-03-07,Vente,88000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,3,2018,
2552291,2018-1070397,2018-03-02,Vente,137000.0,AV FRANCOIS MITTERRAND,77307,Montévrain,1,Appartement,38.0,1.0,2.759493,48.866719,3,2018,
2552294,2018-1070400,2018-02-16,Vente,116187.0,RUE DE LA BOISERIE,77268,Magny-le-Hongre,1,Appartement,19.0,1.0,2.820674,48.862311,2,2018,2323.74
2552340,2018-1070417,2018-02-28,Vente,371000.0,RUE DE BRUXELLES,77307,Montévrain,1,Appartement,85.0,4.0,2.761705,48.854971,2,2018,
2552370,2018-1070433,2018-03-07,Vente,248000.0,CHE DE L'ETANG,77268,Magny-le-Hongre,1,Appartement,68.0,3.0,2.811599,48.871358,3,2018,
2552375,2018-1070435,2018-03-07,Vente,295000.0,BD DU CHAMP DU MOULIN,77449,Serris,1,Appartement,90.0,4.0,2.787419,48.849427,3,2018,
2552407,2018-1070454,2018-03-05,Vente,84000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,21.0,1.0,2.76756,48.853979,3,2018,
2552467,2018-1070487,2018-02-28,Vente,86000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,2,2018,
2552477,2018-1070493,2018-02-23,Vente,185000.0,RUE VASCO DE GAMA,77449,Serris,1,Appartement,44.0,2.0,2.787668,48.853321,2,2018,
2552517,2018-1070513,2018-03-05,Vente,117000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,30.0,1.0,2.76756,48.853979,3,2018,
2552518,2018-1070514,2018-02-26,Vente,252000.0,AV DES FRENES,77307,Montévrain,2,Appartement,69.0,3.0,2.761009,48.871225,2,2018,
2552536,2018-1070524,2018-03-05,Vente,130000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,40.0,1.0,2.76756,48.853979,3,2018,2166.6666666666665
2552537,2018-1070525,2018-02-28,Vente,116000.0,RUE DU BOIS DE PARIS,77111,Chessy,1,Appartement,22.0,1.0,2.775748,48.857991,2,2018,1160.0
2552583,2018-1070554,2018-03-06,Vente,163300.0,CHE DES VERGERS,77111,Chessy,1,Appartement,49.0,1.0,2.765459,48.87795,3,2018,
2552589,2018-1070557,2018-03-15,Vente,190000.0,RUE DES GRANDS PRES,77111,Chessy,2,Appartement,46.0,2.0,2.774476,48.857538,3,2018,6333.333333333333
2552703,2018-1070586,2018-03-13,Vente,213060.0,AV DES FRENES,77307,Montévrain,1,Appartement,52.0,3.0,2.759956,48.871348,3,2018,
2552715,2018-1070594,2018-03-14,Vente,175000.0,RUE DES FERMES,77268,Magny-le-Hongre,1,Appartement,44.0,2.0,2.812748,48.865878,3,2018,2868.8524590163934
2552721,2018-1070600,2018-03-12,Vente,136000.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,36.0,2.0,2.758432,48.866784,3,2018,
2552747,2018-1070614,2018-03-08,Vente,205500.0,AV DES FRENES,77307,Montévrain,1,Appartement,53.0,3.0,2.759956,48.871348,3,2018,3314.516129032258
2552863,2018-1070628,2018-03-08,Vente,210000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,61.0,3.0,2.81359,48.866809,3,2018,
2553050,2018-1070720,2018-03-19,Vente,165000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,56.0,3.0,2.817062,48.850198,3,2018,
2553078,2018-1070736,2018-03-06,Vente,240136.38,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,74.0,4.0,2.760877,48.857906,3,2018,
2553119,2018-1070756,2018-03-08,Vente,213000.0,RUE DE LAGNY,77449,Serris,1,Appartement,55.0,2.0,2.785166,48.842692,3,2018,6085.714285714285
2553132,2018-1070766,2018-03-22,Vente,227000.0,RUE DE BRUXELLES,77307,Montévrain,1,Appartement,60.0,3.0,2.762698,48.855472,3,2018,
2553139,2018-1070769,2018-03-23,Vente,160500.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,39.0,2.0,2.815136,48.870075,3,2018,
2553165,2018-1070783,2018-03-21,Vente,85000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,3,2018,1075.9493670886077
2553213,2018-1070813,2018-03-09,Vente,100000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,3,2018,1282.051282051282
2553344,2018-1070869,2018-03-16,Vente,248900.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,63.0,3.0,2.7628,48.853901,3,2018,2416.5048543689322
2553429,2018-1070908,2018-03-29,Vente,151300.0,CRS DU TAGE,77449,Serris,1,Appartement,29.0,1.0,2.78621,48.852987,3,2018,
2553430,2018-1070908,2018-03-29,Vente,151300.0,CRS DU TAGE,77449,Serris,1,Appartement,54.0,2.0,2.78621,48.852987,3,2018,1543.8775510204082
2553433,2018-1070909,2018-03-16,Vente,200000.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,47.0,2.0,2.76312,48.854849,3,2018,2597.4025974025976
2553449,2018-1070917,2018-03-22,Vente,167000.0,AV DES FRENES,77307,Montévrain,1,Appartement,40.0,2.0,2.759956,48.871348,3,2018,
2553459,2018-1070920,2018-03-20,Vente,132000.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,40.0,2.0,2.758432,48.866784,3,2018,
2553501,2018-1070942,2018-03-22,Vente,340200.0,RUE DES GROUETTES,77268,Magny-le-Hongre,1,Appartement,118.0,6.0,2.813544,48.869274,3,2018,
2553505,2018-1070944,2018-03-26,Vente,288000.0,CRS DE LA GARONNE,77449,Serris,1,Appartement,62.0,3.0,2.786107,48.855312,3,2018,
2553550,2018-1070967,2018-03-16,Vente,255800.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,65.0,4.0,2.760658,48.85677,3,2018,
2553577,2018-1070984,2018-03-30,Vente,278000.0,CRS DE LA GARONNE,77449,Serris,2,Appartement,65.0,3.0,2.786107,48.855312,3,2018,4343.75
2553642,2018-1071017,2018-03-23,Vente,330000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1,Appartement,85.0,4.0,2.812858,48.870326,3,2018,6734.693877551021
2553692,2018-1071042,2018-03-23,Vente,231000.0,RUE DE PARIS,77018,Bailly-Romainvilliers,1,Appartement,63.0,3.0,2.81983,48.845924,3,2018,2457.446808510638
2553695,2018-1071043,2018-03-23,Vente,304000.0,RUE DU BOIS DE PARIS,77111,Chessy,1,Appartement,81.0,3.0,2.775748,48.857991,3,2018,2690.265486725664
2553697,2018-1071044,2018-03-26,Vente,136000.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,40.0,2.0,2.758432,48.866784,3,2018,1214.2857142857142
2553698,2018-1071045,2018-03-20,Vente,264150.0,CRS DE LA GARONNE,77449,Serris,1,Appartement,65.0,3.0,2.786383,48.854788,3,2018,2840.3225806451615
2553717,2018-1071053,2018-03-26,Vente,462000.0,RUE DE VIENNE,77307,Montévrain,1,Appartement,107.0,4.0,2.760611,48.856017,3,2018,
2553745,2018-1071067,2018-03-30,Vente,86000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,3,2018,886.5979381443299
2553867,2018-1071123,2018-04-06,Vente,110700.0,CRS DU DANUBE,77449,Serris,1,Appartement,31.0,2.0,2.78639,48.855954,4,2018,
2553966,2018-1071147,2018-03-30,Vente,70000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,3,2018,
2554020,2018-1071172,2018-03-23,Vente,215000.0,CRS DE LA GARONNE,77449,Serris,1,Appartement,64.0,3.0,2.786383,48.854788,3,2018,
2554026,2018-1071175,2018-04-03,Vente,220000.0,PL CECILE SABOURAUD,77111,Chessy,1,Appartement,70.0,3.0,2.765983,48.878966,4,2018,3548.3870967741937
2554083,2018-1071206,2018-03-23,Vente,114311.0,CRS DU DANUBE,77449,Serris,1,Appartement,27.0,2.0,2.78639,48.855954,3,2018,
2554285,2018-1071311,2018-04-04,Vente,300000.0,RUE DES CELTES,77449,Serris,1,Appartement,76.0,3.0,2.786552,48.857418,4,2018,
2554289,2018-1071312,2018-04-12,Vente,165000.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,41.0,2.0,2.763609,48.8543,4,2018,1813.1868131868132
2554340,2018-1071338,2018-03-29,Vente,215000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,72.0,3.0,2.817062,48.850198,3,2018,
2554355,2018-1071345,2018-03-22,Vente,169000.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,58.0,3.0,2.758432,48.866784,3,2018,3380.0
2554378,2018-1071355,2018-04-16,Vente,190000.0,RUE DE LA CLE DES CHAMPS,77268,Magny-le-Hongre,1,Appartement,81.0,4.0,2.815862,48.867012,4,2018,
2554395,2018-1071364,2018-04-10,Vente,185000.0,CRS DE L ELBE,77449,Serris,1,Appartement,41.0,2.0,2.786552,48.857418,4,2018,
2554463,2018-1071377,2018-04-09,Vente,257000.0,RUE DU BOIS DE PARIS,77111,Chessy,1,Appartement,66.0,3.0,2.775748,48.857991,4,2018,
2554491,2018-1071390,2018-04-11,Vente,253000.0,RUE EMILE CLOUD,77449,Serris,1,Appartement,78.0,4.0,2.787419,48.849427,4,2018,
2554625,2018-1071433,2018-04-06,Vente,233000.0,RUE EMILE CLOUD,77449,Serris,1,Appartement,63.0,3.0,2.787261,48.848767,4,2018,
2554684,2018-1071462,2018-04-19,Vente,84000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,21.0,1.0,2.76756,48.853979,4,2018,
2554730,2018-1071488,2018-04-13,Vente,257000.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,80.0,4.0,2.760658,48.85677,4,2018,1976.923076923077
2554735,2018-1071491,2018-04-19,Vente,84000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,4,2018,
2554738,2018-1071493,2018-04-20,Vente,155000.0,RUE DU MOULIN A VENT,77268,Magny-le-Hongre,1,Appartement,35.0,2.0,2.809717,48.867114,4,2018,
2554766,2018-1071508,2018-04-03,Vente,163000.0,AV DES FRENES,77307,Montévrain,1,Appartement,46.0,2.0,2.759956,48.871348,4,2018,1811.111111111111
2554786,2018-1071515,2018-03-30,Vente,255700.0,RUE DES LABOURS,77268,Magny-le-Hongre,1,Appartement,69.0,3.0,2.811919,48.870305,3,2018,
2554787,2018-1071516,2018-04-03,Vente,87000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,4,2018,
2554831,2018-1071545,2018-04-05,Vente,225000.0,RUE DES FERMES,77111,Chessy,2,Appartement,65.0,3.0,2.76691,48.877187,4,2018,7500.0
2554885,2018-1071577,2018-04-25,Vente,240000.0,RUE DE COPENHAGUE,77307,Montévrain,2,Appartement,60.0,3.0,2.762638,48.856725,4,2018,2400.0
2554959,2018-1071618,2018-04-03,Vente,80000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,4,2018,
2554970,2018-1071622,2018-04-20,Vente,197106.0,RUE DE LA HOUE,77268,Magny-le-Hongre,1,Appartement,49.0,2.0,2.813762,48.870283,4,2018,
2555117,2018-1071682,2018-04-11,Vente,192000.0,RUE DE BRUXELLES,77307,Montévrain,1,Appartement,46.0,2.0,2.762698,48.855472,4,2018,
2555168,2018-1071703,2018-04-16,Vente,208000.0,COUR DE LA FORGE,77449,Serris,1,Appartement,56.0,3.0,2.789096,48.843444,4,2018,
2555187,2018-1071714,2018-04-16,Vente,95000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,24.0,1.0,2.817062,48.850198,4,2018,
2555205,2018-1071726,2018-04-18,Vente,190000.0,RUE DE LA CLE DES CHAMPS,77268,Magny-le-Hongre,1,Appartement,79.0,4.0,2.815862,48.867012,4,2018,
2555288,2018-1071766,2018-04-27,Vente,100000.0,SQ PAUL GAUGUIN,77268,Magny-le-Hongre,1,Appartement,20.0,1.0,2.812375,48.862491,4,2018,
2555293,2018-1071767,2018-04-11,Vente,317000.0,RUE VASCO DE GAMA,77449,Serris,1,Appartement,84.0,4.0,2.787538,48.853941,4,2018,2365.6716417910447
2555447,2018-1071839,2018-04-20,Vente,177000.0,RUE DE LA HOUE,77268,Magny-le-Hongre,1,Appartement,43.0,2.0,2.813762,48.870283,4,2018,
2555449,2018-1071841,2018-04-12,Vente,335000.0,RUE DES SCANDINAVES,77449,Serris,1,Appartement,62.0,3.0,2.787996,48.858659,4,2018,5403.225806451613
2555455,2018-1071844,2018-04-25,Vente,85000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,4,2018,1545.4545454545455
2555513,2018-1071875,2018-04-27,Vente,165000.0,AV DES FRENES,77307,Montévrain,3,Appartement,38.0,2.0,2.761009,48.871225,4,2018,2357.1428571428573
2555564,2018-1071901,2018-04-30,Vente,290000.0,RUE DU PUITS,77449,Serris,1,Appartement,88.0,4.0,2.785773,48.841844,4,2018,
2555794,2018-1072008,2018-05-02,Vente,129000.0,BD DE LA MARSANGE,77018,Bailly-Romainvilliers,1,Appartement,30.0,1.0,2.818068,48.844633,5,2018,
2555839,2018-1072030,2018-05-03,Vente,158000.0,ALL DE DUBLIN,77307,Montévrain,1,Appartement,36.0,2.0,2.766132,48.854328,5,2018,
2555870,2018-1072049,2018-04-27,Vente,165000.0,COUR DE LA FORGE,77449,Serris,1,Appartement,40.0,2.0,2.789096,48.843444,4,2018,4125.0
2555928,2018-1072086,2018-05-04,Vente,179000.0,AV FRANCOIS MITTERRAND,77307,Montévrain,1,Appartement,53.0,2.0,2.759493,48.866719,5,2018,
2555995,2018-1072122,2018-04-19,Vente,108000.0,PL DE L EUROPE,77018,Bailly-Romainvilliers,1,Appartement,25.0,1.0,2.820184,48.850697,4,2018,1102.0408163265306
2555996,2018-1072123,2018-05-07,Vente,255550.0,RUE DES TOURNELLES,77111,Chessy,1,Appartement,66.0,3.0,2.772249,48.878729,5,2018,
2556017,2018-1072133,2018-05-14,Vente,222140.0,RUE DE BRUXELLES,77307,Montévrain,1,Appartement,59.0,3.0,2.76312,48.854849,5,2018,
2556039,2018-1072143,2018-05-11,Vente,240000.0,RUE DE PRAGUE,77307,Montévrain,2,Appartement,65.0,3.0,2.762352,48.854315,5,2018,
2556097,2018-1072172,2018-05-15,Vente,337400.0,RUE DE PRAGUE,77307,Montévrain,2,Appartement,78.0,3.0,2.762352,48.854315,5,2018,
2556112,2018-1072180,2018-05-11,Vente,64800.0,RUE DE VIENNE,77307,Montévrain,1,Appartement,48.0,2.0,2.7617,48.856367,5,2018,1440.0
2556123,2018-1072185,2018-05-03,Vente,87000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,5,2018,2175.0
2556139,2018-1072193,2018-05-04,Vente,198155.22,RUE DES MURONS,77018,Bailly-Romainvilliers,1,Appartement,44.0,2.0,2.827852,48.854494,5,2018,1905.3386538461539
2556164,2018-1072204,2018-05-02,Vente,255000.0,AV DES FRENES,77307,Montévrain,1,Appartement,66.0,3.0,2.759956,48.871348,5,2018,
2556166,2018-1072205,2018-04-27,Vente,147250.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,36.0,2.0,2.815766,48.849664,4,2018,
2556205,2018-1072230,2018-05-18,Vente,152000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,36.0,2.0,2.817996,48.850447,5,2018,2714.285714285714
2556277,2018-1072274,2018-05-04,Vente,195000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,43.0,2.0,2.815136,48.870075,5,2018,2142.8571428571427
2556291,2018-1072282,2018-05-04,Vente,188000.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,46.0,2.0,2.76312,48.854849,5,2018,
2556341,2018-1072305,2018-05-04,Vente,152576.81,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,45.0,2.0,2.760877,48.857906,5,2018,
2556409,2018-1072343,2018-05-18,Vente,172000.0,RUE DE LA CLE DES CHAMPS,77268,Magny-le-Hongre,1,Appartement,68.0,3.0,2.815862,48.867012,5,2018,
2556451,2018-1072364,2018-05-25,Vente,111800.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,30.0,1.0,2.76756,48.853979,5,2018,1202.1505376344087
2556458,2018-1072367,2018-05-16,Vente,275000.0,RUE DE PARIS,77307,Montévrain,1,Appartement,85.0,4.0,2.759204,48.858084,5,2018,3437.5
2556460,2018-1072369,2018-05-25,Vente,124000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,24.0,1.0,2.817996,48.850447,5,2018,1476.1904761904761
2556462,2018-1072371,2018-05-25,Vente,252000.0,RUE DE LA MORTE PAYE,77449,Serris,1,Appartement,70.0,3.0,2.787867,48.842145,5,2018,
2556475,2018-1072380,2018-05-25,Vente,189000.0,AV DES FRENES,77307,Montévrain,1,Appartement,45.0,2.0,2.759956,48.871348,5,2018,
2556490,2018-1072389,2018-05-18,Vente,232925.11,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,60.0,3.0,2.816385,48.850055,5,2018,
2556534,2018-1072412,2018-05-22,Vente,183000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1,Appartement,50.0,2.0,2.812858,48.870326,5,2018,2440.0
2556602,2018-1072443,2018-05-23,Vente,218000.0,AV DES FRENES,77307,Montévrain,1,Appartement,51.0,3.0,2.759956,48.871348,5,2018,
2556609,2018-1072447,2018-05-22,Vente,180000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1,Appartement,43.0,2.0,2.812047,48.870759,5,2018,
2556623,2018-1072457,2018-05-16,Vente,149000.0,ALL DE DUBLIN,77307,Montévrain,1,Appartement,38.0,2.0,2.766132,48.854328,5,2018,1460.7843137254902
2556627,2018-1072459,2018-04-27,Vente,157000.0,PL DE L EUROPE,77018,Bailly-Romainvilliers,1,Appartement,37.0,2.0,2.820184,48.850697,4,2018,826.3157894736842
2556634,2018-1072462,2018-05-16,Vente,132000.0,AV FRANCOIS MITTERRAND,77307,Montévrain,1,Appartement,34.0,1.0,2.759493,48.866719,5,2018,1609.7560975609756
