,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,month,year,m2
2698556,2019-1126925,2019-01-09,1,Vente,152100.0,8.0,P,BD DE LA MARSANGE,0130,77700.0,77018,Bailly-Romainvilliers,77,,,77018000AB0358,,,3548,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.818068,48.844633,1,2019,
2698562,2019-1126930,2019-01-04,1,Vente,245625.0,12.0,,BD DES SPORTS,0200,77700.0,77018,Bailly-Romainvilliers,77,,,77018000AH0051,,,10,144.92,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,144.0,0.0,,,,,,2.82196,48.851007,1,2019,1705.7291666666667
2698599,2019-1126947,2019-01-08,1,Vente,150000.0,11.0,A,RUE DE COURTALIN,0077,77700.0,77268,Magny-le-Hongre,77,,,77268000AB0281,,,253,,254,,41,58.49,,,,,3,4.0,Local industriel. commercial ou assimilé,60.0,0.0,,,,,,2.808405,48.866572,1,2019,2500.0
2698605,2019-1126951,2019-01-08,1,Vente,160000.0,9001.0,,AV DES FRENES,0154,77144.0,77307,Montévrain,77,,,773070000C0987,,,585,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.759956,48.871348,1,2019,
2698606,2019-1126951,2019-01-08,1,Vente,160000.0,9001.0,,AV DES FRENES,0154,77144.0,77307,Montévrain,77,,,773070000C0987,,,725,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.759956,48.871348,1,2019,
2698607,2019-1126951,2019-01-08,1,Vente,160000.0,40.0,,AV DES FRENES,0154,77144.0,77307,Montévrain,77,,,773070000C0987,,,277,35.21,,,,,,,,,1,2.0,Appartement,36.0,2.0,,,,,,2.759956,48.871348,1,2019,4444.444444444444
2698611,2019-1126955,2019-01-09,1,Vente,197000.0,9001.0,,AV DES FRENES,0154,77144.0,77307,Montévrain,77,,,773070000C0987,,,701,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.759956,48.871348,1,2019,
2698612,2019-1126955,2019-01-09,1,Vente,197000.0,40.0,,AV DES FRENES,0154,77144.0,77307,Montévrain,77,,,773070000C0987,,,284,44.86,,,,,,,,,1,2.0,Appartement,45.0,2.0,,,,,,2.759956,48.871348,1,2019,4377.777777777777
2698613,2019-1126955,2019-01-09,1,Vente,197000.0,9001.0,,AV DES FRENES,0154,77144.0,77307,Montévrain,77,,,773070000C0987,,,578,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.759956,48.871348,1,2019,
2698617,2019-1126958,2019-01-04,1,Vente en l'état futur d'achèvement,263000.0,1.0,,ALL D EREVAN,0144,77144.0,77307,Montévrain,77,,,77307000ZA0302,,,8,,,,,,,,,,1,2.0,Appartement,61.0,3.0,,,,,,2.75956,48.857489,1,2019,4311.475409836065
2698618,2019-1126958,2019-01-04,1,Vente en l'état futur d'achèvement,263000.0,1.0,,ALL D EREVAN,0144,77144.0,77307,Montévrain,77,,,77307000ZA0302,,,109,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.75956,48.857489,1,2019,
2698638,2019-1126968,2019-01-11,1,Vente,630000.0,3.0,,ALL DES MERISIERS,0304,77144.0,77307,Montévrain,77,,,773070000C0883,,,,,,,,,,,,,0,1.0,Maison,172.0,6.0,S,sols,,,615.0,2.757643,48.868426,1,2019,3662.7906976744184
2698646,2019-1126972,2019-01-09,1,Vente,225000.0,9001.0,,AV DES FRENES,0154,77144.0,77307,Montévrain,77,,,773070000C0987,,,911,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.759956,48.871348,1,2019,
2698647,2019-1126972,2019-01-09,1,Vente,225000.0,56.0,,AV DES FRENES,0154,77144.0,77307,Montévrain,77,,,773070000C0987,,,98,,,,,,,,,,1,2.0,Appartement,61.0,3.0,,,,,,2.759956,48.871348,1,2019,3688.5245901639346
2698648,2019-1126972,2019-01-09,1,Vente,225000.0,9001.0,,AV DES FRENES,0154,77144.0,77307,Montévrain,77,,,773070000C0987,,,399,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.759956,48.871348,1,2019,
2698650,2019-1126974,2019-01-03,1,Vente,212000.0,12.0,,ALL DES MARGUERITES,0136,77700.0,77449,Serris,77,,,77449000AH0101,,,21,61.74,,,,,,,,,1,2.0,Appartement,61.0,3.0,,,,,,2.792258,48.84295,1,2019,3475.409836065574
2698651,2019-1126974,2019-01-03,1,Vente,212000.0,6.0,,BD ROBERT THIBOUST,0220,77700.0,77449,Serris,77,,,77449000AH0101,,,44,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.792258,48.84295,1,2019,
2698652,2019-1126974,2019-01-03,1,Vente,212000.0,6.0,,BD ROBERT THIBOUST,0220,77700.0,77449,Serris,77,,,77449000AH0101,,,45,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.792258,48.84295,1,2019,
2698671,2019-1126986,2019-01-03,1,Vente,85000.0,23.0,,RUE D AMSTERDAM,0013,77144.0,77307,Montévrain,77,,,77307000ZA0182,,,354,22.02,,,,,,,,,1,2.0,Appartement,22.0,1.0,,,,,,2.76756,48.853979,1,2019,3863.6363636363635
2698710,2019-1127000,2019-01-03,1,Vente,300000.0,17.0,,RUE DU PONCELET,0165,77700.0,77449,Serris,77,,,77449000AD0323,,,,,,,,,,,,,0,1.0,Maison,94.0,4.0,S,sols,,,358.0,2.781024,48.847301,1,2019,3191.4893617021276
2698752,2019-1127018,2019-01-10,1,Vente,212000.0,24.0,,RUE DE LA HOUE,0087,77700.0,77268,Magny-le-Hongre,77,,,77268000ZB1157,,,555,57.77,,,,,,,,,1,2.0,Appartement,57.0,3.0,,,,,,2.813762,48.870283,1,2019,3719.2982456140353
2698753,2019-1127018,2019-01-10,1,Vente,212000.0,22.0,,RUE DE LA HOUE,0087,77700.0,77268,Magny-le-Hongre,77,,,77268000ZB1157,,,598,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.813762,48.870283,1,2019,
2698791,2019-1127041,2019-01-15,1,Vente,98000.0,19.0,,RUE D AMSTERDAM,0013,77144.0,77307,Montévrain,77,,,77307000ZA0182,,,122,21.32,,,,,,,,,1,2.0,Appartement,21.0,1.0,,,,,,2.76756,48.853979,1,2019,4666.666666666667
2698807,2019-1127052,2019-01-17,1,Vente,155000.0,6.0,B,RUE DES VENVOLLES,0224,77700.0,77018,Bailly-Romainvilliers,77,,,77018000AH0010,,,2109,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.820078,48.849716,1,2019,
2698808,2019-1127052,2019-01-17,1,Vente,155000.0,8.0,,RUE DES VENVOLLES,0224,77700.0,77018,Bailly-Romainvilliers,77,,,77018000AH0010,,,2048,35.1,,,,,,,,,1,2.0,Appartement,38.0,2.0,,,,,,2.820078,48.849716,1,2019,4078.9473684210525
2698811,2019-1127054,2019-01-14,1,Vente,329450.0,14.0,,RUE DU PRE AU PRETRE,0565,77700.0,77111,Chessy,77,,,77111000YA0380,,,,,,,,,,,,,0,1.0,Maison,84.0,4.0,S,sols,,,272.0,2.77441,48.879491,1,2019,3922.0238095238096
2698885,2019-1127090,2019-01-17,1,Vente en l'état futur d'achèvement,328000.0,70.0,,AV DE LA SOCIETE DES NATIONS,0483,77144.0,77307,Montévrain,77,,,77307000ZA0298,,,179,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.765703,48.852926,1,2019,
2698886,2019-1127090,2019-01-17,1,Vente en l'état futur d'achèvement,328000.0,70.0,,AV DE LA SOCIETE DES NATIONS,0483,77144.0,77307,Montévrain,77,,,77307000ZA0298,,,130,,,,,,,,,,1,2.0,Appartement,81.0,4.0,,,,,,2.765703,48.852926,1,2019,4049.382716049383
2698887,2019-1127090,2019-01-17,1,Vente en l'état futur d'achèvement,328000.0,70.0,,AV DE LA SOCIETE DES NATIONS,0483,77144.0,77307,Montévrain,77,,,77307000ZA0298,,,180,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.765703,48.852926,1,2019,
2698917,2019-1127109,2019-01-10,1,Vente,155000.0,2.0,,AV DE LA SOCIETE DES NATIONS,0483,77144.0,77307,Montévrain,77,,,773070000C1489,,,1748,35.72,,,,,,,,,1,2.0,Appartement,36.0,2.0,,,,,,2.758432,48.866784,1,2019,4305.555555555556
2698918,2019-1127109,2019-01-10,1,Vente,155000.0,2.0,,AV DE LA SOCIETE DES NATIONS,0483,77144.0,77307,Montévrain,77,,,773070000C1489,,,1708,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.758432,48.866784,1,2019,
2698925,2019-1127114,2019-01-18,1,Vente,344000.0,34.0,,RUE DE LA HOUE,0087,77700.0,77268,Magny-le-Hongre,77,,,77268000ZB0335,,,,,,,,,,,,,0,1.0,Maison,95.0,4.0,S,sols,,,175.0,2.816221,48.869988,1,2019,3621.0526315789475
2698971,2019-1127134,2019-01-07,1,Vente en l'état futur d'achèvement,256000.0,59.0,,AV FRANCOIS MITTERRAND,0158,77144.0,77307,Montévrain,77,,,773070000C1518,,,259,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.7621,48.866946,1,2019,
2698972,2019-1127134,2019-01-07,1,Vente en l'état futur d'achèvement,256000.0,59.0,,AV FRANCOIS MITTERRAND,0158,77144.0,77307,Montévrain,77,,,773070000C1518,,,44,,,,,,,,,,1,2.0,Appartement,62.0,3.0,,,,,,2.7621,48.866946,1,2019,4129.032258064516
2698981,2019-1127141,2019-01-10,1,Vente,240000.0,2.0,,RUE DU FOSSE MIGNARD,0236,77700.0,77111,Chessy,77,,,77111000AL0189,,,163,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.771584,48.858613,1,2019,
2698982,2019-1127141,2019-01-10,1,Vente,240000.0,4.0,,RUE DU FOSSE MIGNARD,0236,77700.0,77111,Chessy,77,,,77111000AL0189,,,44,52.27,,,,,,,,,1,2.0,Appartement,52.0,2.0,,,,,,2.771584,48.858613,1,2019,4615.384615384615
2698990,2019-1127145,2019-01-16,1,Vente,247600.0,5.0,,PASS DU VIEUX CHENE,0596,77700.0,77111,Chessy,77,,,77111000AH0301,,,1,62.85,,,,,,,,,1,2.0,Appartement,62.0,3.0,,,,,,2.761562,48.877172,1,2019,3993.548387096774
2698991,2019-1127145,2019-01-16,1,Vente,247600.0,2.0,P,PASS DU VIEUX CHENE,0596,77700.0,77111,Chessy,77,,,77111000AH0301,,,80,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.761562,48.877172,1,2019,
2698995,2019-1127147,2019-01-14,1,Vente en l'état futur d'achèvement,182000.0,59.0,,AV FRANCOIS MITTERRAND,0158,77144.0,77307,Montévrain,77,,,773070000C1518,,,16,,,,,,,,,,1,2.0,Appartement,42.0,2.0,,,,,,2.7621,48.866946,1,2019,4333.333333333333
2699001,2019-1127151,2019-01-16,1,Vente,133500.0,1.0,,RUE DES GRANDS PRES,0289,77700.0,77111,Chessy,77,,,77111000AL0163,,,354,,82,25.54,,,,,,,2,4.0,Local industriel. commercial ou assimilé,25.0,0.0,,,,,,2.773146,48.857411,1,2019,5340.0
2699006,2019-1127154,2019-01-08,1,Vente,5000.0,3.0,B,RUE DES FERMES,0064,77700.0,77268,Magny-le-Hongre,77,,,772680000B0819,,,80,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.812748,48.865878,1,2019,
2699064,2019-1127183,2019-01-08,1,Vente,531200.0,1.0,,RUE DES LONGS SILLONS,0084,77700.0,77268,Magny-le-Hongre,77,,,77268000AH0005,,,,,,,,,,,,,0,1.0,Maison,128.0,5.0,S,sols,,,500.0,2.818019,48.861515,1,2019,4150.0
2699065,2019-1127183,2019-01-08,1,Vente,531200.0,1.0,,RUE DES LONGS SILLONS,0084,77700.0,77268,Magny-le-Hongre,77,,,77268000AH0005,,,,,,,,,,,,,0,1.0,Maison,128.0,5.0,AG,terrains d'agrément,PARC,Parc,504.0,2.818019,48.861515,1,2019,4150.0
2699122,2019-1127214,2019-01-11,1,Vente,298000.0,25.0,,RUE DES SCANDINAVES,0250,77700.0,77449,Serris,77,,,774490000A0280,,,197,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.787996,48.858659,1,2019,
2699123,2019-1127214,2019-01-11,1,Vente,298000.0,25.0,,RUE DES SCANDINAVES,0250,77700.0,77449,Serris,77,,,774490000A0280,,,35,63.6,,,,,,,,,1,2.0,Appartement,63.0,3.0,,,,,,2.787996,48.858659,1,2019,4730.158730158731
2699167,2019-1127235,2019-01-21,1,Vente,299500.0,3.0,,RUE DE PRAGUE,0417,77144.0,77307,Montévrain,77,,,77307000ZA0187,,,2070,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.76312,48.854849,1,2019,
2699168,2019-1127235,2019-01-21,1,Vente,299500.0,3.0,,RUE DE PRAGUE,0417,77144.0,77307,Montévrain,77,,,77307000ZA0187,,,2016,92.57,,,,,,,,,1,2.0,Appartement,93.0,5.0,,,,,,2.76312,48.854849,1,2019,3220.430107526882
2699169,2019-1127235,2019-01-21,1,Vente,299500.0,3.0,,RUE DE PRAGUE,0417,77144.0,77307,Montévrain,77,,,77307000ZA0187,,,2069,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.76312,48.854849,1,2019,
2699208,2019-1127259,2019-01-04,1,Vente en l'état futur d'achèvement,213000.0,,,LE BOIS DE PARIS,B004,77700.0,77111,Chessy,77,,,77111000AL0233,,,6,,,,,,,,,,1,2.0,Appartement,39.0,2.0,,,,,,2.772253,48.8594,1,2019,5461.538461538462
2699209,2019-1127259,2019-01-04,1,Vente en l'état futur d'achèvement,213000.0,,,LE BOIS DE PARIS,B004,77700.0,77111,Chessy,77,,,77111000AL0233,,,103,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.772253,48.8594,1,2019,
2699280,2019-1127293,2019-01-23,1,Vente,249900.0,10.0,P,RUE DE PRAGUE,0417,77144.0,77307,Montévrain,77,,,77307000ZA0192,,,10,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.7628,48.853901,1,2019,
2699281,2019-1127293,2019-01-23,1,Vente,249900.0,14.0,,RUE DE PRAGUE,0417,77144.0,77307,Montévrain,77,,,77307000ZA0192,,,167,62.66,,,,,,,,,1,2.0,Appartement,63.0,3.0,,,,,,2.7628,48.853901,1,2019,3966.6666666666665
2699310,2019-1127309,2019-01-21,1,Vente,165251.52,4.0,,RUE DE PARIS,0343,77144.0,77307,Montévrain,77,,,77307000ZA0303,,,2080,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.760877,48.857906,1,2019,
2699311,2019-1127309,2019-01-21,1,Vente,165251.52,4.0,,RUE DE PARIS,0343,77144.0,77307,Montévrain,77,,,77307000ZA0303,,,2132,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.760877,48.857906,1,2019,
2699312,2019-1127309,2019-01-21,1,Vente,165251.52,2.0,,RUE DE PARIS,0343,77144.0,77307,Montévrain,77,,,77307000ZA0303,,,2042,47.05,,,,,,,,,1,2.0,Appartement,47.0,2.0,,,,,,2.760877,48.857906,1,2019,3515.9897872340425
2699313,2019-1127310,2019-01-24,1,Vente,96000.0,17.0,,RUE D AMSTERDAM,0013,77144.0,77307,Montévrain,77,,,77307000ZA0182,,,425,21.04,,,,,,,,,1,2.0,Appartement,21.0,1.0,,,,,,2.76756,48.853979,1,2019,4571.428571428572
2699314,2019-1127311,2019-01-21,1,Vente,157152.8,32.0,,AV DE LA SOCIETE DES NATIONS,0483,77144.0,77307,Montévrain,77,,,77307000ZA0303,,,2025,46.9,,,,,,,,,1,2.0,Appartement,46.0,2.0,,,,,,2.760877,48.857906,1,2019,3416.365217391304
2699315,2019-1127311,2019-01-21,1,Vente,157152.8,4.0,,RUE DE PARIS,0343,77144.0,77307,Montévrain,77,,,77307000ZA0303,,,2085,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.760877,48.857906,1,2019,
2699316,2019-1127311,2019-01-21,1,Vente,157152.8,4.0,,RUE DE PARIS,0343,77144.0,77307,Montévrain,77,,,77307000ZA0303,,,2120,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.760877,48.857906,1,2019,
2699322,2019-1127315,2019-01-28,1,Vente,448000.0,1.0,,RUE DE L EGLISE,0080,77700.0,77449,Serris,77,,,774490000B0449,,,,,,,,,,,,,0,1.0,Maison,98.0,6.0,S,sols,,,500.0,2.786642,48.84518,1,2019,4571.428571428572
2699323,2019-1127315,2019-01-28,1,Vente,448000.0,1.0,,RUE DE L EGLISE,0080,77700.0,77449,Serris,77,,,774490000B0449,,,,,,,,,,,,,0,1.0,Maison,98.0,6.0,J,jardins,POTAG,Jardin potager,462.0,2.786642,48.84518,1,2019,4571.428571428572
2699324,2019-1127316,2019-01-24,1,Vente,145000.0,9001.0,P,RUE D AMSTERDAM,0013,77144.0,77307,Montévrain,77,,,77307000ZA0182,,,60,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.76756,48.853979,1,2019,
2699325,2019-1127316,2019-01-24,1,Vente,145000.0,36.0,,RUE DE LA CHARBONNIERE,0077,77144.0,77307,Montévrain,77,,,77307000ZA0182,,,377,34.03,,,,,,,,,1,2.0,Appartement,34.0,3.0,,,,,,2.76756,48.853979,1,2019,4264.705882352941
2699328,2019-1127319,2019-01-21,1,Vente,280704.34,4.0,,RUE DE PARIS,0343,77144.0,77307,Montévrain,77,,,77307000ZA0303,,,2112,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.760877,48.857906,1,2019,
2699329,2019-1127319,2019-01-21,1,Vente,280704.34,32.0,B,AV DE LA SOCIETE DES NATIONS,0483,77144.0,77307,Montévrain,77,,,77307000ZA0303,,,2016,88.8,,,,,,,,,1,2.0,Appartement,98.0,4.0,,,,,,2.760877,48.857906,1,2019,2864.3300000000004
2699330,2019-1127319,2019-01-21,1,Vente,280704.34,4.0,,RUE DE PARIS,0343,77144.0,77307,Montévrain,77,,,77307000ZA0303,,,2111,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.760877,48.857906,1,2019,
2699333,2019-1127321,2019-01-24,1,Vente,91000.0,40.0,,RUE DE LA CHARBONNIERE,0077,77144.0,77307,Montévrain,77,,,77307000ZA0182,,,234,22.02,,,,,,,,,1,2.0,Appartement,22.0,1.0,,,,,,2.76756,48.853979,1,2019,4136.363636363636
2699365,2019-1127339,2019-01-24,1,Vente,96000.0,32.0,,RUE DE LA CHARBONNIERE,0077,77144.0,77307,Montévrain,77,,,77307000ZA0182,,,160,22.02,,,,,,,,,1,2.0,Appartement,22.0,1.0,,,,,,2.76756,48.853979,1,2019,4363.636363636364
2699369,2019-1127342,2019-01-02,1,Vente,630000.0,70.0,,RUE BOUCLE DES EPILLETS,0039,77700.0,77268,Magny-le-Hongre,77,,,77268000ZC0142,,,,,,,,,,,,,0,1.0,Maison,168.0,6.0,S,sols,,,500.0,2.82131,48.868614,1,2019,3750.0
2699370,2019-1127342,2019-01-02,1,Vente,630000.0,70.0,,RUE BOUCLE DES EPILLETS,0039,77700.0,77268,Magny-le-Hongre,77,,,77268000ZC0142,,,,,,,,,,,,,0,1.0,Maison,168.0,6.0,AG,terrains d'agrément,PARC,Parc,327.0,2.82131,48.868614,1,2019,3750.0
2699501,2019-1127379,2019-01-09,1,Vente en l'état futur d'achèvement,311000.0,,,LE BOIS DE PARIS,B004,77700.0,77111,Chessy,77,,,77111000AL0233,,,46,,,,,,,,,,1,2.0,Appartement,66.0,3.0,,,,,,2.772253,48.8594,1,2019,4712.121212121212
2699502,2019-1127379,2019-01-09,1,Vente en l'état futur d'achèvement,311000.0,,,LE BOIS DE PARIS,B004,77700.0,77111,Chessy,77,,,77111000AL0233,,,158,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.772253,48.8594,1,2019,
2699523,2019-1127390,2019-01-17,1,Vente en l'état futur d'achèvement,770400.0,24.0,,AV HERGE,0303,77700.0,77111,Chessy,77,,,77111000AL0222,,,2058,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,12.0,0.0,,,,,,2.774327,48.858926,1,2019,64200.0
2699524,2019-1127390,2019-01-17,1,Vente en l'état futur d'achèvement,770400.0,24.0,,AV HERGE,0303,77700.0,77111,Chessy,77,,,77111000AL0222,,,2056,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,12.0,0.0,,,,,,2.774327,48.858926,1,2019,64200.0
2699525,2019-1127390,2019-01-17,1,Vente en l'état futur d'achèvement,770400.0,24.0,,AV HERGE,0303,77700.0,77111,Chessy,77,,,77111000AL0222,,,3002,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,2880.0,0.0,,,,,,2.774327,48.858926,1,2019,267.5
2699526,2019-1127390,2019-01-17,1,Vente en l'état futur d'achèvement,770400.0,24.0,,AV HERGE,0303,77700.0,77111,Chessy,77,,,77111000AL0222,,,2055,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,12.0,0.0,,,,,,2.774327,48.858926,1,2019,64200.0
2699527,2019-1127390,2019-01-17,1,Vente en l'état futur d'achèvement,770400.0,24.0,,AV HERGE,0303,77700.0,77111,Chessy,77,,,77111000AL0222,,,2057,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,12.0,0.0,,,,,,2.774327,48.858926,1,2019,64200.0
2699539,2019-1127398,2019-01-07,1,Vente en l'état futur d'achèvement,296000.0,,,LE BOIS DE PARIS,B004,77700.0,77111,Chessy,77,,,77111000AL0233,,,135,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.772253,48.8594,1,2019,
2699540,2019-1127398,2019-01-07,1,Vente en l'état futur d'achèvement,296000.0,,,LE BOIS DE PARIS,B004,77700.0,77111,Chessy,77,,,77111000AL0233,,,2,,,,,,,,,,1,2.0,Appartement,60.0,3.0,,,,,,2.772253,48.8594,1,2019,4933.333333333333
2699552,2019-1127404,2019-01-29,1,Vente en l'état futur d'achèvement,410000.0,5.0,,RUE DE MAGELLAN,0139,77700.0,77449,Serris,77,,,774490000A0291,,,188,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.788527,48.853794,1,2019,
2699553,2019-1127404,2019-01-29,1,Vente en l'état futur d'achèvement,410000.0,5.0,,RUE DE MAGELLAN,0139,77700.0,77449,Serris,77,,,774490000A0291,,,7,,,,,,,,,,1,2.0,Appartement,97.0,5.0,,,,,,2.788527,48.853794,1,2019,4226.80412371134
2699554,2019-1127404,2019-01-29,1,Vente en l'état futur d'achèvement,410000.0,5.0,,RUE DE MAGELLAN,0139,77700.0,77449,Serris,77,,,774490000A0291,,,187,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.788527,48.853794,1,2019,
2699642,2019-1127446,2019-01-30,1,Vente,183500.0,5.0,,RUE DE LA CLE DES CHAMPS,0052,77700.0,77268,Magny-le-Hongre,77,,,77268000AB0289,,,167,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.815862,48.867012,1,2019,
2699643,2019-1127446,2019-01-30,1,Vente,183500.0,5.0,,RUE DE LA CLE DES CHAMPS,0052,77700.0,77268,Magny-le-Hongre,77,,,77268000AB0289,,,38,65.27,,,,,,,,,1,2.0,Appartement,65.0,3.0,,,,,,2.815862,48.867012,1,2019,2823.076923076923
2699652,2019-1127453,2019-01-30,1,Vente,180000.0,11.0,,RUE DE COURTALIN,0077,77700.0,77268,Magny-le-Hongre,77,,,77268000AB0280,,,16,88.67,166,,167,,168.0,,,,4,4.0,Local industriel. commercial ou assimilé,90.0,0.0,,,,,,2.808444,48.865952,1,2019,2000.0
2699655,2019-1127456,2019-01-31,1,Vente,170000.0,9001.0,,PARC DE CHESSY,B024,77700.0,77111,Chessy,77,,,77111000AH0152,,,218,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.765459,48.87795,1,2019,
