,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,month,year,m2
2250571,2016-953113,2016-01-11,1,Vente,273000.0,9001.0,,RUE DES FERMES,0200,77700.0,77111,Chessy,77,,,77111000AH0128,,,112,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.76691,48.877187,1,2016,
2250572,2016-953113,2016-01-11,1,Vente,273000.0,9001.0,,RUE DES FERMES,0200,77700.0,77111,Chessy,77,,,77111000AH0128,,,113,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.76691,48.877187,1,2016,
2250642,2016-953151,2016-01-15,1,Vente,145000.0,9.0,,RUE DE L EGLISE,0060,77700.0,77268,Magny-le-Hongre,77,,,772680000B0840,,,60,36.02,,,,,,,,,1,2.0,Appartement,36.0,2.0,,,,,,2.81236,48.865247,1,2016,4027.777777777778
2250660,2016-953160,2016-01-18,1,Vente,114000.0,40.0,B,RUE DES BERGES,0021,77700.0,77018,Bailly-Romainvilliers,77,,,77018000AD0125,,,92,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.815766,48.849664,1,2016,
2250661,2016-953160,2016-01-18,1,Vente,114000.0,52.0,,RUE DES BERGES,0021,77700.0,77018,Bailly-Romainvilliers,77,,,77018000AD0125,,,32,25.6,,,,,,,,,1,2.0,Appartement,28.0,1.0,,,,,,2.815766,48.849664,1,2016,4071.4285714285716
2250720,2016-953199,2016-01-05,1,Vente en l'état futur d'achèvement,250000.0,15.0,P,RUE D AMSTERDAM,0013,77144.0,77307,Montévrain,77,,,77307000ZA0296,,,161,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.766461,48.853356,1,2016,
2250721,2016-953199,2016-01-05,1,Vente en l'état futur d'achèvement,250000.0,15.0,P,RUE D AMSTERDAM,0013,77144.0,77307,Montévrain,77,,,77307000ZA0296,,,160,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.766461,48.853356,1,2016,
2250722,2016-953199,2016-01-05,1,Vente en l'état futur d'achèvement,250000.0,15.0,P,RUE D AMSTERDAM,0013,77144.0,77307,Montévrain,77,,,77307000ZA0296,,,159,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.766461,48.853356,1,2016,
2250728,2016-953203,2016-01-04,1,Vente,176500.0,52.0,,RUE DES BERGES,0021,77700.0,77018,Bailly-Romainvilliers,77,,,77018000AD0125,,,25,56.75,,,,,,,,,1,2.0,Appartement,56.0,3.0,,,,,,2.815766,48.849664,1,2016,3151.785714285714
2250729,2016-953203,2016-01-04,1,Vente,176500.0,40.0,B,RUE DES BERGES,0021,77700.0,77018,Bailly-Romainvilliers,77,,,77018000AD0125,,,69,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.815766,48.849664,1,2016,
2250734,2016-953207,2016-01-18,1,Vente,180000.0,28.0,P,RUE DU MANOIR,0089,77700.0,77268,Magny-le-Hongre,77,,,77268000ZB0273,,,87,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.818006,48.869149,1,2016,
2250735,2016-953207,2016-01-18,1,Vente,180000.0,14.0,,RUE DU MANOIR,0089,77700.0,77268,Magny-le-Hongre,77,,,77268000ZB0273,,,2,,,,,,,,,,1,2.0,Appartement,39.0,3.0,,,,,,2.818006,48.869149,1,2016,4615.384615384615
2250744,2016-953213,2016-01-15,1,Vente,620000.0,10.0,,RUE DU SINOT,0155,77700.0,77268,Magny-le-Hongre,77,,,77268000AK0084,,,,,,,,,,,,,0,1.0,Maison,175.0,5.0,S,sols,,,500.0,2.829051,48.859715,1,2016,3542.8571428571427
2250745,2016-953213,2016-01-15,1,Vente,620000.0,10.0,,RUE DU SINOT,0155,77700.0,77268,Magny-le-Hongre,77,,,77268000AK0084,,,,,,,,,,,,,0,1.0,Maison,175.0,5.0,AG,terrains d'agrément,PARC,Parc,280.0,2.829051,48.859715,1,2016,3542.8571428571427
2250772,2016-953230,2016-01-18,1,Vente,202300.0,31.0,,RUE DU MOULIN A VENT,0105,77700.0,77268,Magny-le-Hongre,77,,,77268000AB0206,,,,,,,,,,,,,0,1.0,Maison,115.0,5.0,S,sols,,,217.0,2.81096,48.866431,1,2016,1759.1304347826087
2250773,2016-953230,2016-01-18,1,Vente,202300.0,1.0,B,RUE DE COURTALIN,0077,77700.0,77268,Magny-le-Hongre,77,,,77268000AB0232,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,,0.0,S,sols,,,12.0,2.80972,48.866607,1,2016,
2250817,2016-953256,2016-01-04,1,Vente,307900.0,8.0,,RUE DE BRUXELLES,0062,77144.0,77307,Montévrain,77,,,77307000ZA0110,,,37,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.764785,48.85566,1,2016,
2250818,2016-953256,2016-01-04,1,Vente,307900.0,6.0,,RUE DE BRUXELLES,0062,77144.0,77307,Montévrain,77,,,77307000ZA0110,,,13,83.52,,,,,,,,,1,2.0,Appartement,83.0,3.0,,,,,,2.764785,48.85566,1,2016,3709.6385542168673
2250820,2016-953258,2016-01-04,1,Vente,334000.0,66.0,,RUE DU PONCELET,0165,77700.0,77449,Serris,77,,,77449000AD0293,,,,,,,,,,,,,0,1.0,Maison,98.0,5.0,S,sols,,,290.0,2.779942,48.846826,1,2016,3408.1632653061224
2250823,2016-953260,2016-01-04,1,Vente,378000.0,8.0,,RUE DES PADERIAUX,0115,77700.0,77268,Magny-le-Hongre,77,,,77268000AC0147,,,,,,,,,,,,,0,1.0,Maison,120.0,6.0,S,sols,,,341.0,2.811655,48.8603,1,2016,3150.0
2250828,2016-953263,2016-01-08,1,Vente,174000.0,9002.0,,RUE DE LA FONTAINE ROUGE,0235,77700.0,77111,Chessy,77,,,77111000AL0076,,,1341,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.773342,48.855841,1,2016,
2250829,2016-953263,2016-01-08,1,Vente,174000.0,2.0,T,RUE DE LA FONTAINE ROUGE,0235,77700.0,77111,Chessy,77,,,77111000AL0076,,,1209,45.78,,,,,,,,,1,2.0,Appartement,46.0,2.0,,,,,,2.773342,48.855841,1,2016,3782.608695652174
2250837,2016-953268,2016-01-08,1,Vente,148000.0,9001.0,,RUE DES FERMES,0200,77700.0,77111,Chessy,77,,,77111000AH0128,,,134,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.76691,48.877187,1,2016,
2250838,2016-953268,2016-01-08,1,Vente,148000.0,28.0,,RUE DES FERMES,0200,77700.0,77111,Chessy,77,,,77111000AH0128,,,62,,8,45.94,,,,,,,2,2.0,Appartement,45.0,2.0,,,,,,2.76691,48.877187,1,2016,3288.8888888888887
2250839,2016-953269,2016-01-07,1,Vente,172500.0,25.0,,RUE DE BRUXELLES,0062,77144.0,77307,Montévrain,77,,,77307000ZA0186,,,32,46.02,,,,,,,,,1,2.0,Appartement,46.0,2.0,,,,,,2.761705,48.854971,1,2016,3750.0
2250840,2016-953269,2016-01-07,1,Vente,172500.0,2325.0,,RUE DE BRUXELLES,0062,77144.0,77307,Montévrain,77,,,77307000ZA0186,,,122,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.761705,48.854971,1,2016,
2250877,2016-953289,2016-01-08,1,Vente,160000.0,20.0,,RUE DES GRANDS PRES,0289,77700.0,77111,Chessy,77,,,77111000AL0139,,,1017,39.45,,,,,,,,,1,2.0,Appartement,80.0,0.0,,,,,,2.775748,48.857991,1,2016,2000.0
2250878,2016-953289,2016-01-08,1,Vente,160000.0,20.0,P,RUE DES GRANDS PRES,0289,77700.0,77111,Chessy,77,,,77111000AL0139,,,1260,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.775748,48.857991,1,2016,
2250932,2016-953319,2016-01-11,1,Vente,172000.0,1.0,B,RUE DE LA HOUE,0087,77700.0,77268,Magny-le-Hongre,77,,,77268000ZB0508,,,551,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.813857,48.871427,1,2016,
2250933,2016-953319,2016-01-11,1,Vente,172000.0,1.0,B,RUE DE LA HOUE,0087,77700.0,77268,Magny-le-Hongre,77,,,77268000ZB0508,,,534,46.5,,,,,,,,,1,2.0,Appartement,46.0,2.0,,,,,,2.813857,48.871427,1,2016,3739.1304347826085
2250951,2016-953331,2016-01-15,1,Vente,137126.0,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,231,19.7,,,,,,,,,1,2.0,Appartement,19.0,1.0,,,,,,2.820674,48.862311,1,2016,7217.1578947368425
2250988,2016-953345,2016-01-05,1,Vente,255000.0,11.0,,CRS DU DANUBE,0057,77700.0,77449,Serris,77,,,77449000AC0105,,,1136,,,,,,,,,,1,2.0,Appartement,81.0,4.0,,,,,,2.775601,48.855965,1,2016,3148.1481481481483
2250989,2016-953345,2016-01-05,1,Vente,255000.0,13.0,,CRS DU DANUBE,0057,77700.0,77449,Serris,77,,,77449000AC0105,,,1286,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.775601,48.855965,1,2016,
2250990,2016-953346,2016-01-15,1,Vente,225000.0,9001.0,P,RUE DE L EPINETTE,0062,77700.0,77268,Magny-le-Hongre,77,,,77268000ZB0330,,,101,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.815647,48.86949,1,2016,
2250991,2016-953346,2016-01-15,1,Vente,225000.0,38.0,,RUE DE L EPINETTE,0062,77700.0,77268,Magny-le-Hongre,77,,,77268000ZB0330,,,32,60.6,,,,,,,,,1,2.0,Appartement,60.0,3.0,,,,,,2.815647,48.86949,1,2016,3750.0
2250993,2016-953348,2016-01-19,1,Vente,488000.0,8.0,,RUE DE L ENGRAIN,0063,77700.0,77268,Magny-le-Hongre,77,,,77268000ZA0251,,,,,,,,,,,,,0,1.0,Maison,130.0,4.0,S,sols,,,629.0,2.811892,48.878801,1,2016,3753.846153846154
2251009,2016-953358,2016-01-08,1,Vente,268315.64,1.0,,RUE DU PRE GIBERT,0561,77700.0,77111,Chessy,77,,,77111000YA0490,,,,,,,,,,,,,0,1.0,Maison,81.0,4.0,S,sols,,,253.0,2.771271,48.880291,1,2016,3312.538765432099
2251034,2016-953372,2016-01-14,1,Vente,237000.0,1.0,P,CRS DU TAGE,0257,77700.0,77449,Serris,77,,,77449000AC0138,,,537,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.78621,48.852987,1,2016,
2251035,2016-953372,2016-01-14,1,Vente,237000.0,9002.0,,CRS DU TAGE,0257,77700.0,77449,Serris,77,,,77449000AC0138,,,803,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.78621,48.852987,1,2016,
2251036,2016-953372,2016-01-14,1,Vente,237000.0,1.0,,CRS DU TAGE,0257,77700.0,77449,Serris,77,,,77449000AC0138,,,201,59.08,658,,,,,,,,2,2.0,Appartement,60.0,3.0,,,,,,2.78621,48.852987,1,2016,3950.0
2251037,2016-953373,2016-01-11,1,Vente,195000.0,36.0,P,AV DES FRENES,0154,77144.0,77307,Montévrain,77,,,773070000C1028,,,405,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.761009,48.871225,1,2016,
2251038,2016-953373,2016-01-11,1,Vente,195000.0,34.0,,AV DES FRENES,0154,77144.0,77307,Montévrain,77,,,773070000C1028,,,293,,48,70.64,529,,,,,,3,2.0,Appartement,70.0,3.0,,,,,,2.761009,48.871225,1,2016,2785.714285714286
2251070,2016-953392,2016-01-18,1,Vente,190000.0,9002.0,,RUE DE LA FONTAINE ROUGE,0235,77700.0,77111,Chessy,77,,,77111000AL0076,,,1337,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.773342,48.855841,1,2016,
2251071,2016-953392,2016-01-18,1,Vente,190000.0,2.0,,RUE DE LA FONTAINE ROUGE,0235,77700.0,77111,Chessy,77,,,77111000AL0076,,,1014,67.18,,,,,,,,,1,2.0,Appartement,68.0,3.0,,,,,,2.773342,48.855841,1,2016,2794.1176470588234
2251072,2016-953392,2016-01-18,1,Vente,190000.0,2.0,,RUE DE LA FONTAINE ROUGE,0235,77700.0,77111,Chessy,77,,,77111000AL0076,,,1501,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.773342,48.855841,1,2016,
2251146,2016-953426,2016-01-19,1,Vente,162980.0,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,1468,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.820674,48.862311,1,2016,
2251147,2016-953426,2016-01-19,1,Vente,162980.0,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,427,23.5,,,,,,,,,1,2.0,Appartement,23.0,1.0,,,,,,2.820674,48.862311,1,2016,7086.086956521739
2251150,2016-953428,2016-01-13,1,Vente,164242.0,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,922,23.6,,,,,,,,,1,2.0,Appartement,23.0,1.0,,,,,,2.820674,48.862311,1,2016,7140.95652173913
2251151,2016-953428,2016-01-13,1,Vente,164242.0,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,1560,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.820674,48.862311,1,2016,
2251154,2016-953430,2016-01-14,1,Vente,162980.0,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,1546,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.820674,48.862311,1,2016,
2251155,2016-953430,2016-01-14,1,Vente,162980.0,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,844,23.5,,,,,,,,,1,2.0,Appartement,23.0,1.0,,,,,,2.820674,48.862311,1,2016,7086.086956521739
2251156,2016-953431,2016-01-12,1,Vente,134025.0,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,605,19.2,,,,,,,,,1,2.0,Appartement,19.0,1.0,,,,,,2.820674,48.862311,1,2016,7053.9473684210525
2251159,2016-953433,2016-01-12,1,Vente,162980.0,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,841,23.5,,,,,,,,,1,2.0,Appartement,23.0,1.0,,,,,,2.820674,48.862311,1,2016,7086.086956521739
2251160,2016-953433,2016-01-12,1,Vente,162980.0,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,1545,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.820674,48.862311,1,2016,
2251165,2016-953436,2016-01-06,1,Vente,3750.0,38.0,P,RUE DE PRAGUE,0417,77144.0,77307,Montévrain,77,,,77307000ZA0193,,,224,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.7636,48.853044,1,2016,
2251201,2016-953452,2016-01-27,1,Vente,138000.0,19.0,,RUE DE L EPINETTE,0062,77700.0,77268,Magny-le-Hongre,77,,,77268000AB0297,,,70,42.33,,,,,,,,,1,2.0,Appartement,43.0,2.0,,,,,,2.81359,48.866809,1,2016,3209.3023255813955
2251202,2016-953452,2016-01-27,1,Vente,138000.0,9001.0,,RUE DE L EPINETTE,0062,77700.0,77268,Magny-le-Hongre,77,,,77268000AB0297,,,167,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.81359,48.866809,1,2016,
2251205,2016-953454,2016-01-25,1,Vente,374486.0,49.0,,RUE DU PETIT CHAMP,0470,77700.0,77111,Chessy,77,,,77111000AH0051,,,,,,,,,,,,,0,1.0,Maison,139.0,5.0,S,sols,,,609.0,2.761177,48.879486,1,2016,2694.143884892086
2251232,2016-953471,2016-01-22,1,Vente,630000.0,8.0,,RUE DES LONGS SILLONS,0084,77700.0,77268,Magny-le-Hongre,77,,,77268000AH0046,,,,,,,,,,,,,0,1.0,Maison,178.0,5.0,AG,terrains d'agrément,PARC,Parc,442.0,2.819048,48.860984,1,2016,3539.325842696629
2251233,2016-953471,2016-01-22,1,Vente,630000.0,8.0,,RUE DES LONGS SILLONS,0084,77700.0,77268,Magny-le-Hongre,77,,,77268000AH0046,,,,,,,,,,,,,0,1.0,Maison,178.0,5.0,S,sols,,,500.0,2.819048,48.860984,1,2016,3539.325842696629
2251240,2016-953476,2016-01-14,1,Vente en l'état futur d'achèvement,275000.0,15.0,P,RUE D AMSTERDAM,0013,77144.0,77307,Montévrain,77,,,77307000ZA0296,,,182,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.766461,48.853356,1,2016,
2251244,2016-953479,2016-01-22,1,Vente,140000.0,13.0,,CRS DU DANUBE,0057,77700.0,77449,Serris,77,,,77449000AC0105,,,1273,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.775601,48.855965,1,2016,
2251245,2016-953479,2016-01-22,1,Vente,140000.0,11.0,,CRS DU DANUBE,0057,77700.0,77449,Serris,77,,,77449000AC0105,,,1139,43.82,,,,,,,,,1,2.0,Appartement,43.0,2.0,,,,,,2.775601,48.855965,1,2016,3255.813953488372
2251250,2016-953482,2016-01-21,1,Vente,128000.0,42.0,,CRS DU DANUBE,0057,77700.0,77449,Serris,77,,,77449000AC0144,,,427,31.39,,,,,,,,,1,2.0,Appartement,31.0,1.0,,,,,,2.78639,48.855954,1,2016,4129.032258064516
2251263,2016-953489,2016-01-26,1,Vente,136632.0,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,843,19.7,,,,,,,,,1,2.0,Appartement,19.0,1.0,,,,,,2.820674,48.862311,1,2016,7191.1578947368425
2251273,2016-953492,2016-01-22,1,Vente,192000.0,9001.0,,RUE EMILE CLOUD,0100,77700.0,77449,Serris,77,,,77449000AD0490,,,68,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.787419,48.849427,1,2016,
2251274,2016-953492,2016-01-22,1,Vente,192000.0,54.0,,RUE EMILE CLOUD,0100,77700.0,77449,Serris,77,,,77449000AD0490,,,32,62.0,,,,,,,,,1,2.0,Appartement,63.0,3.0,,,,,,2.787419,48.849427,1,2016,3047.6190476190477
2251280,2016-953496,2016-01-26,1,Vente,165565.0,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,1492,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.820674,48.862311,1,2016,
2251281,2016-953496,2016-01-26,1,Vente,165565.0,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,503,23.7,,,,,,,,,1,2.0,Appartement,23.0,1.0,,,,,,2.820674,48.862311,1,2016,7198.478260869565
2251288,2016-953500,2016-01-29,1,Vente,,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,840,19.5,,,,,,,,,1,2.0,Appartement,19.0,1.0,,,,,,2.820674,48.862311,1,2016,
2251289,2016-953501,2016-01-28,1,Vente,10000.0,5.0,,RUE DE L EGLISE,0060,77700.0,77268,Magny-le-Hongre,77,,,772680000B0840,,,80,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.81236,48.865247,1,2016,
2251297,2016-953507,2016-01-26,1,Vente,,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,905,19.1,,,,,,,,,1,2.0,Appartement,19.0,1.0,,,,,,2.820674,48.862311,1,2016,
2251298,2016-953508,2016-01-21,1,Vente,134025.0,9001.0,,RUE DE LA BOISERIE,0037,77700.0,77268,Magny-le-Hongre,77,,,77268000AI0089,,,902,19.2,,,,,,,,,1,2.0,Appartement,19.0,1.0,,,,,,2.820674,48.862311,1,2016,7053.9473684210525
2251306,2016-953512,2016-01-20,1,Vente,182000.0,9001.0,,RUE DE LA GALMY,0246,77700.0,77111,Chessy,77,,,77111000AL0064,,,1325,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.772307,48.856432,1,2016,
2251307,2016-953512,2016-01-20,1,Vente,182000.0,3.0,,RUE DE LA FONTAINE ROUGE,0235,77700.0,77111,Chessy,77,,,77111000AL0064,,,1140,55.72,,,,,,,,,1,2.0,Appartement,54.0,3.0,,,,,,2.772307,48.856432,1,2016,3370.3703703703704
2251354,2016-953527,2016-01-11,1,Vente en l'état futur d'achèvement,213700.0,32.0,,AV DE LA SOCIETE DES NATIONS,0483,77144.0,77307,Montévrain,77,,,77307000ZA0303,,,2047,,,,,,,,,,1,2.0,Appartement,59.0,3.0,,,,,,2.760877,48.857906,1,2016,3622.0338983050847
2251355,2016-953527,2016-01-11,1,Vente en l'état futur d'achèvement,213700.0,32.0,,AV DE LA SOCIETE DES NATIONS,0483,77144.0,77307,Montévrain,77,,,77307000ZA0303,,,2064,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.760877,48.857906,1,2016,
2251417,2016-953559,2016-01-28,1,Vente en l'état futur d'achèvement,335000.0,15.0,P,RUE D AMSTERDAM,0013,77144.0,77307,Montévrain,77,,,77307000ZA0296,,,198,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.766461,48.853356,1,2016,
2251418,2016-953559,2016-01-28,1,Vente en l'état futur d'achèvement,335000.0,15.0,,RUE D AMSTERDAM,0013,77144.0,77307,Montévrain,77,,,77307000ZA0296,,,68,85.0,,,,,,,,,1,2.0,Appartement,84.0,4.0,,,,,,2.766461,48.853356,1,2016,3988.095238095238
2251419,2016-953560,2016-01-15,1,Vente,324000.0,4.0,,RUE DE LA GATINE,0091,77700.0,77018,Bailly-Romainvilliers,77,,,77018000AO0217,,,,,,,,,,,,,0,1.0,Maison,98.0,4.0,S,sols,,,450.0,2.832307,48.858744,1,2016,3306.122448979592
2251428,2016-953562,2016-01-19,1,Vente,135000.0,2.0,T,RUE DE LA FONTAINE ROUGE,0235,77700.0,77111,Chessy,77,,,77111000AL0076,,,1220,33.83,,,,,,,,,1,2.0,Appartement,33.0,1.0,,,,,,2.773342,48.855841,1,2016,4090.909090909091
2251429,2016-953562,2016-01-19,1,Vente,135000.0,9002.0,,RUE DE LA FONTAINE ROUGE,0235,77700.0,77111,Chessy,77,,,77111000AL0076,,,1310,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.773342,48.855841,1,2016,
2251437,2016-953567,2016-01-26,1,Vente,276000.0,9001.0,,RUE DE PRAGUE,0417,77144.0,77307,Montévrain,77,,,77307000ZA0188,,,52,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.763609,48.8543,1,2016,
2251438,2016-953567,2016-01-26,1,Vente,276000.0,9001.0,,RUE DE PRAGUE,0417,77144.0,77307,Montévrain,77,,,77307000ZA0188,,,65,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.763609,48.8543,1,2016,
2251439,2016-953567,2016-01-26,1,Vente,276000.0,50.0,,AV DE LA SOCIETE DES NATIONS,0483,77144.0,77307,Montévrain,77,,,77307000ZA0188,,,133,85.8,,,,,,,,,1,2.0,Appartement,85.0,4.0,,,,,,2.763609,48.8543,1,2016,3247.0588235294117
2251449,2016-953573,2016-01-28,1,Vente,210000.0,38.0,,RUE DES MARNONS,0127,77700.0,77018,Bailly-Romainvilliers,77,,,77018000AD0357,,,8,60.28,,,,,,,,,1,2.0,Appartement,61.0,3.0,,,,,,2.817439,48.848325,1,2016,3442.622950819672
2251450,2016-953573,2016-01-28,1,Vente,210000.0,38.0,,RUE DES MARNONS,0127,77700.0,77018,Bailly-Romainvilliers,77,,,77018000AD0357,,,17,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.817439,48.848325,1,2016,
