,id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_nom_voie,code_commune,nom_commune,nombre_lots,type_local,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,month,year,m2
881565,2020-775528,2020-01-22,Vente,190000.0,COUR DE LA FORGE,77449,Serris,1.0,Appartement,57.0,3.0,2.789096,48.843444,1,2020,3333.3333333333335
881568,2020-775531,2020-01-17,Vente,199900.0,RUE DES MURONS,77018,Bailly-Romainvilliers,1.0,Appartement,46.0,2.0,2.827091,48.853814,1,2020,4345.652173913043
881708,2020-775620,2020-01-21,Vente,198000.0,AV FRANCOIS MITTERRAND,77307,Montévrain,1.0,Appartement,72.0,3.0,2.759493,48.866719,1,2020,2750.0
881825,2020-775711,2020-01-20,Vente,381000.0,RUE DE MAGELLAN,77449,Serris,1.0,Appartement,81.0,4.0,2.787538,48.853941,1,2020,4703.7037037037035
881831,2020-775714,2020-01-21,Vente,102225.0,CRS DU DANUBE,77449,Serris,1.0,Appartement,31.0,2.0,2.78639,48.855954,1,2020,3297.5806451612902
881850,2020-775733,2020-01-20,Vente,106500.0,RUE D AMSTERDAM,77307,Montévrain,1.0,Appartement,22.0,1.0,2.76756,48.853979,1,2020,4840.909090909091
881916,2020-775795,2020-01-30,Vente,190000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1.0,Appartement,42.0,2.0,2.815647,48.86949,1,2020,4523.809523809524
881937,2020-775811,2020-01-22,Vente,200000.0,SQ PAUL GAUGUIN,77268,Magny-le-Hongre,1.0,Appartement,47.0,2.0,2.812375,48.862491,1,2020,4255.31914893617
881955,2020-775828,2020-01-16,Vente,288500.0,RUE DU BOIS DE PARIS,77111,Chessy,1.0,Appartement,64.0,3.0,2.775748,48.857991,1,2020,4507.8125
881982,2020-775851,2020-01-31,Vente,307000.0,AV DES FRENES,77307,Montévrain,2.0,Appartement,81.0,4.0,2.761009,48.871225,1,2020,3790.1234567901233
881992,2020-775858,2020-01-22,Vente,272450.0,ALL DE ZURICH,77307,Montévrain,1.0,Appartement,65.0,3.0,2.764325,48.856141,1,2020,4191.538461538462
882019,2020-775881,2020-01-28,Vente,289000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1.0,Appartement,63.0,3.0,2.814847,48.869084,1,2020,4587.3015873015875
882040,2020-775892,2020-01-30,Vente,327500.0,RUE DE BRUXELLES,77307,Montévrain,1.0,Appartement,92.0,5.0,2.76312,48.854849,1,2020,3559.782608695652
882046,2020-775897,2020-01-30,Vente,229000.0,COUR DE LA FORGE,77449,Serris,1.0,Appartement,65.0,3.0,2.789096,48.843444,1,2020,3523.076923076923
882049,2020-775899,2020-01-30,Vente,314990.0,RUE DE PRAGUE,77307,Montévrain,1.0,Appartement,79.0,4.0,2.762352,48.854315,1,2020,3987.215189873418
882059,2020-775907,2020-01-31,Vente,235000.0,CRS DU DANUBE,77449,Serris,1.0,Appartement,43.0,2.0,2.775601,48.855965,1,2020,5465.116279069767
882061,2020-775908,2020-01-28,Vente,310000.0,RUE DU MOULIN A VENT,77268,Magny-le-Hongre,1.0,Appartement,94.0,4.0,2.812264,48.866276,1,2020,3297.872340425532
882151,2020-775991,2020-01-21,Vente,100225.0,CRS DU DANUBE,77449,Serris,1.0,Appartement,31.0,2.0,2.78639,48.855954,1,2020,3233.064516129032
882201,2020-776034,2020-02-03,Vente,319000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1.0,Appartement,83.0,5.0,2.813857,48.871427,2,2020,3843.373493975904
882204,2020-776038,2020-02-03,Vente,102600.0,CRS DU DANUBE,77449,Serris,1.0,Appartement,31.0,2.0,2.78639,48.855954,2,2020,3309.6774193548385
882287,2020-776108,2020-02-05,Vente,164000.0,AV DES FRENES,77307,Montévrain,1.0,Appartement,36.0,2.0,2.759956,48.871348,2,2020,4555.555555555556
882305,2020-776122,2020-02-04,Vente,200000.0,RUE DE LA CLE DES CHAMPS,77268,Magny-le-Hongre,1.0,Appartement,81.0,4.0,2.815862,48.867012,2,2020,2469.135802469136
882348,2020-776158,2020-02-07,Vente,94500.0,RUE D AMSTERDAM,77307,Montévrain,1.0,Appartement,22.0,1.0,2.76756,48.853979,2,2020,4295.454545454545
882410,2020-776209,2020-01-28,Vente,193000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1.0,Appartement,39.0,2.0,2.814431,48.865729,1,2020,4948.717948717948
882435,2020-776228,2020-02-12,Vente,170000.0,AV DES FRENES,77307,Montévrain,1.0,Appartement,36.0,2.0,2.759956,48.871348,2,2020,4722.222222222223
882440,2020-776232,2020-01-23,Vente,199000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1.0,Appartement,50.0,3.0,2.817517,48.850143,1,2020,3980.0
882464,2020-776249,2020-01-29,Vente,155000.0,RUE DE PRAGUE,77307,Montévrain,2.0,Appartement,36.0,1.0,2.7636,48.853044,1,2020,4305.555555555556
882465,2020-776250,2020-02-04,Vente,330000.0,RUE DES SCANDINAVES,77449,Serris,1.0,Appartement,65.0,3.0,2.787572,48.858413,2,2020,5076.923076923077
882477,2020-776257,2020-01-24,Vente,246500.0,RUE EMILE CLOUD,77449,Serris,1.0,Appartement,56.0,3.0,2.787419,48.849427,1,2020,4401.785714285715
882481,2020-776260,2020-02-12,Vente,317000.0,CRS DE LA GARONNE,77449,Serris,1.0,Appartement,69.0,3.0,2.786107,48.855312,2,2020,4594.202898550725
882528,2020-776289,2020-02-14,Vente,320000.0,AV THIBAUD DE CHAMPAGNE,77111,Chessy,1.0,Appartement,75.0,4.0,2.765983,48.878966,2,2020,4266.666666666667
882537,2020-776295,2020-02-05,Vente,321760.0,CRS DE LA GARONNE,77449,Serris,2.0,Appartement,67.0,3.0,2.786107,48.855312,2,2020,4802.388059701492
882542,2020-776297,2020-02-14,Vente,204000.0,AV DES FRENES,77307,Montévrain,2.0,Appartement,46.0,2.0,2.761009,48.871225,2,2020,4434.782608695652
882567,2020-776322,2020-02-17,Vente,230000.0,RUE DU CLOS GIRARD,77111,Chessy,1.0,Appartement,62.0,3.0,2.772804,48.879199,2,2020,3709.6774193548385
882591,2020-776345,2020-02-14,Vente,208000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1.0,Appartement,57.0,3.0,2.817996,48.850447,2,2020,3649.122807017544
882603,2020-776353,2020-02-06,Vente,99000.0,RUE D AMSTERDAM,77307,Montévrain,1.0,Appartement,22.0,1.0,2.76756,48.853979,2,2020,4500.0
882663,2020-776397,2020-02-12,Vente,232000.0,ALL DE DUBLIN,77307,Montévrain,1.0,Appartement,56.0,3.0,2.766132,48.854328,2,2020,4142.857142857143
882698,2020-776424,2020-02-05,Vente,259100.0,RUE DE PRAGUE,77307,Montévrain,1.0,Appartement,65.0,3.0,2.762352,48.854315,2,2020,3986.153846153846
882705,2020-776430,2020-02-17,Vente,179900.0,AV FRANCOIS MITTERRAND,77307,Montévrain,1.0,Appartement,46.0,2.0,2.759493,48.866719,2,2020,3910.8695652173915
882776,2020-776470,2020-02-21,Vente,87000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1.0,Appartement,22.0,1.0,2.76756,48.853979,2,2020,3954.5454545454545
882836,2020-776508,2020-02-05,Vente,104908.31,CHE DES VERGERS,77111,Chessy,1.0,Appartement,66.0,3.0,2.765459,48.87795,2,2020,1589.5198484848484
882867,2020-776525,2020-01-31,Vente,115000.0,RUE DE L EGLISE,77268,Magny-le-Hongre,1.0,Appartement,25.0,1.0,2.81236,48.865247,1,2020,4600.0
882899,2020-776553,2020-02-18,Vente,238000.0,AV DES FRENES,77307,Montévrain,1.0,Appartement,63.0,3.0,2.759956,48.871348,2,2020,3777.777777777778
882905,2020-776557,2020-02-13,Vente,234000.0,RUE DE LA FONTAINE ROUGE,77111,Chessy,1.0,Appartement,40.0,2.0,2.773342,48.855841,2,2020,5850.0
882950,2020-776585,2020-02-27,Vente,235000.0,RUE DE MAGNY,77018,Bailly-Romainvilliers,2.0,Appartement,55.0,3.0,2.820078,48.849716,2,2020,4272.727272727273
882986,2020-776612,2020-02-06,Vente,174000.0,AV DES FRENES,77307,Montévrain,2.0,Appartement,39.0,2.0,2.761009,48.871225,2,2020,4461.538461538462
882990,2020-776613,2020-02-17,Vente,255000.0,ESP DES GUINANDIERS,77018,Bailly-Romainvilliers,1.0,Appartement,70.0,4.0,2.815999,48.849182,2,2020,3642.8571428571427
883075,2020-776668,2020-02-27,Vente,104000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1.0,Appartement,22.0,1.0,2.76756,48.853979,2,2020,4727.272727272727
883111,2020-776697,2020-02-24,Vente,250000.0,ALL DES MARGUERITES,77449,Serris,1.0,Appartement,65.0,3.0,2.792258,48.84295,2,2020,3846.153846153846
883114,2020-776698,2020-02-21,Vente,219000.0,RUE BOUCLE DES HESPERIDES,77268,Magny-le-Hongre,1.0,Appartement,42.0,2.0,2.812642,48.871563,2,2020,5214.285714285715
883283,2020-776766,2020-02-24,Vente,205000.0,ESP DES GUINANDIERS,77018,Bailly-Romainvilliers,1.0,Appartement,51.0,3.0,2.815374,48.848782,2,2020,4019.607843137255
883290,2020-776772,2020-02-24,Vente,212000.0,RUE DE PRAGUE,77307,Montévrain,2.0,Appartement,52.0,2.0,2.7636,48.853044,2,2020,4076.923076923077
883322,2020-776798,2020-02-26,Vente,210000.0,RUE DU CLOS GIRARD,77111,Chessy,1.0,Appartement,42.0,2.0,2.772804,48.879199,2,2020,5000.0
883369,2020-776836,2020-02-25,Vente,172000.0,ALL DE ZURICH,77307,Montévrain,1.0,Appartement,36.0,1.0,2.764325,48.856141,2,2020,4777.777777777777
883379,2020-776843,2020-02-10,Vente,150000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1.0,Appartement,36.0,2.0,2.815766,48.849664,2,2020,4166.666666666667
883384,2020-776847,2020-02-17,Vente,349000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1.0,Appartement,79.0,4.0,2.813857,48.871427,2,2020,4417.721518987341
883440,2020-776886,2020-02-27,Vente,97000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1.0,Appartement,22.0,1.0,2.76756,48.853979,2,2020,4409.090909090909
883493,2020-776933,2020-03-06,Vente,185000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1.0,Appartement,42.0,2.0,2.812858,48.870326,3,2020,4404.761904761905
883507,2020-776943,2020-02-24,Vente,204000.0,RUE DE VIENNE,77307,Montévrain,1.0,Appartement,39.0,2.0,2.760611,48.856017,2,2020,5230.7692307692305
883525,2020-776962,2020-02-28,Vente,203000.0,RUE DE PRAGUE,77307,Montévrain,2.0,Appartement,54.0,2.0,2.7636,48.853044,2,2020,3759.259259259259
883534,2020-776971,2020-02-20,Vente,250000.0,RUE DE BRUXELLES,77307,Montévrain,1.0,Appartement,64.0,3.0,2.762698,48.855472,2,2020,3906.25
883550,2020-776982,2020-02-24,Vente,180000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1.0,Appartement,31.0,2.0,2.76756,48.853979,2,2020,5806.451612903225
883563,2020-776994,2020-02-20,Vente,95000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1.0,Appartement,27.0,1.0,2.76756,48.853979,2,2020,3518.5185185185187
883612,2020-777038,2020-02-18,Vente,257800.0,RUE DU CLOS GIRARD,77111,Chessy,1.0,Appartement,65.0,3.0,2.772804,48.879199,2,2020,3966.153846153846
883677,2020-777090,2020-02-19,Vente,203000.0,RUE DE MAGNY,77018,Bailly-Romainvilliers,2.0,Appartement,55.0,3.0,2.820078,48.849716,2,2020,3690.909090909091
883704,2020-777116,2020-02-27,Vente,172500.0,ESP DES GUINANDIERS,77018,Bailly-Romainvilliers,1.0,Appartement,53.0,3.0,2.815999,48.849182,2,2020,3254.7169811320755
883721,2020-777129,2020-02-27,Vente,342000.0,RUE DE STOCKHOLM,77307,Montévrain,1.0,Appartement,81.0,4.0,2.763196,48.858521,2,2020,4222.222222222223
883733,2020-777135,2020-03-05,Vente,230000.0,RUE DES MARNONS,77018,Bailly-Romainvilliers,1.0,Appartement,69.0,3.0,2.817439,48.848325,3,2020,3333.3333333333335
883748,2020-777145,2020-02-10,Vente,212000.0,ESP DES GUINANDIERS,77018,Bailly-Romainvilliers,1.0,Appartement,59.0,3.0,2.815999,48.849182,2,2020,3593.2203389830506
883756,2020-777154,2020-02-27,Vente,280000.0,RUE JULIEN LE PAHUN,77307,Montévrain,1.0,Appartement,64.0,4.0,2.7621,48.866946,2,2020,4375.0
883763,2020-777159,2020-02-28,Vente,194000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1.0,Appartement,55.0,3.0,2.815766,48.849664,2,2020,3527.2727272727275
883767,2020-777162,2020-03-11,Vente,217000.0,ALL DE DUBLIN,77307,Montévrain,1.0,Appartement,45.0,2.0,2.764576,48.853552,3,2020,4822.222222222223
883772,2020-777166,2020-03-12,Vente,235000.0,RUE DE LA HOUE,77268,Magny-le-Hongre,1.0,Appartement,56.0,3.0,2.813762,48.870283,3,2020,4196.428571428572
883777,2020-777170,2020-03-09,Vente,329000.0,RUE DE LA GALMY,77111,Chessy,1.0,Appartement,67.0,3.0,2.772307,48.856432,3,2020,4910.44776119403
883787,2020-777176,2020-02-27,Vente,255000.0,AV FRANCOIS MITTERRAND,77307,Montévrain,1.0,Appartement,62.0,3.0,2.7621,48.866946,2,2020,4112.903225806452
883854,2020-777230,2020-03-04,Vente,330000.0,GR GRANDE RUE,77268,Magny-le-Hongre,3.0,Appartement,80.0,5.0,2.815097,48.865945,3,2020,4125.0
883860,2020-777233,2020-03-02,Vente,230000.0,AV DES FRENES,77307,Montévrain,1.0,Appartement,60.0,3.0,2.759956,48.871348,3,2020,3833.3333333333335
883893,2020-777254,2020-03-09,Vente,329150.0,RUE DE MAGELLAN,77449,Serris,1.0,Appartement,70.0,3.0,2.787538,48.853941,3,2020,4702.142857142857
883907,2020-777263,2020-02-28,Vente,170000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1.0,Appartement,38.0,2.0,2.812047,48.870759,2,2020,4473.684210526316
883926,2020-777277,2020-02-25,Vente,172000.0,RUE DU MOULIN A VENT,77268,Magny-le-Hongre,1.0,Appartement,40.0,2.0,2.813132,48.866175,2,2020,4300.0
883935,2020-777286,2020-02-21,Vente,255000.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1.0,Appartement,66.0,3.0,2.763609,48.8543,2,2020,3863.6363636363635
884060,2020-777353,2020-03-16,Vente,181400.0,AV DES FRENES,77307,Montévrain,2.0,Appartement,39.0,2.0,2.761009,48.871225,3,2020,4651.282051282052
884075,2020-777363,2020-03-05,Vente,155500.0,RUE DES FERMES,77268,Magny-le-Hongre,1.0,Appartement,28.0,1.0,2.813347,48.866869,3,2020,5553.571428571428
884143,2020-777413,2020-03-13,Vente,196250.0,CHE DES VERGERS,77111,Chessy,2.0,Appartement,40.0,2.0,2.765859,48.876907,3,2020,4906.25
884147,2020-777415,2020-03-11,Vente,265000.0,CRS DE L ELBE,77449,Serris,1.0,Appartement,78.0,3.0,2.784357,48.856868,3,2020,3397.4358974358975
884153,2020-777418,2020-03-03,Vente,164500.0,CRS DU DANUBE,77449,Serris,1.0,Appartement,32.0,2.0,2.78639,48.855954,3,2020,5140.625
884246,2020-777487,2020-03-26,Vente,295600.0,CRS DU TAGE,77449,Serris,1.0,Appartement,68.0,3.0,2.787668,48.853321,3,2020,4347.058823529412
884250,2020-777492,2020-03-06,Vente,199000.0,RUE DE PRAGUE,77307,Montévrain,1.0,Appartement,42.0,2.0,2.762352,48.854315,3,2020,4738.0952380952385
884276,2020-777512,2020-03-11,Vente,293050.0,RUE DES ECURIES,77268,Magny-le-Hongre,1.0,Appartement,72.0,4.0,2.81913,48.870253,3,2020,4070.1388888888887
884298,2020-777531,2020-03-20,Vente,399000.0,RUE D ARIANE,77111,Chessy,1.0,Appartement,90.0,3.0,2.773287,48.856705,3,2020,4433.333333333333
884335,2020-777553,2020-03-12,Vente,252000.0,RUE DES GRANDS PRES,77111,Chessy,2.0,Appartement,46.0,2.0,2.774476,48.857538,3,2020,5478.260869565217
884346,2020-777560,2020-03-30,Vente,230000.0,RUE DE PRAGUE,77307,Montévrain,1.0,Appartement,65.0,3.0,2.764576,48.853552,3,2020,3538.4615384615386
884353,2020-777564,2020-03-13,Vente,194000.0,ALL DES BELLES AULNES,77449,Serris,1.0,Appartement,44.0,2.0,2.783123,48.849555,3,2020,4409.090909090909
884383,2020-777587,2020-03-23,Vente,141000.0,ALL DE DUBLIN,77307,Montévrain,1.0,Appartement,25.0,2.0,2.766132,48.854328,3,2020,5640.0
884396,2020-777599,2020-03-13,Vente,124007.0,RUE DE LA BOISERIE,77268,Magny-le-Hongre,1.0,Appartement,19.0,1.0,2.820674,48.862311,3,2020,6526.684210526316
884405,2020-777611,2020-03-16,Vente,122000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1.0,Appartement,27.0,1.0,2.76756,48.853979,3,2020,4518.518518518518
884459,2020-777641,2020-04-08,Vente,221000.0,AV DES FRENES,77307,Montévrain,1.0,Appartement,61.0,3.0,2.759956,48.871348,4,2020,3622.9508196721313
884484,2020-777657,2020-03-17,Vente,164000.0,RUE DU MOULIN A VENT,77268,Magny-le-Hongre,1.0,Appartement,36.0,2.0,2.809717,48.867114,3,2020,4555.555555555556
884488,2020-777659,2020-03-27,Vente,213000.0,ESP DES GUINANDIERS,77018,Bailly-Romainvilliers,1.0,Appartement,59.0,3.0,2.815999,48.849182,3,2020,3610.169491525424
884512,2020-777669,2020-04-03,Vente,209000.0,RUE DE PRAGUE,77307,Montévrain,1.0,Appartement,53.0,2.0,2.7636,48.853044,4,2020,3943.396226415094
884517,2020-777671,2020-03-31,Vente,212000.0,AV DES FRENES,77307,Montévrain,1.0,Appartement,56.0,3.0,2.759956,48.871348,3,2020,3785.714285714286
884589,2020-777703,2020-04-15,Vente,173000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1.0,Appartement,31.0,2.0,2.812858,48.870326,4,2020,5580.645161290323
884591,2020-777705,2020-04-15,Vente,243750.0,RUE DU MOULIN A VENT,77268,Magny-le-Hongre,1.0,Appartement,56.0,3.0,2.813132,48.866175,4,2020,4352.678571428572
884597,2020-777708,2020-03-05,Vente,270400.0,RUE DE LA FONTAINE ROUGE,77111,Chessy,1.0,Appartement,61.0,3.0,2.773342,48.855841,3,2020,4432.786885245901
884741,2020-777813,2020-04-30,Vente,215000.0,AV DES FRENES,77307.0,Montévrain,1.0,Appartement,65.0,3.0,2.759956,48.871348,4,2020,3307.6923076923076
884751,2020-777824,2020-04-28,Vente,251000.0,RUE DES CAMPANULES,77268.0,Magny-le-Hongre,1.0,Appartement,61.0,3.0,2.814437,48.86529,4,2020,4114.754098360656
884755,2020-777828,2020-05-05,Vente,165000.0,RUE DE BRUXELLES,77307.0,Montévrain,1.0,Appartement,45.0,2.0,2.76312,48.854849,5,2020,3666.6666666666665
884774,2020-777834,2020-04-03,Vente,277700.0,RUE DE PRAGUE,77307.0,Montévrain,1.0,Appartement,67.0,3.0,2.7628,48.853901,4,2020,4144.776119402985
884817,2020-777868,2020-04-20,Vente,168500.0,COUR DE LA FORGE,77449.0,Serris,1.0,Appartement,37.0,2.0,2.789096,48.843444,4,2020,4554.054054054054
884847,2020-777886,2020-05-05,Vente,239000.0,ALL DE VARSOVIE,77307.0,Montévrain,1.0,Appartement,56.0,2.0,2.765754,48.855891,5,2020,4267.857142857143
884848,2020-777887,2020-05-12,Vente,115000.0,RUE D AMSTERDAM,77307.0,Montévrain,1.0,Appartement,22.0,1.0,2.76756,48.853979,5,2020,5227.272727272727
884903,2020-777935,2020-05-13,Vente,200000.0,ESP DES GUINANDIERS,77018.0,Bailly-Romainvilliers,1.0,Appartement,53.0,3.0,2.815999,48.849182,5,2020,3773.5849056603774
884945,2020-777960,2020-05-13,Vente,175000.0,CRS DU DANUBE,77449.0,Serris,1.0,Appartement,43.0,2.0,2.78639,48.855954,5,2020,4069.767441860465
884955,2020-777967,2020-05-12,Vente,194000.0,AV DES FRENES,77307.0,Montévrain,1.0,Appartement,45.0,2.0,2.759956,48.871348,5,2020,4311.111111111111
884968,2020-777977,2020-05-06,Vente,211000.0,ALL DE ZURICH,77307.0,Montévrain,1.0,Appartement,45.0,2.0,2.764325,48.856141,5,2020,4688.888888888889
885022,2020-778015,2020-04-17,Vente,175000.0,CHE DES VERGERS,77111.0,Chessy,1.0,Appartement,56.0,3.0,2.765459,48.87795,4,2020,3125.0
885037,2020-778029,2020-05-07,Vente,260000.0,CRS DU DANUBE,77449.0,Serris,1.0,Appartement,61.0,3.0,2.775601,48.855965,5,2020,4262.295081967213
885049,2020-778035,2020-05-20,Vente,180000.0,PL D AMILLY,77449.0,Serris,1.0,Appartement,39.0,2.0,2.787103,48.843547,5,2020,4615.384615384615
885060,2020-778042,2020-05-12,Vente,238000.0,AV DES FRENES,77307.0,Montévrain,1.0,Appartement,62.0,3.0,2.759956,48.871348,5,2020,3838.7096774193546
885122,2020-778084,2020-05-15,Vente,241300.0,RUE DES MURONS,77018.0,Bailly-Romainvilliers,1.0,Appartement,59.0,3.0,2.828706,48.853996,5,2020,4089.830508474576
885141,2020-778100,2020-05-15,Vente,252000.0,AV DES FRENES,77307.0,Montévrain,1.0,Appartement,65.0,3.0,2.759956,48.871348,5,2020,3876.923076923077
885169,2020-778123,2020-05-13,Vente,197000.0,SEN MEREVILLE,77111.0,Chessy,1.0,Appartement,38.0,2.0,2.768978,48.878094,5,2020,5184.210526315789
885181,2020-778140,2020-05-19,Vente,194470.0,PAS DES ECOLES,77111.0,Chessy,1.0,Appartement,44.0,2.0,2.769692,48.878821,5,2020,4419.772727272727
885220,2020-778162,2020-05-26,Vente,406950.0,CRS DU TAGE,77449.0,Serris,1.0,Appartement,89.0,4.0,2.786913,48.854067,5,2020,4572.471910112359
885250,2020-778184,2020-05-20,Vente,325000.0,RUE DE LA FONTAINE ROUGE,77111.0,Chessy,1.0,Appartement,73.0,4.0,2.772307,48.856432,5,2020,4452.054794520548
885359,2020-778261,2020-05-20,Vente,328000.0,RUE DES SCANDINAVES,77449.0,Serris,2.0,Appartement,65.0,3.0,2.787572,48.858413,5,2020,5046.153846153846
885422,2020-778305,2020-05-27,Vente,219000.0,RUE DE BRUXELLES,77307.0,Montévrain,1.0,Appartement,46.0,2.0,2.761705,48.854971,5,2020,4760.869565217391
885464,2020-778334,2020-05-27,Vente,148000.0,AV DES FRENES,77307.0,Montévrain,1.0,Appartement,35.0,2.0,2.759956,48.871348,5,2020,4228.571428571428
885532,2020-778380,2020-05-29,Vente,265800.0,RUE DE LA FONTAINE ROUGE,77111.0,Chessy,1.0,Appartement,61.0,3.0,2.773342,48.855841,5,2020,4357.377049180328
885544,2020-778390,2020-05-28,Vente,110000.0,RUE D AMSTERDAM,77307.0,Montévrain,1.0,Appartement,22.0,1.0,2.76756,48.853979,5,2020,5000.0
885546,2020-778392,2020-05-12,Vente,232000.0,AV DES FRENES,77307.0,Montévrain,1.0,Appartement,63.0,3.0,2.759956,48.871348,5,2020,3682.5396825396824
885576,2020-778414,2020-05-29,Vente,269900.0,SEN DU BOIS COQUARD,77111.0,Chessy,1.0,Appartement,59.0,3.0,2.773509,48.878871,5,2020,4574.576271186441
885585,2020-778424,2020-06-02,Vente,145500.0,AV DE LA SOCIETE DES NATIONS,77307.0,Montévrain,1.0,Appartement,36.0,2.0,2.758432,48.866784,6,2020,4041.6666666666665
885601,2020-778431,2020-06-02,Vente,145000.0,RUE DE PRAGUE,77307.0,Montévrain,1.0,Appartement,35.0,1.0,2.7636,48.853044,6,2020,4142.857142857143
885715,2020-778528,2020-05-28,Vente,92500.0,RUE D AMSTERDAM,77307.0,Montévrain,1.0,Appartement,22.0,1.0,2.76756,48.853979,5,2020,4204.545454545455
885721,2020-778532,2020-06-04,Vente,209040.0,PL D AMILLY,77449.0,Serris,1.0,Appartement,57.0,3.0,2.787103,48.843547,6,2020,3667.3684210526317
885784,2020-778580,2020-05-15,Vente,204850.0,AV DES FRENES,77307.0,Montévrain,1.0,Appartement,45.0,2.0,2.759956,48.871348,5,2020,4552.222222222223
885830,2020-778608,2020-05-13,Vente,212000.0,RUE DE PRAGUE,77307.0,Montévrain,1.0,Appartement,42.0,2.0,2.7628,48.853901,5,2020,5047.619047619048
885851,2020-778621,2020-06-05,Vente,182000.0,RUE DES FERMES,77111.0,Chessy,2.0,Appartement,36.0,2.0,2.76691,48.877187,6,2020,5055.555555555556
885860,2020-778626,2020-06-08,Vente,232000.0,RUE DES GRANDS PRES,77111.0,Chessy,1.0,Appartement,49.0,2.0,2.775748,48.857991,6,2020,4734.693877551021
