,id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_nom_voie,code_commune,nom_commune,nombre_lots,type_local,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,month,year,m2
885905,2020-778657,2020-06-08,Vente,112000.0,RUE D AMSTERDAM,77307.0,Montévrain,1.0,Appartement,22.0,1.0,2.76756,48.853979,6,2020,5090.909090909091
885925,2020-778672,2020-06-03,Vente,121600.0,CRS DU DANUBE,77449.0,Serris,1.0,Appartement,27.0,2.0,2.78639,48.855954,6,2020,4503.7037037037035
885930,2020-778674,2020-05-26,Vente,335000.0,RUE DES GRANDS PRES,77111.0,Chessy,1.0,Appartement,63.0,3.0,2.775748,48.857991,5,2020,5317.460317460317
885937,2020-778677,2020-06-02,Vente,256695.0,RUE DE L EPINETTE,77268.0,Magny-le-Hongre,1.0,Appartement,63.0,3.0,2.81359,48.866809,6,2020,4074.5238095238096
886045,2020-778748,2020-06-09,Vente,250000.0,RUE D ARIANE,77111.0,Chessy,1.0,Appartement,43.0,2.0,2.772307,48.856432,6,2020,5813.953488372093
886075,2020-778768,2020-06-05,Vente,180500.0,CRS DU DANUBE,77449.0,Serris,1.0,Appartement,43.0,2.0,2.78639,48.855954,6,2020,4197.674418604651
886078,2020-778774,2020-05-29,Vente,130000.0,RUE DE VIENNE,77307.0,Montévrain,1.0,Appartement,23.0,1.0,2.760611,48.856017,5,2020,5652.173913043478
886083,2020-778777,2020-06-12,Vente,272000.0,CHE DES VERGERS,77111.0,Chessy,2.0,Appartement,67.0,3.0,2.765859,48.876907,6,2020,4059.7014925373132
886090,2020-778781,2020-06-05,Vente,140000.0,CRS DU DANUBE,77449.0,Serris,1.0,Appartement,38.0,2.0,2.78639,48.855954,6,2020,3684.2105263157896
886103,2020-778788,2020-06-02,Vente,250000.0,RUE DE LA CHARBONNIERE,77307.0,Montévrain,2.0,Appartement,77.0,4.0,2.766796,48.854878,6,2020,3246.753246753247
886172,2020-778839,2020-06-05,Vente,84000.0,RUE DE BRUXELLES,77307.0,Montévrain,1.0,Appartement,86.0,4.0,2.764785,48.85566,6,2020,976.7441860465116
886273,2020-778920,2020-06-09,Vente,130000.0,RUE D AMSTERDAM,77307.0,Montévrain,1.0,Appartement,29.0,1.0,2.76756,48.853979,6,2020,4482.758620689655
886280,2020-778925,2020-06-01,Vente,196000.0,RUE DU PRE AU PRETRE,77111.0,Chessy,1.0,Appartement,35.0,2.0,2.772804,48.879199,6,2020,5600.0
886331,2020-778965,2020-06-03,Vente,316000.0,CRS DU DANUBE,77449.0,Serris,1.0,Appartement,57.0,3.0,2.784357,48.856868,6,2020,5543.859649122807
886343,2020-778974,2020-05-29,Vente,334000.0,RUE DE BRUXELLES,77307.0,Montévrain,1.0,Appartement,93.0,4.0,2.763642,48.85586,5,2020,3591.3978494623657
886353,2020-778982,2020-05-22,Vente,199000.0,AV DES FRENES,77307.0,Montévrain,3.0,Appartement,38.0,2.0,2.761009,48.871225,5,2020,5236.8421052631575
886359,2020-778985,2020-06-01,Vente,207000.0,RUE DU CLOS GIRARD,77111.0,Chessy,1.0,Appartement,43.0,2.0,2.772249,48.878729,6,2020,4813.953488372093
886384,2020-779001,2020-06-10,Vente,226000.0,RUE DES CAMPANULES,77268.0,Magny-le-Hongre,1.0,Appartement,49.0,2.0,2.814907,48.865434,6,2020,4612.244897959184
886470,2020-779071,2020-06-23,Vente,223000.0,RUE DES FERMES,77268.0,Magny-le-Hongre,1.0,Appartement,56.0,3.0,2.813347,48.866869,6,2020,3982.1428571428573
886625,2020-779198,2020-06-25,Vente,205000.0,RUE DU CLOS GIRARD,77111.0,Chessy,1.0,Appartement,45.0,2.0,2.772249,48.878729,6,2020,4555.555555555556
886659,2020-779223,2020-06-24,Vente,294000.0,RUE DU CLOS GIRARD,77111.0,Chessy,1.0,Appartement,69.0,3.0,2.772249,48.878729,6,2020,4260.869565217391
886721,2020-779273,2020-06-10,Vente,238000.0,RUE DES FERMES,77268.0,Magny-le-Hongre,1.0,Appartement,62.0,3.0,2.812748,48.865878,6,2020,3838.7096774193546
886726,2020-779277,2020-05-29,Vente,205000.0,ALL DE DUBLIN,77307.0,Montévrain,1.0,Appartement,45.0,2.0,2.764576,48.853552,5,2020,4555.555555555556
886731,2020-779281,2020-05-28,Vente,245000.0,RUE DE BRUXELLES,77307.0,Montévrain,1.0,Appartement,67.0,3.0,2.763642,48.85586,5,2020,3656.716417910448
886746,2020-779290,2020-06-16,Vente,275000.0,RUE EMILE CLOUD,77449.0,Serris,1.0,Appartement,67.0,3.0,2.787419,48.849427,6,2020,4104.477611940299
886879,2020-779401,2020-06-05,Vente,307000.0,CRS DU TAGE,77449.0,Serris,1.0,Appartement,71.0,3.0,2.786913,48.854067,6,2020,4323.943661971831
886901,2020-779414,2020-06-19,Vente,260000.0,RUE DE L EPINETTE,77268.0,Magny-le-Hongre,1.0,Appartement,63.0,3.0,2.814431,48.865729,6,2020,4126.984126984127
886907,2020-779423,2020-06-23,Vente,259000.0,RUE DE MAGELLAN,77449.0,Serris,1.0,Appartement,47.0,2.0,2.788527,48.853794,6,2020,5510.63829787234
886918,2020-779433,2020-06-16,Vente,278000.0,RUE DE PRAGUE,77307.0,Montévrain,1.0,Appartement,66.0,3.0,2.765703,48.852926,6,2020,4212.121212121212
887076,2020-779533,2020-06-22,Vente,261000.0,AV DES FRENES,77307.0,Montévrain,4.0,Appartement,65.0,3.0,2.761009,48.871225,6,2020,4015.3846153846152
887098,2020-779554,2020-06-29,Vente,240000.0,RUE DES CAMPANULES,77268.0,Magny-le-Hongre,1.0,Appartement,61.0,3.0,2.814437,48.86529,6,2020,3934.4262295081967
887116,2020-779570,2020-06-23,Vente,265000.0,RUE DE LA CHARBONNIERE,77307.0,Montévrain,1.0,Appartement,69.0,4.0,2.765754,48.855891,6,2020,3840.5797101449275
887138,2020-779586,2020-06-09,Vente,367000.0,AV HERGE,77111.0,Chessy,1.0,Appartement,66.0,3.0,2.772679,48.85803,6,2020,5560.606060606061
887181,2020-779625,2020-06-30,Vente,457000.0,CRS DU TAGE,77449.0,Serris,1.0,Appartement,79.0,3.0,2.786741,48.85467,6,2020,5784.810126582279
887188,2020-779629,2020-07-03,Vente,209000.0,RUE DE PRAGUE,77307.0,Montévrain,2.0,Appartement,56.0,2.0,2.7636,48.853044,7,2020,3732.1428571428573
887302,2020-779726,2020-06-23,Vente,225000.0,CRS DE L ELBE,77449.0,Serris,1.0,Appartement,37.0,2.0,2.786552,48.857418,6,2020,6081.081081081081
887316,2020-779740,2020-06-26,Vente,178000.0,RUE DU MOULIN A VENT,77268.0,Magny-le-Hongre,1.0,Appartement,34.0,2.0,2.809717,48.867114,6,2020,5235.294117647059
887408,2020-779804,2020-06-30,Vente,129996.0,RUE D AMSTERDAM,77307.0,Montévrain,1.0,Appartement,30.0,1.0,2.76756,48.853979,6,2020,4333.2
887615,2020-779986,2020-07-07,Vente,252000.0,RUE DES MARNONS,77018.0,Bailly-Romainvilliers,1.0,Appartement,62.0,3.0,2.817017,48.848227,7,2020,4064.516129032258
887620,2020-779990,2020-07-01,Vente,174000.0,RUE DE L EPINETTE,77268.0,Magny-le-Hongre,1.0,Appartement,37.0,2.0,2.815136,48.870075,7,2020,4702.7027027027025
887673,2020-780023,2020-06-23,Vente,215000.0,AV DES FRENES,77307.0,Montévrain,1.0,Appartement,63.0,3.0,2.759956,48.871348,6,2020,3412.6984126984125
887684,2020-780032,2020-06-19,Vente,234000.0,RUE DE PRAGUE,77307.0,Montévrain,2.0,Appartement,63.0,3.0,2.7636,48.853044,6,2020,3714.285714285714
887689,2020-780037,2020-07-10,Vente,278000.0,AV DES FRENES,77307.0,Montévrain,2.0,Appartement,78.0,4.0,2.761009,48.871225,7,2020,3564.102564102564
887733,2020-780066,2020-07-15,Vente,476000.0,RUE DES SCANDINAVES,77449.0,Serris,1.0,Appartement,120.0,4.0,2.787996,48.858659,7,2020,3966.6666666666665
887786,2020-780117,2020-07-17,Vente,130000.0,RUE DE LA CHARBONNIERE,77307.0,Montévrain,1.0,Appartement,31.0,2.0,2.76756,48.853979,7,2020,4193.548387096775
887854,2020-780181,2020-06-30,Vente,267510.0,AV FRANCOIS MITTERRAND,77307.0,Montévrain,1.0,Appartement,62.0,3.0,2.7621,48.866946,6,2020,4314.677419354839
888042,2020-780285,2020-07-22,Vente,177000.0,RUE DE PRAGUE,77307.0,Montévrain,2.0,Appartement,35.0,1.0,2.7636,48.853044,7,2020,5057.142857142857
888055,2020-780294,2020-07-20,Vente,215000.0,RUE DE PARIS,77307.0,Montévrain,1.0,Appartement,45.0,2.0,2.760877,48.857906,7,2020,4777.777777777777
888062,2020-780297,2020-07-20,Vente,400000.0,AV DES FRENES,77307.0,Montévrain,1.0,Appartement,83.0,4.0,2.759956,48.871348,7,2020,4819.277108433735
888074,2020-780306,2020-07-21,Vente,289000.0,RUE BOUCLE DES HESPERIDES,77268.0,Magny-le-Hongre,1.0,Appartement,100.0,3.0,2.812642,48.871563,7,2020,2890.0
888126,2020-780351,2020-07-21,Vente,255500.0,RUE DE LA CHARBONNIERE,77307.0,Montévrain,2.0,Appartement,62.0,3.0,2.765754,48.855891,7,2020,4120.967741935484
888263,2020-780470,2020-07-06,Vente,380000.0,CRS DU DANUBE,77449.0,Serris,1.0,Appartement,79.0,4.0,2.775601,48.855965,7,2020,4810.126582278481
888282,2020-780483,2020-07-20,Vente,260000.0,RUE DE LA GALMY,77111.0,Chessy,1.0,Appartement,57.0,3.0,2.772307,48.856432,7,2020,4561.403508771929
888321,2020-780516,2020-07-30,Vente,166000.0,RUE DU MOULIN A VENT,77268.0,Magny-le-Hongre,1.0,Appartement,29.0,2.0,2.809717,48.867114,7,2020,5724.137931034483
888339,2020-780531,2020-07-16,Vente,290000.0,RUE DE VIENNE,77307.0,Montévrain,1.0,Appartement,46.0,2.0,2.760611,48.856017,7,2020,6304.347826086957
888431,2020-780609,2020-07-31,Vente,388000.0,RUE DES GRANDS PRES,77111.0,Chessy,1.0,Appartement,79.0,3.0,2.775748,48.857991,7,2020,4911.392405063291
888512,2020-780674,2020-07-24,Vente,185000.0,RUE DU COCHET,77018.0,Bailly-Romainvilliers,1.0,Appartement,54.0,3.0,2.827852,48.854494,7,2020,3425.925925925926
888532,2020-780690,2020-07-28,Vente,220000.0,CRS DU DANUBE,77449.0,Serris,1.0,Appartement,43.0,2.0,2.775601,48.855965,7,2020,5116.279069767442
888549,2020-780706,2020-07-24,Vente,266065.0,ALL DE ZURICH,77307.0,Montévrain,1.0,Appartement,69.0,3.0,2.764325,48.856141,7,2020,3856.014492753623
888561,2020-780713,2020-07-31,Vente,175000.0,AV DES FRENES,77307.0,Montévrain,1.0,Appartement,36.0,2.0,2.759956,48.871348,7,2020,4861.111111111111
888584,2020-780731,2020-07-20,Vente,173000.0,RUE DE PARIS,77018.0,Bailly-Romainvilliers,1.0,Appartement,38.0,2.0,2.81983,48.845924,7,2020,4552.631578947368
888618,2020-780753,2020-07-30,Vente,215000.0,RUE DE ROME,77307.0,Montévrain,1.0,Appartement,46.0,2.0,2.760579,48.860731,7,2020,4673.913043478261
888645,2020-780763,2020-08-07,Vente,363000.0,RUE DE BRUXELLES,77307.0,Montévrain,1.0,Appartement,83.0,3.0,2.764785,48.85566,8,2020,4373.493975903614
888673,2020-780785,2020-07-30,Vente,100000.0,RUE D AMSTERDAM,77307.0,Montévrain,1.0,Appartement,22.0,1.0,2.76756,48.853979,7,2020,4545.454545454545
888709,2020-780807,2020-07-23,Vente,211000.0,RUE DE PRAGUE,77307.0,Montévrain,2.0,Appartement,51.0,2.0,2.7636,48.853044,7,2020,4137.254901960784
888757,2020-780845,2020-07-23,Vente,235000.0,ALL DE DUBLIN,77307.0,Montévrain,1.0,Appartement,65.0,3.0,2.764576,48.853552,7,2020,3615.3846153846152
888765,2020-780851,2020-07-21,Vente,105000.0,RUE DE LA CHARBONNIERE,77307.0,Montévrain,1.0,Appartement,22.0,1.0,2.76756,48.853979,7,2020,4772.727272727273
888816,2020-780906,2020-08-05,Vente,199000.0,BD DES SPORTS,77018.0,Bailly-Romainvilliers,1.0,Appartement,39.0,2.0,2.823012,48.850425,8,2020,5102.5641025641025
888830,2020-780915,2020-08-03,Vente,114000.0,RUE DE LA CHARBONNIERE,77307.0,Montévrain,1.0,Appartement,21.0,1.0,2.76756,48.853979,8,2020,5428.571428571428
888851,2020-780936,2020-07-20,Vente,248000.0,AV DES FRENES,77307.0,Montévrain,2.0,Appartement,64.0,3.0,2.761009,48.871225,7,2020,3875.0
888952,2020-781027,2020-08-07,Vente,180000.0,RUE DE LA FONTAINE ROUGE,77111.0,Chessy,1.0,Appartement,45.0,2.0,2.773342,48.855841,8,2020,4000.0
888990,2020-781056,2020-08-03,Vente,114500.0,RUE D AMSTERDAM,77307.0,Montévrain,1.0,Appartement,30.0,1.0,2.76756,48.853979,8,2020,3816.6666666666665
889085,2020-781141,2020-08-28,Vente,93000.0,RUE D AMSTERDAM,77307.0,Montévrain,1.0,Appartement,22.0,1.0,2.76756,48.853979,8,2020,4227.272727272727
889146,2020-781182,2020-08-04,Vente,144000.0,RUE DES BERGES,77018.0,Bailly-Romainvilliers,1.0,Appartement,29.0,1.0,2.817062,48.850198,8,2020,4965.517241379311
889148,2020-781183,2020-08-05,Vente,164000.0,RUE DU MOULIN A VENT,77268.0,Magny-le-Hongre,1.0,Appartement,34.0,2.0,2.809717,48.867114,8,2020,4823.529411764706
889158,2020-781189,2020-08-07,Vente,275000.0,RUE DES CAMPANULES,77268.0,Magny-le-Hongre,1.0,Appartement,67.0,3.0,2.814437,48.86529,8,2020,4104.477611940299
889162,2020-781192,2020-08-11,Vente,265250.0,RUE DE L EPINETTE,77268.0,Magny-le-Hongre,1.0,Appartement,72.0,4.0,2.815097,48.865945,8,2020,3684.027777777778
889167,2020-781194,2020-08-10,Vente,259520.0,ALL D EREVAN,77307.0,Montévrain,1.0,Appartement,81.0,4.0,2.75956,48.857489,8,2020,3203.9506172839506
889172,2020-781195,2020-08-06,Vente,330000.0,RUE DE LA FONTAINE ROUGE,77111.0,Chessy,1.0,Appartement,81.0,5.0,2.773342,48.855841,8,2020,4074.074074074074
889183,2020-781203,2020-08-25,Vente,278450.0,CRS DE L ELBE,77449.0,Serris,1.0,Appartement,51.0,2.0,2.785395,48.857763,8,2020,5459.803921568628
889207,2020-781222,2020-08-27,Vente,89500.0,RUE DE LA CHARBONNIERE,77307.0,Montévrain,1.0,Appartement,22.0,1.0,2.76756,48.853979,8,2020,4068.181818181818
889220,2020-781231,2020-07-24,Vente,267916.0,RUE DE BRUXELLES,77307.0,Montévrain,1.0,Appartement,59.0,3.0,2.761705,48.854971,7,2020,4540.949152542373
889229,2020-781237,2020-08-25,Vente,200000.0,AV DES FRENES,77307.0,Montévrain,2.0,Appartement,38.0,2.0,2.761009,48.871225,8,2020,5263.1578947368425
889312,2020-781287,2020-08-31,Vente,240000.0,ALL DE DUBLIN,77307.0,Montévrain,1.0,Appartement,56.0,3.0,2.766132,48.854328,8,2020,4285.714285714285
889314,2020-781288,2020-08-28,Vente,264000.0,RUE DE PRAGUE,77307.0,Montévrain,1.0,Appartement,65.0,3.0,2.7628,48.853901,8,2020,4061.5384615384614
889315,2020-781289,2020-08-28,Vente,361000.0,RUE DE BRUXELLES,77307.0,Montévrain,1.0,Appartement,84.0,4.0,2.764785,48.85566,8,2020,4297.619047619048
889318,2020-781290,2020-08-28,Vente,257000.0,AV DES FRENES,77307.0,Montévrain,1.0,Appartement,65.0,3.0,2.759956,48.871348,8,2020,3953.846153846154
889337,2020-781311,2020-08-31,Vente,179650.0,BD DE LA MARSANGE,77018.0,Bailly-Romainvilliers,1.0,Appartement,45.0,2.0,2.818068,48.844633,8,2020,3992.222222222222
889386,2020-781347,2020-09-04,Vente,169000.0,AV DE LA SOCIETE DES NATIONS,77307.0,Montévrain,1.0,Appartement,36.0,2.0,2.758432,48.866784,9,2020,4694.444444444444
889438,2020-781391,2020-08-14,Vente,197000.0,RUE DES BERGES,77018.0,Bailly-Romainvilliers,1.0,Appartement,52.0,3.0,2.815999,48.849182,8,2020,3788.4615384615386
889487,2020-781429,2020-09-08,Vente,230000.0,BD DU CHAMP DU MOULIN,77449.0,Serris,1.0,Appartement,60.0,3.0,2.786353,48.848775,9,2020,3833.3333333333335
889490,2020-781430,2020-08-31,Vente,417500.0,CRS DU TAGE,77449.0,Serris,1.0,Appartement,93.0,4.0,2.786913,48.854067,8,2020,4489.247311827957
889532,2020-781465,2020-08-25,Vente,300000.0,RUE DU MOULIN A VENT,77268.0,Magny-le-Hongre,1.0,Appartement,82.0,4.0,2.812264,48.866276,8,2020,3658.5365853658536
889541,2020-781469,2020-08-18,Vente,109225.0,CRS DU DANUBE,77449.0,Serris,1.0,Appartement,31.0,2.0,2.78639,48.855954,8,2020,3523.3870967741937
889569,2020-781500,2020-09-09,Vente,199000.0,BD DU CHAMP DU MOULIN,77449.0,Serris,1.0,Appartement,51.0,2.0,2.786353,48.848775,9,2020,3901.9607843137255
889595,2020-781522,2020-09-07,Vente,99500.0,RUE D AMSTERDAM,77307.0,Montévrain,1.0,Appartement,21.0,1.0,2.76756,48.853979,9,2020,4738.0952380952385
889644,2020-781563,2020-09-11,Vente,275500.0,RUE DU MANOIR,77268.0,Magny-le-Hongre,1.0,Appartement,63.0,3.0,2.818728,48.86982,9,2020,4373.015873015873
889691,2020-781603,2020-09-10,Vente,120000.0,AV DE LA SOCIETE DES NATIONS,77307.0,Montévrain,1.0,Appartement,36.0,2.0,2.758432,48.866784,9,2020,3333.3333333333335
889696,2020-781605,2020-08-26,Vente,185000.0,AV DES FRENES,77307.0,Montévrain,1.0,Appartement,63.0,3.0,2.759956,48.871348,8,2020,2936.5079365079364
889742,2020-781635,2020-09-01,Vente,304500.0,RUE DES ECURIES,77268.0,Magny-le-Hongre,1.0,Appartement,71.0,4.0,2.820026,48.870909,9,2020,4288.732394366197
889792,2020-781688,2020-08-24,Vente,204850.0,CHE DES VERGERS,77111.0,Chessy,2.0,Appartement,40.0,1.0,2.765859,48.876907,8,2020,5121.25
889840,2020-781720,2020-08-21,Vente,319000.0,AV DES FRENES,77307.0,Montévrain,1.0,Appartement,66.0,3.0,2.759956,48.871348,8,2020,4833.333333333333
889848,2020-781723,2020-09-02,Vente,209947.42,PASS DU VIEUX CHENE,77111.0,Chessy,1.0,Appartement,41.0,2.0,2.761562,48.877172,9,2020,5120.668780487806
889856,2020-781726,2020-09-14,Vente,233550.0,RUE DE LA CHARBONNIERE,77307.0,Montévrain,2.0,Appartement,47.0,2.0,2.766796,48.854878,9,2020,4969.148936170212
889868,2020-781734,2020-09-16,Vente,279000.0,RUE DE PRAGUE,77307.0,Montévrain,1.0,Appartement,68.0,3.0,2.7628,48.853901,9,2020,4102.941176470588
889874,2020-781739,2020-08-31,Vente,130000.0,RUE DE PRAGUE,77307.0,Montévrain,1.0,Appartement,27.0,1.0,2.764576,48.853552,8,2020,4814.814814814815
889881,2020-781744,2020-09-16,Vente,179754.0,AV DES FRENES,77307.0,Montévrain,2.0,Appartement,46.0,2.0,2.761009,48.871225,9,2020,3907.695652173913
889905,2020-781760,2020-09-19,Vente,145000.0,RUE DE PRAGUE,77307.0,Montévrain,1.0,Appartement,30.0,1.0,2.764576,48.853552,9,2020,4833.333333333333
889916,2020-781766,2020-09-19,Vente,163500.0,RUE DE LA FONTAINE,77449.0,Serris,1.0,Appartement,24.0,1.0,2.795732,48.844443,9,2020,6812.5
889924,2020-781773,2020-09-18,Vente,255000.0,RUE DE PRAGUE,77307.0,Montévrain,1.0,Appartement,62.0,3.0,2.76312,48.854849,9,2020,4112.903225806452
889946,2020-781789,2020-09-18,Vente,246085.0,RUE ADELE BLANC SEC,77111.0,Chessy,1.0,Appartement,81.0,4.0,2.770398,48.85755,9,2020,3038.0864197530864
