,id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_nom_voie,code_commune,nom_commune,nombre_lots,type_local,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,month,year,m2
2588005,2017-1080115,2017-02-07,Vente,150000.0,AV DES FRENES,77307,Montévrain,2,Appartement,38.0,2.0,2.761009,48.871225,2,2017,1685.3932584269662
2588050,2017-1080137,2017-01-24,Vente,135900.0,RUE DE COPENHAGUE,77307,Montévrain,1,Appartement,40.0,2.0,2.763732,48.858075,1,2017,3160.4651162790697
2588139,2017-1080190,2017-02-08,Vente,85000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,2,2017,4250.0
2588149,2017-1080195,2017-02-06,Vente,269000.0,AV THIBAUD DE CHAMPAGNE,77111,Chessy,1,Appartement,74.0,4.0,2.765983,48.878966,2,2017,
2588156,2017-1080200,2017-02-02,Vente,182000.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,42.0,2.0,2.762352,48.854315,2,2017,
2588161,2017-1080203,2017-02-08,Vente,84000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,2,2017,976.7441860465116
2588164,2017-1080205,2017-02-13,Vente,117000.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,40.0,2.0,2.758432,48.866784,2,2017,1329.5454545454545
2588181,2017-1080214,2017-02-15,Vente,278000.0,RUE DES GRANDS PRES,77111,Chessy,1,Appartement,79.0,3.0,2.775748,48.857991,2,2017,
2588205,2017-1080226,2017-02-03,Vente,155000.0,CRS DU TAGE,77449,Serris,2,Appartement,29.0,1.0,2.78621,48.852987,2,2017,
2588211,2017-1080229,2017-02-14,Vente,322100.0,CRS DU TAGE,77449,Serris,1,Appartement,97.0,6.0,2.786741,48.85467,2,2017,
2588214,2017-1080230,2017-02-10,Vente,190000.0,RUE DES FERMES,77111,Chessy,2,Appartement,54.0,3.0,2.76691,48.877187,2,2017,
2588306,2017-1080278,2017-02-14,Vente,170000.0,ALL DES BELLES AULNES,77449,Serris,1,Appartement,44.0,2.0,2.783123,48.849555,2,2017,
2588378,2017-1080316,2017-01-31,Vente,146981.0,RUE DE LA BOISERIE,77268,Magny-le-Hongre,1,Appartement,21.0,1.0,2.820674,48.862311,1,2017,
2588395,2017-1080328,2017-02-01,Vente,135926.0,RUE DE LA BOISERIE,77268,Magny-le-Hongre,1,Appartement,19.0,1.0,2.820674,48.862311,2,2017,2892.0425531914893
2588410,2017-1080336,2017-02-07,Vente,140000.0,RUE DE MAGNY,77018,Bailly-Romainvilliers,1,Appartement,38.0,2.0,2.820078,48.849716,2,2017,
2588589,2017-1080432,2017-02-10,Vente,84000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,2,2017,1272.7272727272727
2588602,2017-1080441,2017-03-01,Vente,180000.0,RUE DE LA CLE DES CHAMPS,77268,Magny-le-Hongre,1,Appartement,81.0,4.0,2.815862,48.867012,3,2017,3000.0
2588620,2017-1080450,2017-02-22,Vente,228000.0,PASS DU FOUR,77111,Chessy,1,Appartement,61.0,3.0,2.768978,48.878094,2,2017,
2588630,2017-1080456,2017-02-23,Vente,85000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,2,2017,732.7586206896551
2588644,2017-1080464,2017-02-15,Vente,68000.0,CRS DU DANUBE,77449,Serris,1,Appartement,18.0,1.0,2.778785,48.85645,2,2017,957.7464788732394
2588650,2017-1080468,2017-02-27,Vente,108000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,27.0,1.0,2.76756,48.853979,2,2017,
2588661,2017-1080473,2017-02-16,Vente,183000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,46.0,2.0,2.815097,48.865945,2,2017,1089.2857142857142
2588806,2017-1080489,2017-02-13,Vente,161416.0,RUE DE LA BOISERIE,77268,Magny-le-Hongre,1,Appartement,23.0,1.0,2.820674,48.862311,2,2017,2069.4358974358975
2588888,2017-1080534,2017-02-13,Vente,142500.0,RUE DES FERMES,77111,Chessy,2,Appartement,53.0,3.0,2.76691,48.877187,2,2017,23750.0
2589098,2017-1080653,2017-02-23,Vente,188000.0,RUE DE LA CLE DES CHAMPS,77268,Magny-le-Hongre,1,Appartement,82.0,4.0,2.815862,48.867012,2,2017,2350.0
2589126,2017-1080662,2017-03-01,Vente,171000.0,BD DE LA MARSANGE,77018,Bailly-Romainvilliers,1,Appartement,45.0,2.0,2.818068,48.844633,3,2017,219.79434447300773
2589132,2017-1080665,2017-02-14,Vente,340000.0,RUE DE STOCKHOLM,77307,Montévrain,1,Appartement,95.0,5.0,2.763196,48.858521,2,2017,13600.0
2589139,2017-1080668,2017-02-24,Vente,303990.0,RUE DU COCHET,77018,Bailly-Romainvilliers,1,Appartement,82.0,4.0,2.827852,48.854494,2,2017,11691.923076923076
2589205,2017-1080705,2017-03-08,Vente,140000.0,CRS DU DANUBE,77449,Serris,1,Appartement,51.0,3.0,2.784357,48.856868,3,2017,
2589286,2017-1080749,2017-03-02,Vente,207000.0,RUE DES VENVOLLES,77018,Bailly-Romainvilliers,1,Appartement,57.0,3.0,2.820459,48.85012,3,2017,
2589314,2017-1080761,2017-03-01,Vente,82000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,3,2017,
2589318,2017-1080765,2017-03-06,Vente,82000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,3,2017,1906.9767441860465
2589381,2017-1080803,2017-02-24,Vente,263000.0,CRS DU DANUBE,77449,Serris,1,Appartement,67.0,3.0,2.784357,48.856868,2,2017,9392.857142857143
2589384,2017-1080804,2017-02-15,Vente,281600.0,RUE DE COPENHAGUE,77307,Montévrain,1,Appartement,84.0,4.0,2.763732,48.858075,2,2017,
2589480,2017-1080859,2017-03-06,Vente,196000.0,ESP DES GUINANDIERS,77018,Bailly-Romainvilliers,1,Appartement,60.0,3.0,2.815374,48.848782,3,2017,768.6274509803922
2589496,2017-1080866,2017-02-22,Vente,170000.0,RUE DE LA FONTAINE ROUGE,77111,Chessy,1,Appartement,60.0,3.0,2.773342,48.855841,2,2017,
2589516,2017-1080878,2017-03-03,Vente,216000.0,RUE DES MARNONS,77018,Bailly-Romainvilliers,1,Appartement,61.0,3.0,2.817017,48.848227,3,2017,
2589525,2017-1080881,2017-02-27,Vente,129500.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,39.0,2.0,2.758432,48.866784,2,2017,2312.5
2589570,2017-1080905,2017-02-23,Vente,130050.0,RUE DES FRICHES,77018,Bailly-Romainvilliers,1,Appartement,51.0,2.0,2.819909,48.847996,2,2017,
2589580,2017-1080910,2017-03-03,Vente,221000.0,RUE DE VIENNE,77307,Montévrain,1,Appartement,56.0,3.0,2.760611,48.856017,3,2017,6314.285714285715
2589653,2017-1080943,2017-03-02,Vente,228000.0,AV DES FRENES,77307,Montévrain,1,Appartement,64.0,3.0,2.759956,48.871348,3,2017,4071.4285714285716
2589658,2017-1080945,2017-03-02,Vente,163000.0,CRS DU DANUBE,77449,Serris,1,Appartement,41.0,2.0,2.775601,48.855965,3,2017,2012.3456790123457
2589665,2017-1080948,2017-03-16,Vente,220000.0,RUE DE PARIS,77268,Magny-le-Hongre,1,Appartement,64.0,3.0,2.81197,48.863295,3,2017,
2589667,2017-1080950,2017-03-01,Vente,113000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,29.0,1.0,2.815766,48.849664,3,2017,1547.945205479452
2589694,2017-1080964,2017-03-03,Vente,281000.0,CRS DU TAGE,77449,Serris,1,Appartement,77.0,4.0,2.786741,48.85467,3,2017,3697.3684210526317
2589763,2017-1080999,2017-03-08,Vente,85000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,21.0,1.0,2.76756,48.853979,3,2017,850.0
2589793,2017-1081018,2017-03-20,Vente,198000.0,PL D AMILLY,77449,Serris,1,Appartement,62.0,3.0,2.787103,48.843547,3,2017,4950.0
2589932,2017-1081097,2017-03-10,Vente,163466.0,RUE DE LA BOISERIE,77268,Magny-le-Hongre,1,Appartement,23.0,1.0,2.820674,48.862311,3,2017,
2589951,2017-1081107,2017-03-17,Vente,145000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,37.0,2.0,2.815136,48.870075,3,2017,
2589956,2017-1081109,2017-03-09,Vente,260000.0,RUE DES GRANDS PRES,77111,Chessy,2,Appartement,69.0,3.0,2.774476,48.857538,3,2017,1019.6078431372549
2589969,2017-1081116,2017-03-07,Vente,150000.0,CHE DES VERGERS,77111,Chessy,1,Appartement,41.0,2.0,2.765459,48.87795,3,2017,
2589979,2017-1081123,2017-03-07,Vente,218000.0,AV DES FRENES,77307,Montévrain,1,Appartement,63.0,3.0,2.759956,48.871348,3,2017,2116.5048543689322
2589995,2017-1081131,2017-03-10,Vente,189000.0,CRS DU TAGE,77449,Serris,2,Appartement,40.0,2.0,2.78621,48.852987,3,2017,
2590077,2017-1081161,2017-03-10,Vente,137500.0,RUE CERNON,77018,Bailly-Romainvilliers,1,Appartement,33.0,1.0,2.824304,48.846094,3,2017,
2590104,2017-1081176,2017-03-10,Vente,280000.0,RUE DU TAHURIAU,77018,Bailly-Romainvilliers,1,Appartement,86.0,4.0,2.823924,48.851721,3,2017,5833.333333333333
2590121,2017-1081186,2017-02-28,Vente,272000.0,RUE DE COPENHAGUE,77307,Montévrain,1,Appartement,93.0,5.0,2.763732,48.858075,2,2017,9066.666666666666
2590246,2017-1081252,2017-03-20,Vente,215000.0,RUE DES CAMPANULES,77268,Magny-le-Hongre,1,Appartement,66.0,3.0,2.814437,48.86529,3,2017,
2590250,2017-1081255,2017-03-28,Vente,125000.0,BD DE LA MARSANGE,77018,Bailly-Romainvilliers,1,Appartement,30.0,1.0,2.818068,48.844633,3,2017,
2590259,2017-1081260,2017-03-15,Vente,176000.0,ALL DE DUBLIN,77307,Montévrain,2,Appartement,47.0,2.0,2.765754,48.855891,3,2017,8000.0
2590260,2017-1081261,2017-03-13,Vente,159000.0,RUE DES FERMES,77268,Magny-le-Hongre,1,Appartement,46.0,2.0,2.812748,48.865878,3,2017,
2590265,2017-1081264,2017-03-15,Vente,227000.0,CRS DE LA GARONNE,77449,Serris,1,Appartement,61.0,3.0,2.786107,48.855312,3,2017,1544.2176870748299
2590271,2017-1081267,2017-03-15,Vente,190000.0,RUE DE BELLESANE,77018,Bailly-Romainvilliers,1,Appartement,57.0,3.0,2.815374,48.848782,3,2017,1557.377049180328
2590276,2017-1081269,2017-03-22,Vente,179100.0,AV DES FRENES,77307,Montévrain,1,Appartement,42.0,2.0,2.759956,48.871348,3,2017,2296.153846153846
2590312,2017-1081290,2017-03-04,Vente,83000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,3,2017,1509.090909090909
2590381,2017-1081325,2017-03-22,Vente,295000.0,ALL DE DUBLIN,77307,Montévrain,1,Appartement,93.0,4.0,2.765754,48.855891,3,2017,
2590388,2017-1081329,2017-03-24,Vente,62700.0,CRS DU DANUBE,77449,Serris,1,Appartement,18.0,1.0,2.778785,48.85645,3,2017,
2590392,2017-1081331,2017-03-29,Vente,88000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,21.0,1.0,2.76756,48.853979,3,2017,1000.0
2590715,2017-1081448,2017-04-04,Vente,184500.0,ESP DES GUINANDIERS,77018,Bailly-Romainvilliers,1,Appartement,53.0,3.0,2.815999,48.849182,4,2017,2635.714285714286
2590785,2017-1081483,2017-03-17,Vente,212000.0,RUE DE LA FONTAINE ROUGE,77111,Chessy,1,Appartement,56.0,3.0,2.773342,48.855841,3,2017,
2590787,2017-1081484,2017-03-16,Vente,188000.0,CRS DU TAGE,77449,Serris,2,Appartement,46.0,2.0,2.78621,48.852987,3,2017,2379.746835443038
2590793,2017-1081488,2017-03-17,Vente,257000.0,RUE DE LA HOUE,77268,Magny-le-Hongre,2,Appartement,63.0,4.0,2.815647,48.86949,3,2017,
2590800,2017-1081492,2017-03-17,Vente,180000.0,AV THIBAUD DE CHAMPAGNE,77111,Chessy,1,Appartement,37.0,1.0,2.764946,48.878896,3,2017,2117.6470588235293
2590812,2017-1081497,2017-03-16,Vente,175000.0,RUE DE BRUXELLES,77307,Montévrain,1,Appartement,40.0,2.0,2.762698,48.855472,3,2017,
2590817,2017-1081500,2017-03-15,Vente,357500.0,RUE DES GRANDS PRES,77111,Chessy,1,Appartement,82.0,4.0,2.775748,48.857991,3,2017,8125.0
2590824,2017-1081502,2017-03-16,Vente,203000.0,RUE DE LA CLE DES CHAMPS,77268,Magny-le-Hongre,1,Appartement,53.0,3.0,2.813347,48.866869,3,2017,1970.873786407767
2591025,2017-1081605,2017-03-23,Vente,183000.0,RUE DE LA CLE DES CHAMPS,77268,Magny-le-Hongre,1,Appartement,80.0,4.0,2.815862,48.867012,3,2017,1326.0869565217392
2591184,2017-1081683,2017-03-23,Vente,110500.0,RUE DES LABOURS,77268,Magny-le-Hongre,1,Appartement,25.0,1.0,2.81279,48.863821,3,2017,
2591188,2017-1081685,2017-03-28,Vente,190000.0,RUE CERNON,77018,Bailly-Romainvilliers,1,Appartement,51.0,3.0,2.824304,48.846094,3,2017,
2591193,2017-1081688,2017-03-29,Vente,92000.0,PL D ARIANE,77449,Serris,1,Appartement,25.0,1.0,2.775601,48.855965,3,2017,1057.471264367816
2591195,2017-1081689,2017-03-31,Vente,153500.0,AV DES FRENES,77307,Montévrain,1,Appartement,36.0,2.0,2.759956,48.871348,3,2017,
2591200,2017-1081691,2017-04-03,Vente,174000.0,RUE DE MAGELLAN,77449,Serris,1,Appartement,46.0,2.0,2.787538,48.853941,4,2017,2450.7042253521126
2591210,2017-1081695,2017-03-30,Vente,102000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,26.0,1.0,2.76756,48.853979,3,2017,504.9504950495049
2591213,2017-1081697,2017-03-29,Vente,95000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,3,2017,1583.3333333333333
2591214,2017-1081698,2017-04-07,Vente,245000.0,RUE DE LA FONTAINE ROUGE,77111,Chessy,1,Appartement,79.0,3.0,2.772307,48.856432,4,2017,3828.125
2591217,2017-1081699,2017-03-28,Vente,192500.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,47.0,2.0,2.815097,48.865945,3,2017,1577.8688524590164
2591220,2017-1081701,2017-03-22,Vente,133000.0,AV THIBAUD DE CHAMPAGNE,77111,Chessy,1,Appartement,29.0,1.0,2.764946,48.878896,3,2017,1528.7356321839081
2591271,2017-1081734,2017-04-04,Vente,178000.0,RUE DES CELTES,77449,Serris,1,Appartement,37.0,1.0,2.786552,48.857418,4,2017,2253.1645569620255
2591291,2017-1081749,2017-03-30,Vente,242050.0,RUE DU MANOIR,77268,Magny-le-Hongre,1,Appartement,70.0,3.0,2.818006,48.869149,3,2017,2180.6306306306305
2591407,2017-1081790,2017-04-14,Vente,183000.0,ESP DES GUINANDIERS,77018,Bailly-Romainvilliers,1,Appartement,59.0,3.0,2.815999,48.849182,4,2017,2541.6666666666665
2591410,2017-1081791,2017-04-18,Vente,210000.0,RUE DES FERMES,77268,Magny-le-Hongre,1,Appartement,56.0,3.0,2.813347,48.866869,4,2017,1320.754716981132
2591456,2017-1081817,2017-03-29,Vente,212000.0,RUE DE LA FONTAINE ROUGE,77111,Chessy,1,Appartement,44.0,3.0,2.77269,48.855585,3,2017,
2591510,2017-1081847,2017-04-05,Vente,239000.0,RUE DE BRUXELLES,77307,Montévrain,1,Appartement,65.0,3.0,2.763642,48.85586,4,2017,
2591560,2017-1081874,2017-04-12,Vente,129000.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,40.0,2.0,2.758432,48.866784,4,2017,1675.3246753246754
2591592,2017-1081890,2017-03-27,Vente,228700.0,RUE DE PARIS,77307,Montévrain,1,Appartement,53.0,3.0,2.760877,48.857906,3,2017,4971.739130434783
2591594,2017-1081892,2017-03-30,Vente,125500.0,CRS DU DANUBE,77449,Serris,1,Appartement,32.0,2.0,2.78639,48.855954,3,2017,2281.818181818182
2591622,2017-1081900,2017-04-10,Vente,165000.0,ALL DE DUBLIN,77307,Montévrain,1,Appartement,55.0,3.0,2.766796,48.854878,4,2017,2704.9180327868853
2591705,2017-1081946,2017-03-28,Vente,207000.0,RUE DES LIVRAINS,77111,Chessy,1,Appartement,70.0,3.0,2.775748,48.857991,3,2017,
2591731,2017-1081959,2017-04-10,Vente,177000.0,RUE VASCO DE GAMA,77449,Serris,1,Appartement,48.0,2.0,2.787668,48.853321,4,2017,2034.4827586206898
2591756,2017-1081973,2017-04-01,Vente,250000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,72.0,3.0,2.765754,48.855891,4,2017,
2591769,2017-1081979,2017-04-14,Vente,160000.0,BD DE LA MARSANGE,77018,Bailly-Romainvilliers,1,Appartement,45.0,2.0,2.818068,48.844633,4,2017,2133.3333333333335
2591786,2017-1081988,2017-03-31,Vente,163000.0,ESP DES GUINANDIERS,77018,Bailly-Romainvilliers,1,Appartement,49.0,3.0,2.815374,48.848782,3,2017,2716.6666666666665
2591850,2017-1082028,2017-04-12,Vente,125000.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,36.0,2.0,2.758432,48.866784,4,2017,10416.666666666666
2592054,2017-1082139,2017-04-10,Vente,208400.0,RUE EMILE CLOUD,77449,Serris,1,Appartement,51.0,3.0,2.787419,48.849427,4,2017,
2592078,2017-1082155,2017-04-05,Vente,83000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,4,2017,
2592079,2017-1082156,2017-04-05,Vente,81000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,4,2017,
2592085,2017-1082159,2017-04-14,Vente,249928.0,AV DES FRENES,77307,Montévrain,2,Appartement,78.0,4.0,2.761009,48.871225,4,2017,3570.4
2592086,2017-1082160,2017-04-21,Vente,225000.0,PL D AMILLY,77449,Serris,1,Appartement,54.0,3.0,2.787103,48.843547,4,2017,
2592163,2017-1082186,2017-04-28,Vente,121000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,34.0,3.0,2.76756,48.853979,4,2017,
2592169,2017-1082190,2017-04-24,Vente,245000.0,RUE CERNON,77018,Bailly-Romainvilliers,1,Appartement,63.0,3.0,2.824304,48.846094,4,2017,
2592175,2017-1082193,2017-04-18,Vente,152460.0,CRS DU DANUBE,77449,Serris,1,Appartement,43.0,2.0,2.78639,48.855954,4,2017,1129.3333333333333
2592201,2017-1082209,2017-04-27,Vente,261000.0,RUE DU MOULIN A VENT,77268,Magny-le-Hongre,1,Appartement,76.0,4.0,2.813347,48.866869,4,2017,
2592219,2017-1082217,2017-04-11,Vente,127000.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,36.0,2.0,2.758432,48.866784,4,2017,
2592250,2017-1082235,2017-05-02,Vente,185000.0,RUE DE PRAGUE,77307,Montévrain,2,Appartement,52.0,2.0,2.7636,48.853044,5,2017,3083.3333333333335
2592257,2017-1082239,2017-04-13,Vente,172000.0,RUE EMILE CLOUD,77449,Serris,1,Appartement,56.0,3.0,2.786353,48.848775,4,2017,
2592261,2017-1082241,2017-04-14,Vente,278450.0,RUE DE LA CLE DES CHAMPS,77268,Magny-le-Hongre,1,Appartement,79.0,4.0,2.813347,48.866869,4,2017,
2592277,2017-1082250,2017-04-19,Vente,245000.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,68.0,3.0,2.7628,48.853901,4,2017,
2592282,2017-1082252,2017-04-20,Vente,224200.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,63.0,3.0,2.814431,48.865729,4,2017,
2592289,2017-1082256,2017-04-13,Vente,88000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,4,2017,
2592304,2017-1082266,2017-04-19,Vente,223000.0,CHE DES VERGERS,77111,Chessy,1,Appartement,80.0,3.0,2.765459,48.87795,4,2017,
2592320,2017-1082275,2017-04-18,Vente,175000.0,RUE DES CAMPANULES,77268,Magny-le-Hongre,1,Appartement,46.0,2.0,2.814437,48.86529,4,2017,
2592331,2017-1082282,2017-04-20,Vente,228500.0,PASS DU FOUR,77111,Chessy,1,Appartement,61.0,3.0,2.768978,48.878094,4,2017,9520.833333333334
2592531,2017-1082308,2017-04-27,Vente,2414447.0,CHE DES VERGERS,77111,Chessy,9,Appartement,74.0,3.0,2.765859,48.876907,4,2017,40240.78333333333
2592534,2017-1082308,2017-04-27,Vente,2414447.0,CHE DES VERGERS,77111,Chessy,1,Appartement,73.0,3.0,2.765859,48.876907,4,2017,
2592539,2017-1082308,2017-04-27,Vente,2414447.0,CHE DES VERGERS,77111,Chessy,1,Appartement,57.0,3.0,2.765859,48.876907,4,2017,
2592545,2017-1082308,2017-04-27,Vente,2414447.0,CHE DES VERGERS,77111,Chessy,1,Appartement,86.0,4.0,2.765859,48.876907,4,2017,21949.51818181818
