,id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_nom_voie,code_commune,nom_commune,nombre_lots,type_local,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,month,year,m2
2711481,2019-1133186,2019-07-12,Vente,252000.0,RUE DU CLOS GIRARD,77111,Chessy,1,Appartement,60.0,3.0,2.769692,48.878821,7,2019,4200.0
2711573,2019-1133235,2019-07-26,Vente,130000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,31.0,1.0,2.76756,48.853979,7,2019,4193.548387096775
2711610,2019-1133249,2019-06-28,Vente,184000.0,RUE DES BERLAUDEURS,77018,Bailly-Romainvilliers,1,Appartement,56.0,3.0,2.817522,48.849251,6,2019,3285.714285714286
2711716,2019-1133303,2019-07-25,Vente,310100.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,84.0,4.0,2.76312,48.854849,7,2019,3691.6666666666665
2711842,2019-1133362,2019-07-22,Vente,225701.0,PL D AMILLY,77449,Serris,1,Appartement,55.0,3.0,2.787103,48.843547,7,2019,4103.654545454546
2712068,2019-1133469,2019-07-04,Vente,250000.0,RUE DES MARNONS,77018,Bailly-Romainvilliers,1,Appartement,61.0,3.0,2.817017,48.848227,7,2019,4098.360655737705
2712131,2019-1133494,2019-07-09,Vente,425000.0,RUE DE MAGELLAN,77449,Serris,1,Appartement,98.0,4.0,2.787538,48.853941,7,2019,4336.734693877551
2712139,2019-1133496,2019-07-05,Vente,258000.0,RUE DU PRE AU PRETRE,77111,Chessy,1,Appartement,63.0,3.0,2.772804,48.879199,7,2019,4095.2380952380954
2712166,2019-1133508,2019-07-05,Vente,283150.0,BD DU CHAMP DU MOULIN,77449,Serris,1,Appartement,94.0,4.0,2.786353,48.848775,7,2019,3012.2340425531916
2712243,2019-1133550,2019-07-04,Vente,340000.0,RUE DE LA HOUE,77268,Magny-le-Hongre,1,Appartement,74.0,4.0,2.813762,48.870283,7,2019,4594.594594594595
2712249,2019-1133553,2019-07-19,Vente,260000.0,ALL TISSANDIER,77449,Serris,1,Appartement,63.0,3.0,2.781682,48.846338,7,2019,4126.984126984127
2712285,2019-1133570,2019-07-09,Vente,193000.0,AV DES FRENES,77307,Montévrain,1,Appartement,45.0,2.0,2.759956,48.871348,7,2019,4288.888888888889
2712302,2019-1133580,2019-07-19,Vente,235000.0,RUE DES CAMPANULES,77268,Magny-le-Hongre,1,Appartement,63.0,3.0,2.814437,48.86529,7,2019,3730.15873015873
2712312,2019-1133583,2019-07-09,Vente,210000.0,CRS DU DANUBE,77449,Serris,1,Appartement,45.0,2.0,2.784357,48.856868,7,2019,4666.666666666667
2712329,2019-1133593,2019-07-12,Vente,249000.0,RUE EMILE CLOUD,77449,Serris,1,Appartement,66.0,3.0,2.786353,48.848775,7,2019,3772.7272727272725
2712343,2019-1133601,2019-07-22,Vente,217000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,46.0,2.0,2.765754,48.855891,7,2019,4717.391304347826
2712355,2019-1133606,2019-07-16,Vente,115500.0,CRS DU DANUBE,77449,Serris,1,Appartement,30.0,2.0,2.778785,48.85645,7,2019,3850.0
2712380,2019-1133623,2019-07-18,Vente,268000.0,RUE DES VENVOLLES,77018,Bailly-Romainvilliers,1,Appartement,77.0,4.0,2.820459,48.85012,7,2019,3480.5194805194806
2712419,2019-1133643,2019-07-16,Vente,190000.0,PL DE L EUROPE,77018,Bailly-Romainvilliers,1,Appartement,55.0,3.0,2.820184,48.850697,7,2019,3454.5454545454545
2712442,2019-1133656,2019-08-05,Vente,255900.0,RUE DU CLOS GIRARD,77111,Chessy,1,Appartement,60.0,3.0,2.769692,48.878821,8,2019,4265.0
2712479,2019-1133677,2019-07-31,Vente,239000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,67.0,3.0,2.815766,48.849664,7,2019,3567.1641791044776
2712516,2019-1133693,2019-07-11,Vente,206000.0,RUE DU COIN BLOT,77111,Chessy,1,Appartement,56.0,3.0,2.770185,48.87827,7,2019,3678.5714285714284
2712570,2019-1133719,2019-08-01,Vente,245000.0,RUE DU MANOIR,77268,Magny-le-Hongre,1,Appartement,61.0,3.0,2.818006,48.869149,8,2019,4016.3934426229507
2712574,2019-1133721,2019-08-01,Vente,180000.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,43.0,2.0,2.763609,48.8543,8,2019,4186.046511627907
2712603,2019-1133736,2019-07-17,Vente,207000.0,AV FRANCOIS MITTERRAND,77307,Montévrain,1,Appartement,46.0,2.0,2.7621,48.866946,7,2019,4500.0
2712649,2019-1133761,2019-07-30,Vente,175400.0,AV DES FRENES,77307,Montévrain,1,Appartement,63.0,2.0,2.759956,48.871348,7,2019,2784.126984126984
2712681,2019-1133778,2019-07-30,Vente,216000.0,PASS DU VIEUX CHENE,77111,Chessy,1,Appartement,41.0,2.0,2.761562,48.877172,7,2019,5268.292682926829
2712692,2019-1133785,2019-07-22,Vente,140000.0,RUE DU MOULIN A VENT,77268,Magny-le-Hongre,1,Appartement,29.0,2.0,2.809717,48.867114,7,2019,4827.586206896552
2712730,2019-1133803,2019-07-22,Vente,286000.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,77.0,4.0,2.763609,48.8543,7,2019,3714.285714285714
2712810,2019-1133845,2019-08-05,Vente,259000.0,RUE DE BRUXELLES,77307,Montévrain,1,Appartement,63.0,3.0,2.761705,48.854971,8,2019,4111.111111111111
2712849,2019-1133868,2019-08-02,Vente,259700.0,RUE DE VIENNE,77307,Montévrain,1,Appartement,63.0,3.0,2.7617,48.856367,8,2019,4122.222222222223
2712883,2019-1133887,2019-07-17,Vente,176000.0,RUE DE BRUXELLES,77307,Montévrain,1,Appartement,43.0,2.0,2.761705,48.854971,7,2019,4093.0232558139537
2712917,2019-1133906,2019-08-07,Vente,89290.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,8,2019,4058.6363636363635
2712930,2019-1133914,2019-08-07,Vente,322000.0,SEN DU BOIS COQUARD,77111,Chessy,1,Appartement,76.0,4.0,2.773509,48.878871,8,2019,4236.8421052631575
2713813,2019-1134013,2019-07-16,Vente,103000.0,SQ PAUL GAUGUIN,77268,Magny-le-Hongre,1,Appartement,19.0,1.0,2.812375,48.862491,7,2019,5421.0526315789475
2713831,2019-1134023,2019-08-13,Vente,198000.0,RUE DES CAMPANULES,77268,Magny-le-Hongre,1,Appartement,62.0,2.0,2.814437,48.86529,8,2019,3193.548387096774
2714085,2019-1134166,2019-07-31,Vente,160000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,32.0,1.0,2.766796,48.854878,7,2019,5000.0
2714221,2019-1134232,2019-08-23,Vente,317000.0,RUE DE PARIS,77307,Montévrain,1,Appartement,85.0,4.0,2.760877,48.857906,8,2019,3729.4117647058824
2714276,2019-1134256,2019-08-06,Vente,213000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,65.0,3.0,2.81359,48.866809,8,2019,3276.923076923077
2714311,2019-1134273,2019-08-02,Vente,260000.0,CRS DE LA GARONNE,77449,Serris,1,Appartement,66.0,3.0,2.786107,48.855312,8,2019,3939.3939393939395
2714454,2019-1134347,2019-08-12,Vente,252000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,71.0,4.0,2.816385,48.850055,8,2019,3549.2957746478874
2714456,2019-1134348,2019-08-13,Vente,138000.0,RUE DU MOULIN A VENT,77268,Magny-le-Hongre,1,Appartement,30.0,2.0,2.809717,48.867114,8,2019,4600.0
2714474,2019-1134357,2019-08-23,Vente,185000.0,RUE DE LAGNY,77449,Serris,1,Appartement,48.0,2.0,2.785166,48.842692,8,2019,3854.1666666666665
2714487,2019-1134365,2019-08-08,Vente,245000.0,AV DES FRENES,77307,Montévrain,1,Appartement,76.0,4.0,2.759956,48.871348,8,2019,3223.684210526316
2714499,2019-1134373,2019-08-06,Vente,165000.0,BD DE LA MARSANGE,77018,Bailly-Romainvilliers,1,Appartement,45.0,2.0,2.818068,48.844633,8,2019,3666.6666666666665
2714504,2019-1134376,2019-08-29,Vente,181000.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,46.0,2.0,2.76312,48.854849,8,2019,3934.782608695652
2714511,2019-1134380,2019-08-06,Vente,175000.0,RUE DE LA CLE DES CHAMPS,77268,Magny-le-Hongre,1,Appartement,43.0,2.0,2.813347,48.866869,8,2019,4069.767441860465
2714519,2019-1134384,2019-08-12,Vente,228000.0,RUE DES FERMES,77268,Magny-le-Hongre,1,Appartement,56.0,3.0,2.813347,48.866869,8,2019,4071.4285714285716
2714538,2019-1134394,2019-08-23,Vente,229000.0,ALL DES BELLES AULNES,77449,Serris,1,Appartement,59.0,3.0,2.783123,48.849555,8,2019,3881.35593220339
2714552,2019-1134399,2019-08-20,Vente,269000.0,RUE DE STOCKHOLM,77307,Montévrain,1,Appartement,63.0,3.0,2.763196,48.858521,8,2019,4269.841269841269
2714584,2019-1134418,2019-08-13,Vente,175000.0,AV DES FRENES,77307,Montévrain,1,Appartement,40.0,2.0,2.759956,48.871348,8,2019,4375.0
2714588,2019-1134419,2019-08-28,Vente,240000.0,RUE DE LA GALMY,77111,Chessy,1,Appartement,40.0,2.0,2.772307,48.856432,8,2019,6000.0
2714646,2019-1134447,2019-08-08,Vente,99000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,20.0,1.0,2.76756,48.853979,8,2019,4950.0
2714713,2019-1134485,2019-08-31,Vente,236000.0,RUE DU CLOS GIRARD,77111,Chessy,1,Appartement,54.0,3.0,2.769692,48.878821,8,2019,4370.37037037037
2714842,2019-1134553,2019-08-16,Vente,114225.0,CRS DU DANUBE,77449,Serris,1,Appartement,29.0,2.0,2.78639,48.855954,8,2019,3938.793103448276
2714897,2019-1134583,2019-08-09,Vente,267000.0,PL DES FLUTIAUX,77018,Bailly-Romainvilliers,1,Appartement,70.0,3.0,2.816198,48.850775,8,2019,3814.285714285714
2714935,2019-1134604,2019-09-02,Vente,315000.0,AV DES FRENES,77307,Montévrain,1,Appartement,66.0,3.0,2.759956,48.871348,9,2019,4772.727272727273
2715093,2019-1134683,2019-09-04,Vente,185000.0,RUE DE LA CLE DES CHAMPS,77268,Magny-le-Hongre,1,Appartement,85.0,4.0,2.815862,48.867012,9,2019,2176.470588235294
2715119,2019-1134693,2019-09-04,Vente,245000.0,RUE DE BRUXELLES,77307,Montévrain,1,Appartement,55.0,3.0,2.761705,48.854971,9,2019,4454.545454545455
2715247,2019-1134758,2019-09-06,Vente,299000.0,RUE DU FOSSE MIGNARD,77111,Chessy,1,Appartement,59.0,3.0,2.77254,48.858915,9,2019,5067.796610169492
2715292,2019-1134780,2019-08-29,Vente,242000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,71.0,4.0,2.816385,48.850055,8,2019,3408.450704225352
2715307,2019-1134789,2019-09-06,Vente,245000.0,AV DES FRENES,77307,Montévrain,1,Appartement,66.0,3.0,2.759956,48.871348,9,2019,3712.121212121212
2715328,2019-1134797,2019-08-30,Vente,106000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,8,2019,4818.181818181818
2715340,2019-1134803,2019-09-02,Vente,246000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,61.0,3.0,2.815647,48.86949,9,2019,4032.7868852459014
2715352,2019-1134809,2019-08-19,Vente,90000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,30.0,1.0,2.76756,48.853979,8,2019,3000.0
2715357,2019-1134813,2019-08-29,Vente,288000.0,ALL DE DUBLIN,77307,Montévrain,1,Appartement,78.0,4.0,2.766132,48.854328,8,2019,3692.3076923076924
2715398,2019-1134833,2019-09-05,Vente,170000.0,BD DES ECOLES,77018,Bailly-Romainvilliers,1,Appartement,32.0,2.0,2.817823,48.849832,9,2019,5312.5
2715410,2019-1134841,2019-09-02,Vente,258000.0,RUE DE VIENNE,77307,Montévrain,1,Appartement,65.0,3.0,2.760611,48.856017,9,2019,3969.230769230769
2715425,2019-1134851,2019-09-06,Vente,144000.0,RUE DU MOULIN A VENT,77268,Magny-le-Hongre,1,Appartement,30.0,2.0,2.809717,48.867114,9,2019,4800.0
2715477,2019-1134882,2019-08-30,Vente,175000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,42.0,2.0,2.765754,48.855891,8,2019,4166.666666666667
2715481,2019-1134884,2019-09-04,Vente,165000.0,BD DES ECOLES,77018,Bailly-Romainvilliers,1,Appartement,57.0,2.0,2.81881,48.850354,9,2019,2894.7368421052633
2715515,2019-1134901,2019-09-13,Vente,220000.0,CRS DU TAGE,77449,Serris,1,Appartement,67.0,3.0,2.787668,48.853321,9,2019,3283.582089552239
2715604,2019-1134934,2019-08-22,Vente,108000.0,RUE DE L EGLISE,77268,Magny-le-Hongre,1,Appartement,26.0,1.0,2.81236,48.865247,8,2019,4153.846153846154
2715645,2019-1134957,2019-09-13,Vente,259800.0,CHE DES VERGERS,77111,Chessy,1,Appartement,68.0,3.0,2.765459,48.87795,9,2019,3820.5882352941176
2715652,2019-1134960,2019-09-06,Vente,235000.0,RUE DE LA FONTAINE ROUGE,77111,Chessy,1,Appartement,56.0,3.0,2.773342,48.855841,9,2019,4196.428571428572
2715845,2019-1134998,2019-08-30,Vente,271000.0,CRS DU TAGE,77449,Serris,1,Appartement,69.0,3.0,2.786913,48.854067,8,2019,3927.536231884058
2715975,2019-1135058,2019-09-11,Vente,135000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,28.0,1.0,2.815766,48.849664,9,2019,4821.428571428572
2715981,2019-1135063,2019-09-11,Vente,224000.0,AV DES FRENES,77307,Montévrain,1,Appartement,61.0,3.0,2.759956,48.871348,9,2019,3672.1311475409834
2716007,2019-1135079,2019-09-13,Vente,125000.0,CHE DES VERGERS,77111,Chessy,1,Appartement,25.0,1.0,2.765859,48.876907,9,2019,5000.0
2716074,2019-1135117,2019-09-04,Vente,312000.0,ALL DE ZURICH,77307,Montévrain,1,Appartement,79.0,4.0,2.764325,48.856141,9,2019,3949.3670886075947
2716116,2019-1135144,2019-09-12,Vente,394000.0,CRS DU TAGE,77449,Serris,1,Appartement,88.0,4.0,2.786913,48.854067,9,2019,4477.272727272727
2716126,2019-1135148,2019-09-17,Vente,109000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1,Appartement,25.0,1.0,2.81279,48.863821,9,2019,4360.0
2716139,2019-1135154,2019-09-18,Vente,197000.0,ESP DES GUINANDIERS,77018,Bailly-Romainvilliers,1,Appartement,52.0,3.0,2.815374,48.848782,9,2019,3788.4615384615386
2716306,2019-1135241,2019-09-13,Vente,233000.0,ALL D EREVAN,77307,Montévrain,1,Appartement,58.0,3.0,2.75956,48.857489,9,2019,4017.2413793103447
2716340,2019-1135262,2019-09-19,Vente,90000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,9,2019,4090.909090909091
2716464,2019-1135312,2019-09-03,Vente,215000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,71.0,3.0,2.81881,48.850354,9,2019,3028.169014084507
2716573,2019-1135372,2019-09-19,Vente,85000.0,SQ PAUL GAUGUIN,77268,Magny-le-Hongre,1,Appartement,22.0,1.0,2.812375,48.862491,9,2019,3863.6363636363635
2716580,2019-1135375,2019-09-16,Vente,116500.0,CRS DU DANUBE,77449,Serris,1,Appartement,27.0,2.0,2.78639,48.855954,9,2019,4314.814814814815
2716588,2019-1135378,2019-09-19,Vente,255000.0,RUE DES GRANDS PRES,77111,Chessy,2,Appartement,44.0,2.0,2.774476,48.857538,9,2019,5795.454545454545
2716603,2019-1135386,2019-09-20,Vente,129000.0,AV DES FRENES,77307,Montévrain,1,Appartement,27.0,1.0,2.759956,48.871348,9,2019,4777.777777777777
2716622,2019-1135393,2019-09-16,Vente,139000.0,RUE DE PRAGUE,77307,Montévrain,2,Appartement,33.0,1.0,2.7636,48.853044,9,2019,4212.121212121212
2716635,2019-1135400,2019-09-18,Vente,102000.0,BD DES ECOLES,77018,Bailly-Romainvilliers,1,Appartement,23.0,1.0,2.817823,48.849832,9,2019,4434.782608695652
2716817,2019-1135507,2019-09-19,Vente,88000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,21.0,1.0,2.76756,48.853979,9,2019,4190.476190476191
2716902,2019-1135552,2019-09-19,Vente,187000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,54.0,2.0,2.815097,48.865945,9,2019,3462.962962962963
2716972,2019-1135586,2019-09-23,Vente,175000.0,RUE DE LA FONTAINE ROUGE,77111,Chessy,1,Appartement,33.0,2.0,2.773342,48.855841,9,2019,5303.030303030303
2717015,2019-1135610,2019-09-27,Vente,301000.0,RUE DU BOIS DE PARIS,77111,Chessy,1,Appartement,73.0,3.0,2.775748,48.857991,9,2019,4123.287671232877
2717019,2019-1135611,2019-09-12,Vente,166000.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,38.0,2.0,2.815136,48.870075,9,2019,4368.421052631579
2717112,2019-1135658,2019-09-02,Vente,210000.0,RUE DE L AUNETTE,77018,Bailly-Romainvilliers,1,Appartement,61.0,3.0,2.820184,48.850697,9,2019,3442.622950819672
2717120,2019-1135661,2019-09-26,Vente,195000.0,AV DES FRENES,77307,Montévrain,1,Appartement,47.0,2.0,2.759956,48.871348,9,2019,4148.936170212766
2717154,2019-1135678,2019-10-03,Vente,,RUE DU BOIS DE LA GARENNE,77268,Magny-le-Hongre,0,Appartement,120.0,4.0,2.822234,48.863614,10,2019,
2717169,2019-1135685,2019-09-26,Vente,208000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1,Appartement,57.0,3.0,2.812858,48.870326,9,2019,3649.122807017544
2717261,2019-1135729,2019-10-01,Vente,233000.0,RUE BOUDRY,77018,Bailly-Romainvilliers,1,Appartement,55.0,3.0,2.824728,48.846929,10,2019,4236.363636363636
2717419,2019-1135812,2019-09-27,Vente,330000.0,CRS DU TAGE,77449,Serris,2,Appartement,66.0,3.0,2.78621,48.852987,9,2019,5000.0
2717492,2019-1135835,2019-10-04,Vente,100000.0,AV DES FRENES,77307,Montévrain,2,Appartement,21.0,1.0,2.761009,48.871225,10,2019,4761.9047619047615
2717586,2019-1135890,2019-10-04,Vente,266000.0,AV DES FRENES,77307,Montévrain,1,Appartement,63.0,3.0,2.759956,48.871348,10,2019,4222.222222222223
2717678,2019-1135936,2019-09-24,Vente,120000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,27.0,1.0,2.76756,48.853979,9,2019,4444.444444444444
2717680,2019-1135938,2019-10-02,Vente,252000.0,RUE DES MURONS,77018,Bailly-Romainvilliers,1,Appartement,60.0,3.0,2.828706,48.853996,10,2019,4200.0
2717705,2019-1135951,2019-09-16,Vente,80000.0,RUE D AMSTERDAM,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,9,2019,3636.3636363636365
2717775,2019-1135981,2019-10-07,Vente,191000.0,RUE DES LABOURS,77268,Magny-le-Hongre,1,Appartement,37.0,2.0,2.812858,48.870326,10,2019,5162.1621621621625
2717795,2019-1135987,2019-09-18,Vente,405000.0,CRS DU DANUBE,77449,Serris,1,Appartement,87.0,4.0,2.775601,48.855965,9,2019,4655.172413793103
2717810,2019-1135995,2019-09-27,Vente,109725.0,CRS DU DANUBE,77449,Serris,1,Appartement,27.0,2.0,2.78639,48.855954,9,2019,4063.8888888888887
2717866,2019-1136023,2019-09-23,Vente,139900.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,28.0,1.0,2.817996,48.850447,9,2019,4996.428571428572
2717899,2019-1136041,2019-10-02,Vente,210000.0,RUE DES FERMES,77268,Magny-le-Hongre,1,Appartement,46.0,2.0,2.812748,48.865878,10,2019,4565.217391304348
2717921,2019-1136054,2019-10-10,Vente,430200.0,AV HERGE,77111,Chessy,1,Appartement,88.0,4.0,2.772679,48.85803,10,2019,4888.636363636364
2717940,2019-1136065,2019-10-10,Vente,240000.0,AV THIBAUD DE CHAMPAGNE,77111,Chessy,1,Appartement,65.0,3.0,2.764946,48.878896,10,2019,3692.3076923076924
2718068,2019-1136130,2019-10-09,Vente,217000.0,CRS DU TAGE,77449,Serris,1,Appartement,37.0,2.0,2.786741,48.85467,10,2019,5864.864864864865
2718109,2019-1136153,2019-10-10,Vente,230000.0,RUE DE BRUXELLES,77307,Montévrain,1,Appartement,56.0,3.0,2.765754,48.855891,10,2019,4107.142857142857
2718135,2019-1136169,2019-10-15,Vente,248500.0,RUE DE PRAGUE,77307,Montévrain,2,Appartement,62.0,3.0,2.762352,48.854315,10,2019,4008.064516129032
2718205,2019-1136203,2019-09-27,Vente,125412.0,RUE DE LA BOISERIE,77268,Magny-le-Hongre,1,Appartement,19.0,1.0,2.820674,48.862311,9,2019,6600.631578947368
2718223,2019-1136213,2019-09-30,Vente,251660.0,RUE DE PARIS,77307,Montévrain,1,Appartement,52.0,3.0,2.760406,48.858431,9,2019,4839.615384615385
2718258,2019-1136234,2019-10-11,Vente,130000.0,RUE DES CAMPANULES,77268,Magny-le-Hongre,1,Appartement,25.0,1.0,2.814437,48.86529,10,2019,5200.0
2718297,2019-1136257,2019-09-25,Vente,240000.0,RUE DE LA FONTAINE ROUGE,77111,Chessy,1,Appartement,60.0,3.0,2.772307,48.856432,9,2019,4000.0
2718342,2019-1136279,2019-09-27,Vente,232500.0,RUE DES MARNONS,77018,Bailly-Romainvilliers,1,Appartement,62.0,3.0,2.817439,48.848325,9,2019,3750.0
2718493,2019-1136350,2019-10-10,Vente,464600.0,RUE DES SCANDINAVES,77449,Serris,1,Appartement,97.0,5.0,2.787996,48.858659,10,2019,4789.690721649485
2718550,2019-1136379,2019-10-14,Vente,164000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,36.0,2.0,2.817062,48.850198,10,2019,4555.555555555556
2718619,2019-1136420,2019-10-01,Vente,304925.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,74.0,4.0,2.813773,48.86518,10,2019,4120.608108108108
2718706,2019-1136468,2019-10-19,Vente,212500.0,RUE DES SCANDINAVES,77449,Serris,1,Appartement,47.0,2.0,2.787572,48.858413,10,2019,4521.276595744681
2718760,2019-1136492,2019-10-16,Vente,179900.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,43.0,2.0,2.763609,48.8543,10,2019,4183.720930232558
2718814,2019-1136513,2019-10-24,Vente,187900.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,42.0,2.0,2.766796,48.854878,10,2019,4473.809523809524
2718865,2019-1136543,2019-10-22,Vente,172000.0,AV DES FRENES,77307,Montévrain,1,Appartement,40.0,2.0,2.759956,48.871348,10,2019,4300.0
2718891,2019-1136558,2019-10-04,Vente,170000.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,51.0,3.0,2.758432,48.866784,10,2019,3333.3333333333335
2719075,2019-1136653,2019-10-30,Vente,77000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,10,2019,3500.0
2719077,2019-1136654,2019-10-31,Vente,244000.0,RUE DES BERGES,77018,Bailly-Romainvilliers,1,Appartement,70.0,4.0,2.817052,48.849939,10,2019,3485.714285714286
2719080,2019-1136656,2019-10-28,Vente,182000.0,COUR DE LA FORGE,77449,Serris,1,Appartement,55.0,3.0,2.789096,48.843444,10,2019,3309.090909090909
2719135,2019-1136688,2019-10-18,Vente,83000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,22.0,1.0,2.76756,48.853979,10,2019,3772.7272727272725
2719141,2019-1136691,2019-10-14,Vente,409000.0,CRS DU TAGE,77449,Serris,1,Appartement,92.0,4.0,2.786741,48.85467,10,2019,4445.652173913043
2719194,2019-1136718,2019-10-17,Vente,200000.0,RUE DES CAMPANULES,77268,Magny-le-Hongre,1,Appartement,47.0,2.0,2.814437,48.86529,10,2019,4255.31914893617
2719233,2019-1136736,2019-10-22,Vente,66500.0,CRS DU DANUBE,77449,Serris,1,Appartement,21.0,1.0,2.78639,48.855954,10,2019,3166.6666666666665
2719238,2019-1136738,2019-10-21,Vente,260000.0,RUE DE PARIS,77307,Montévrain,1,Appartement,66.0,3.0,2.760406,48.858431,10,2019,3939.3939393939395
2719398,2019-1136827,2019-11-04,Vente,190000.0,RUE DE LA HOUE,77268,Magny-le-Hongre,1,Appartement,58.0,3.0,2.815647,48.86949,11,2019,3275.862068965517
2719499,2019-1136879,2019-10-21,Vente,102225.0,CRS DU DANUBE,77449,Serris,1,Appartement,31.0,2.0,2.78639,48.855954,10,2019,3297.5806451612902
2719599,2019-1136919,2019-10-18,Vente,332000.0,CRS DE L ELBE,77449,Serris,1,Appartement,67.0,3.0,2.784357,48.856868,10,2019,4955.223880597015
2719610,2019-1136924,2019-11-06,Vente,,RUE DE L HERMIERE,77449,Serris,0,Appartement,82.0,4.0,2.781048,48.844946,11,2019,
2719611,2019-1136924,2019-11-06,Vente,,RUE DE L HERMIERE,77449,Serris,0,Appartement,93.0,4.0,2.781048,48.844946,11,2019,
2719614,2019-1136924,2019-11-06,Vente,,CRS DU DANUBE,77449,Serris,0,Appartement,92.0,4.0,2.777426,48.856889,11,2019,
2719616,2019-1136924,2019-11-06,Vente,,CRS DU DANUBE,77449,Serris,0,Appartement,71.0,3.0,2.777426,48.856889,11,2019,
2719668,2019-1136938,2019-10-30,Vente,235000.0,RUE DE LA FONTAINE ROUGE,77111,Chessy,1,Appartement,45.0,2.0,2.773342,48.855841,10,2019,5222.222222222223
2719762,2019-1136988,2019-11-05,Vente,287500.0,RUE VASCO DE GAMA,77449,Serris,1,Appartement,59.0,3.0,2.787668,48.853321,11,2019,4872.881355932203
2719794,2019-1137005,2019-10-31,Vente,209078.0,AV DE LA SOCIETE DES NATIONS,77307,Montévrain,1,Appartement,42.0,2.0,2.760658,48.85677,10,2019,4978.047619047619
2719800,2019-1137009,2019-11-07,Vente,240000.0,RUE DES MARNONS,77018,Bailly-Romainvilliers,1,Appartement,72.0,4.0,2.817017,48.848227,11,2019,3333.3333333333335
2719885,2019-1137055,2019-11-07,Vente,180000.0,SEN MEREVILLE,77111,Chessy,1,Appartement,41.0,2.0,2.768978,48.878094,11,2019,4390.243902439024
2719914,2019-1137074,2019-11-06,Vente,210000.0,AV DES FRENES,77307,Montévrain,1,Appartement,52.0,3.0,2.759956,48.871348,11,2019,4038.4615384615386
2719932,2019-1137082,2019-10-30,Vente,182000.0,ALL DE DUBLIN,77307,Montévrain,1,Appartement,42.0,2.0,2.766796,48.854878,10,2019,4333.333333333333
2719934,2019-1137083,2019-10-30,Vente,264000.0,RUE DE PRAGUE,77307,Montévrain,1,Appartement,77.0,4.0,2.76312,48.854849,10,2019,3428.5714285714284
2720007,2019-1137117,2019-11-08,Vente,175400.0,RUE DE L EPINETTE,77268,Magny-le-Hongre,1,Appartement,43.0,2.0,2.81359,48.866809,11,2019,4079.0697674418607
2720032,2019-1137128,2019-11-08,Vente,200000.0,PASS DU VIEUX CHENE,77111,Chessy,1,Appartement,41.0,2.0,2.761562,48.877172,11,2019,4878.048780487805
2720094,2019-1137157,2019-11-15,Vente,115000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,27.0,1.0,2.76756,48.853979,11,2019,4259.259259259259
2720097,2019-1137159,2019-11-14,Vente,88000.0,RUE DE LA CHARBONNIERE,77307,Montévrain,1,Appartement,21.0,1.0,2.76756,48.853979,11,2019,4190.476190476191
